,date,CS,ADM0_EN,ADM1_EN,ADM2_EN,ML1,ML2,ADM2_EN32,Total,adjusted_population,CS_1,CS_2,CS_3,CS_4,CS_5,pop_CS,ML1_1,ML1_2,ML1_3,ML1_4,ML1_5,pop_ML1,ML2_1,ML2_2,ML2_3,ML2_4,ML2_5,pop_ML2
82,2010-01-01,1.0,Malawi,Northern,Mzuzu City,1.0,1.0,Mzuzu City,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,2010-01-01,1.0,Malawi,Southern,Neno,1.0,1.0,Neno,181483,178945,178945.0,0.0,0.0,0.0,0.0,178945.0,178945.0,0.0,0.0,0.0,0.0,178945.0,178945.0,0.0,0.0,0.0,0.0,178945.0
84,2010-01-01,1.0,Malawi,Northern,Nkhata Bay,1.0,1.0,Nkhata Bay,306040,301761,301761.0,0.0,0.0,0.0,0.0,301761.0,301761.0,0.0,0.0,0.0,0.0,301761.0,301761.0,0.0,0.0,0.0,0.0,301761.0
85,2010-01-01,1.0,Malawi,Central,Nkhotakota,1.0,1.0,Nkhotakota,430507,424488,424488.0,0.0,0.0,0.0,0.0,424488.0,424488.0,0.0,0.0,0.0,0.0,424488.0,424488.0,0.0,0.0,0.0,0.0,424488.0
86,2010-01-01,2.0,Malawi,Southern,Nsanje,2.0,1.0,Nsanje,311427,307073,0.0,307073.0,0.0,0.0,0.0,307073.0,0.0,307073.0,0.0,0.0,0.0,307073.0,307073.0,0.0,0.0,0.0,0.0,307073.0
87,2010-01-01,1.0,Malawi,Central,Ntcheu,1.0,1.0,Ntcheu,636637,627736,627736.0,0.0,0.0,0.0,0.0,627736.0,627736.0,0.0,0.0,0.0,0.0,627736.0,627736.0,0.0,0.0,0.0,0.0,627736.0
88,2010-01-01,1.0,Malawi,Central,Ntchisi,1.0,1.0,Ntchisi,326512,321947,321947.0,0.0,0.0,0.0,0.0,321947.0,321947.0,0.0,0.0,0.0,0.0,321947.0,321947.0,0.0,0.0,0.0,0.0,321947.0
89,2010-01-01,1.0,Malawi,Southern,Phalombe,1.0,1.0,Phalombe,415009,409206,409206.0,0.0,0.0,0.0,0.0,409206.0,409206.0,0.0,0.0,0.0,0.0,409206.0,409206.0,0.0,0.0,0.0,0.0,409206.0
90,2010-01-01,1.0,Malawi,Northern,Rumphi,1.0,1.0,Rumphi,231876,228634,228634.0,0.0,0.0,0.0,0.0,228634.0,228634.0,0.0,0.0,0.0,0.0,228634.0,228634.0,0.0,0.0,0.0,0.0,228634.0
91,2010-01-01,1.0,Malawi,Central,Salima,1.0,1.0,Salima,472065,465465,465465.0,0.0,0.0,0.0,0.0,465465.0,465465.0,0.0,0.0,0.0,0.0,465465.0,465465.0,0.0,0.0,0.0,0.0,465465.0
92,2010-01-01,1.0,Malawi,Southern,Thyolo,1.0,1.0,Thyolo,691915,682241,682241.0,0.0,0.0,0.0,0.0,682241.0,682241.0,0.0,0.0,0.0,0.0,682241.0,682241.0,0.0,0.0,0.0,0.0,682241.0
93,2010-01-01,1.0,Malawi,Southern,Zomba,1.0,1.0,Zomba,174816,172371,172371.0,0.0,0.0,0.0,0.0,172371.0,172371.0,0.0,0.0,0.0,0.0,172371.0,172371.0,0.0,0.0,0.0,0.0,172371.0
94,2010-01-01,1.0,Malawi,Southern,Zomba City,1.0,1.0,Zomba City,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2010-01-01,,Malawi,Northern,Likoma,,,Likoma,10508,10361,,,,,,,,,,,,,,,,,,
96,2010-04-01,1.0,Malawi,Southern,Balaka,2.0,3.0,Balaka,451465,445153,445153.0,0.0,0.0,0.0,0.0,445153.0,0.0,445153.0,0.0,0.0,0.0,445153.0,0.0,0.0,445153.0,0.0,0.0,445153.0
97,2010-04-01,1.0,Malawi,Southern,Blantyre,2.0,2.0,Blantyre,1033105,1018661,1018661.0,0.0,0.0,0.0,0.0,1018661.0,0.0,1018661.0,0.0,0.0,0.0,1018661.0,0.0,1018661.0,0.0,0.0,0.0,1018661.0
98,2010-04-01,1.0,Malawi,Southern,Blantyre City,2.0,2.0,Blantyre City,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2010-04-01,2.0,Malawi,Southern,Chikwawa,3.0,3.0,Chikwawa,601250,592844,0.0,592844.0,0.0,0.0,0.0,592844.0,0.0,0.0,592844.0,0.0,0.0,592844.0,0.0,0.0,592844.0,0.0,0.0,592844.0
100,2010-04-01,1.0,Malawi,Southern,Chiradzulu,1.0,2.0,Chiradzulu,336023,331325,331325.0,0.0,0.0,0.0,0.0,331325.0,331325.0,0.0,0.0,0.0,0.0,331325.0,0.0,331325.0,0.0,0.0,0.0,331325.0
101,2010-04-01,1.0,Malawi,Northern,Chitipa,1.0,1.0,Chitipa,240954,237585,237585.0,0.0,0.0,0.0,0.0,237585.0,237585.0,0.0,0.0,0.0,0.0,237585.0,237585.0,0.0,0.0,0.0,0.0,237585.0
102,2010-04-01,1.0,Malawi,Central,Dedza,1.0,1.0,Dedza,806799,795519,795519.0,0.0,0.0,0.0,0.0,795519.0,795519.0,0.0,0.0,0.0,0.0,795519.0,795519.0,0.0,0.0,0.0,0.0,795519.0
103,2010-04-01,1.0,Malawi,Central,Dowa,1.0,1.0,Dowa,901973,889362,889362.0,0.0,0.0,0.0,0.0,889362.0,889362.0,0.0,0.0,0.0,0.0,889362.0,889362.0,0.0,0.0,0.0,0.0,889362.0
104,2010-04-01,1.0,Malawi,Northern,Karonga,1.0,1.0,Karonga,381993,376652,376652.0,0.0,0.0,0.0,0.0,376652.0,376652.0,0.0,0.0,0.0,0.0,376652.0,376652.0,0.0,0.0,0.0,0.0,376652.0
105,2010-04-01,1.0,Malawi,Central,Kasungu,1.0,1.0,Kasungu,963875,950399,950399.0,0.0,0.0,0.0,0.0,950399.0,950399.0,0.0,0.0,0.0,0.0,950399.0,950399.0,0.0,0.0,0.0,0.0,950399.0
106,2010-04-01,1.0,Malawi,Central,Lilongwe,1.0,1.0,Lilongwe,1295147,1277039,1277039.0,0.0,0.0,0.0,0.0,1277039.0,1277039.0,0.0,0.0,0.0,0.0,1277039.0,1277039.0,0.0,0.0,0.0,0.0,1277039.0
