region,date,total-pop,ipc-2,ipc-3,ipc-4,ipc-5,ipc-3_prev,ipc-4_prev,ipc-3_delta,ipc-4_delta,option_1,option_2,option_3,threshold_reached
Woqooyi Galbeed,2017-07-01,1242003,433000.0,111000.0,33000.0,,115000.0,8000.0,-0.0032206041370270444,0.020128775856419028,0,0,0,0
Woqooyi Galbeed,2018-02-01,1242003,275000.0,273000.0,34000.0,,111000.0,33000.0,0.13043446754959528,0.0008051510342567611,1,1,0,1
Woqooyi Galbeed,2018-07-01,1242003,401000.0,152000.0,17000.0,6000.0,273000.0,34000.0,-0.09742327514506809,-0.013687567582364939,0,0,0,0
Woqooyi Galbeed,2019-01-01,1242003,480000.0,192000.0,14000.0,,152000.0,17000.0,0.032206041370270444,-0.0024154531027702833,0,0,0,0
Togdheer,2014-01-01,402295,123000.0,25000.0,0.0,,192000.0,14000.0,-0.4151182589890503,-0.03480033308890242,0,0,0,0
Togdheer,2014-07-01,402295,93000.0,25000.0,0.0,,25000.0,0.0,0.0,0.0,0,0,0,0
Togdheer,2015-01-01,402295,99000.0,14000.0,1000.0,,25000.0,0.0,-0.02734311885556619,0.0024857380777787443,0,0,0,0
Togdheer,2015-07-01,402295,158000.0,26000.0,1000.0,,14000.0,1000.0,0.029828856933344933,0.0,0,0,0,0
Togdheer,2016-07-01,721363,328000.0,25000.0,1000.0,,26000.0,1000.0,-0.0013862646129618513,0.0,0,0,0,0
Togdheer,2017-01-01,721363,188000.0,140000.0,6000.0,,25000.0,1000.0,0.1594204304906129,0.006931323064809257,1,1,0,1
Togdheer,2017-07-01,721363,151000.0,176000.0,46000.0,,140000.0,6000.0,0.04990552606662665,0.05545058451847405,1,0,1,1
Togdheer,2018-02-01,721363,189000.0,113000.0,30000.0,,176000.0,46000.0,-0.08733467061659664,-0.02218023380738962,0,0,0,0
Togdheer,2018-07-01,721363,218000.0,49000.0,6000.0,3000.0,113000.0,30000.0,-0.08872093522955848,-0.03327035071108443,0,0,0,0
Togdheer,2019-01-01,721363,283000.0,123000.0,6000.0,,49000.0,6000.0,0.102583581359177,0.0,0,1,0,0
Sanaag,2014-01-01,270367,71000.0,3000.0,3000.0,,123000.0,6000.0,-0.4438411492526825,-0.011096028731317062,0,0,0,0
Sanaag,2014-07-01,270367,57000.0,3000.0,3000.0,,3000.0,3000.0,0.0,0.0,0,0,0,0
Sanaag,2015-01-01,270367,47000.0,3000.0,0.0,,3000.0,3000.0,0.0,-0.011096028731317062,0,0,0,0
Sanaag,2015-07-01,270367,46000.0,0.0,0.0,,3000.0,0.0,-0.011096028731317062,0.0,0,0,0,0
Sanaag,2016-07-01,544123,109000.0,48000.0,0.0,,0.0,0.0,0.08821534836792416,0.0,0,1,0,0
Sanaag,2017-01-01,544123,163000.0,84000.0,54000.0,,48000.0,0.0,0.06616151127594312,0.09924226691391469,1,1,1,1
Sanaag,2017-07-01,544123,114000.0,120000.0,77000.0,,84000.0,54000.0,0.06616151127594312,0.04226985442629699,1,1,1,1
Sanaag,2018-02-01,544123,114000.0,155000.0,78000.0,,120000.0,77000.0,0.06432369151827803,0.0018378197576650868,1,1,0,1
Sanaag,2018-07-01,544123,140000.0,86000.0,1000.0,,155000.0,78000.0,-0.12680956327889098,-0.14151212134021168,0,0,0,0
Sanaag,2019-01-01,544123,245000.0,116000.0,1000.0,,86000.0,1000.0,0.0551345927299526,0.0,1,1,0,1
Sool,2014-01-01,150277,48000.0,1000.0,0.0,,116000.0,1000.0,-0.765253498539364,-0.006654378248168382,0,0,0,0
Sool,2014-07-01,150277,39000.0,1000.0,0.0,,1000.0,0.0,0.0,0.0,0,0,0,0
Sool,2015-01-01,150277,45000.0,6000.0,1000.0,,1000.0,0.0,0.033271891240841914,0.006654378248168382,0,0,0,0
Sool,2015-07-01,150277,53000.0,2000.0,0.0,,6000.0,1000.0,-0.02661751299267353,-0.006654378248168382,0,0,0,0
Sool,2016-07-01,327427,125000.0,12000.0,0.0,,2000.0,0.0,0.030541158792646912,0.0,0,0,0,0
Sool,2017-01-01,327427,94000.0,65000.0,36000.0,,12000.0,0.0,0.16186814160102864,0.10994817165352888,1,1,1,1
Sool,2017-07-01,327427,75000.0,95000.0,41000.0,,65000.0,36000.0,0.09162347637794073,0.015270579396323456,1,1,0,1
Sool,2018-02-01,327427,77000.0,95000.0,42000.0,,95000.0,41000.0,0.0,0.003054115879264691,1,0,0,0
Sool,2018-07-01,327427,80000.0,134000.0,,,95000.0,42000.0,0.11911051929132295,,0,1,0,0
Sool,2019-01-01,327427,133000.0,100000.0,,,134000.0,,-0.1038399398949995,,0,0,0,0
Bari,2014-01-01,367638,123000.0,59000.0,0.0,,100000.0,,-0.11152274792050876,,0,0,0,0
Bari,2014-07-01,367638,138000.0,64000.0,0.0,,59000.0,0.0,0.013600335112257165,0.0,0,0,0,0
Bari,2015-01-01,367638,79000.0,54000.0,5000.0,,64000.0,0.0,-0.02720067022451433,0.013600335112257165,0,0,0,0
Bari,2015-07-01,367638,132000.0,54000.0,4000.0,,54000.0,5000.0,0.0,-0.002720067022451433,0,0,0,0
Bari,2016-07-01,730147,369000.0,56000.0,0.0,,54000.0,4000.0,0.0027391744402154635,-0.005478348880430927,0,0,0,0
Bari,2017-01-01,730147,167000.0,169000.0,19000.0,,56000.0,0.0,0.15476335587217369,0.026022157182046902,1,1,1,1
Bari,2017-07-01,730147,242000.0,0.0,0.0,,169000.0,19000.0,-0.23146024019820666,-0.026022157182046902,0,0,0,0
Bari,2018-02-01,730147,238000.0,67000.0,28000.0,,0.0,0.0,0.09176234374721802,0.038348442163016486,0,1,1,1
Bari,2018-07-01,730147,168000.0,170000.0,32000.0,1000.0,67000.0,28000.0,0.14106748367109637,0.005478348880430927,1,1,0,1
Bari,2019-01-01,730147,264000.0,113000.0,7000.0,,170000.0,32000.0,-0.07806647154614071,-0.03423968050269329,0,0,0,0
Nugaal,2014-01-01,145341,36000.0,37000.0,1000.0,,113000.0,7000.0,-0.5229081952098857,-0.041282225937622555,1,0,0,0
Nugaal,2014-07-01,145341,37000.0,16000.0,1000.0,,37000.0,1000.0,-0.14448779078167895,0.0,0,0,0,0
Nugaal,2015-01-01,145341,34000.0,6000.0,0.0,,16000.0,1000.0,-0.0688037098960376,-0.006880370989603759,0,0,0,0
Nugaal,2015-07-01,145341,39000.0,5000.0,1000.0,,6000.0,0.0,-0.006880370989603759,0.006880370989603759,0,0,0,0
Nugaal,2016-07-01,392698,123000.0,22000.0,0.0,,5000.0,1000.0,0.04329026376503063,-0.0025464861038253313,0,0,0,0
Nugaal,2017-01-01,392698,87000.0,90000.0,26000.0,,22000.0,0.0,0.17316105506012253,0.06620863869945862,1,1,1,1
Nugaal,2017-07-01,392698,90000.0,44000.0,24000.0,,90000.0,26000.0,-0.11713836077596525,-0.005092972207650663,0,0,0,0
Nugaal,2018-02-01,392698,72000.0,76000.0,27000.0,,44000.0,24000.0,0.0814875553224106,0.007639458311475994,1,1,0,1
Nugaal,2018-07-01,392698,105000.0,30000.0,,,76000.0,27000.0,-0.11713836077596525,,0,0,0,0
Nugaal,2019-01-01,392698,99000.0,39000.0,,,30000.0,,0.02291837493442798,,0,0,0,0
Mudug,2014-01-01,350099,93000.0,60000.0,8000.0,,39000.0,,0.0599830333705609,,0,1,0,0
Mudug,2014-07-01,350099,100000.0,63000.0,8000.0,,60000.0,8000.0,0.008569004767222985,0.0,1,0,0,0
Mudug,2015-01-01,350099,115000.0,47000.0,0.0,,63000.0,8000.0,-0.04570135875852259,-0.022850679379261295,0,0,0,0
Mudug,2015-07-01,350099,62000.0,50000.0,0.0,,47000.0,0.0,0.008569004767222985,0.0,0,0,0,0
Mudug,2016-07-01,717862,149000.0,43000.0,0.0,,50000.0,0.0,-0.009751177802976059,0.0,0,0,0,0
Mudug,2017-01-01,717862,114000.0,283000.0,3000.0,,43000.0,0.0,0.33432609610203634,0.004179076201275454,1,1,0,1
Mudug,2017-07-01,717862,155000.0,215000.0,61000.0,,283000.0,3000.0,-0.09472572722891029,0.08079547322465878,1,0,1,1
Mudug,2018-02-01,500104,128000.0,203000.0,36000.0,,215000.0,61000.0,-0.02399500903812007,-0.04998960216275015,1,0,0,0
Mudug,2018-07-01,717862,227000.0,93000.0,,,203000.0,36000.0,-0.15323279404676665,,0,0,0,0
Mudug,2019-01-01,717862,220000.0,84000.0,,,93000.0,,-0.012537228603826361,,0,0,0,0
Galgaduud,2014-01-01,330057,74000.0,54000.0,5000.0,,84000.0,,-0.0908933911415301,,0,0,0,0
Galgaduud,2014-07-01,330057,95000.0,59000.0,5000.0,,54000.0,5000.0,0.01514889852358835,0.0,0,0,0,0
Galgaduud,2015-01-01,330057,104000.0,10000.0,0.0,,59000.0,5000.0,-0.14845920553116582,-0.01514889852358835,0,0,0,0
Galgaduud,2015-07-01,330057,84000.0,9000.0,0.0,,10000.0,0.0,-0.00302977970471767,0.0,0,0,0,0
Galgaduud,2016-07-01,569434,162000.0,44000.0,0.0,,9000.0,0.0,0.06146454198379443,0.0,0,1,0,0
Galgaduud,2017-01-01,569434,201000.0,130000.0,8000.0,,44000.0,0.0,0.15102716030303776,0.014049038167724442,1,1,0,1
Galgaduud,2017-07-01,569434,119000.0,216000.0,79000.0,,130000.0,8000.0,0.15102716030303776,0.12468521373855443,1,1,1,1
Galgaduud,2018-02-01,569434,83000.0,227000.0,37000.0,,216000.0,79000.0,0.019317427480621107,-0.07375745038055333,1,0,0,0
Galgaduud,2018-07-01,569434,203000.0,81000.0,1000.0,,227000.0,37000.0,-0.25639494656097106,-0.06322067175476,0,0,0,0
Galgaduud,2019-01-01,569434,205200.0,45000.0,2000.0,,81000.0,1000.0,-0.06322067175476,0.0017561297709655552,0,0,0,0
Hiraan,2014-01-01,329811,90000.0,31000.0,0.0,,45000.0,2000.0,-0.04244855386873088,-0.006064079124104412,0,0,0,0
Hiraan,2014-07-01,329811,146000.0,60000.0,9000.0,,31000.0,0.0,0.08792914729951397,0.02728835605846985,1,1,1,1
Hiraan,2015-01-01,329811,115000.0,30000.0,0.0,,60000.0,9000.0,-0.09096118686156617,-0.02728835605846985,0,0,0,0
Hiraan,2015-07-01,329811,103000.0,7000.0,2000.0,,30000.0,0.0,-0.06973690992720073,0.006064079124104412,0,0,0,0
Hiraan,2016-07-01,520686,134000.0,44000.0,0.0,,7000.0,2000.0,0.07106010148150708,-0.0038410865665679506,0,1,0,0
Hiraan,2017-01-01,520686,62000.0,207000.0,23000.0,,44000.0,0.0,0.313048555175288,0.044172495515531436,1,1,1,1
Hiraan,2017-07-01,520686,86400.0,182000.0,66000.0,,207000.0,23000.0,-0.04801358208209938,0.08258336118121094,1,0,1,1
Hiraan,2018-02-01,520686,96000.0,128000.0,38000.0,,182000.0,66000.0,-0.10370933729733467,-0.05377521193195131,1,0,0,0
Hiraan,2018-07-01,520686,114000.0,41000.0,11000.0,2000.0,128000.0,38000.0,-0.16708726564570586,-0.051854668648667335,0,0,0,0
Hiraan,2019-01-01,520686,101000.0,54000.0,,,41000.0,11000.0,0.02496706268269168,,0,0,0,0
Shabelle Dhexe(Middle),2014-01-01,514901,144000.0,58000.0,10000.0,,54000.0,,0.007768483650255098,,0,0,0,0
Shabelle Dhexe(Middle),2014-07-01,514901,188000.0,75000.0,10000.0,,58000.0,10000.0,0.033016055513584164,0.0,0,0,0,0
Shabelle Dhexe(Middle),2015-01-01,514901,198000.0,10000.0,0.0,,75000.0,10000.0,-0.12623785931664533,-0.019421209125637745,0,0,0,0
Shabelle Dhexe(Middle),2015-07-01,514901,144000.0,8000.0,0.0,,10000.0,0.0,-0.003884241825127549,0.0,0,0,0,0
Shabelle Dhexe(Middle),2016-07-01,516035,129000.0,0.0,0.0,,8000.0,0.0,-0.015502824420824169,0.0,0,0,0,0
Shabelle Dhexe(Middle),2017-01-01,516035,135000.0,70000.0,0.0,,0.0,0.0,0.1356497136822115,0.0,0,1,0,0
Shabelle Dhexe(Middle),2017-07-01,516035,136000.0,64200.0,0.0,,70000.0,0.0,-0.011239547705097523,0.0,0,0,0,0
Shabelle Dhexe(Middle),2018-02-01,516035,164000.0,0.0,0.0,,64200.0,0.0,-0.12441016597711396,0.0,0,0,0,0
Shabelle Dhexe(Middle),2018-07-01,516035,68000.0,6000.0,,,0.0,0.0,0.011627118315618126,,0,0,0,0
Shabelle Dhexe(Middle),2019-01-01,516035,69000.0,12000.0,,,6000.0,,0.011627118315618126,,0,0,0,0
Shabelle Hoose(Lower),2014-01-01,850651,256000.0,0.0,0.0,,12000.0,,-0.014106842876808467,,0,0,0,0
Shabelle Hoose(Lower),2014-07-01,850651,267000.0,99000.0,13000.0,,0.0,0.0,0.11638145373366986,0.015282413116542506,0,1,0,0
Shabelle Hoose(Lower),2015-01-01,850651,243000.0,16000.0,0.0,,99000.0,13000.0,-0.09757232989792523,-0.015282413116542506,0,0,0,0
Shabelle Hoose(Lower),2015-07-01,850651,212000.0,7000.0,0.0,,16000.0,0.0,-0.01058013215760635,0.0,0,0,0,0
Shabelle Hoose(Lower),2016-07-01,1202219,285000.0,34000.0,0.0,,7000.0,0.0,0.022458470544884084,0.0,0,0,0,0
Shabelle Hoose(Lower),2017-01-01,1202219,352000.0,200000.0,10000.0,,34000.0,0.0,0.1380780040907688,0.008317952053660772,0,1,0,0
Shabelle Hoose(Lower),2017-07-01,1202219,290000.0,192000.0,10000.0,,200000.0,10000.0,-0.006654361642928618,0.0,0,0,0,0
Shabelle Hoose(Lower),2018-02-01,1202219,315000.0,172000.0,10000.0,,192000.0,10000.0,-0.016635904107321544,0.0,0,0,0,0
Shabelle Hoose(Lower),2018-07-01,1202219,123000.0,,,,172000.0,10000.0,,,0,0,0,0
Shabelle Hoose(Lower),2019-01-01,1202219,109000.0,26000.0,,,,,,,0,0,0,0
Bakool,2014-01-01,310627,116000.0,0.0,0.0,,26000.0,,-0.08370167435541663,,0,0,0,0
Bakool,2014-07-01,310627,74000.0,58000.0,13000.0,,0.0,0.0,0.1867191197159294,0.041850837177708315,1,1,1,1
Bakool,2015-01-01,310627,95000.0,19000.0,3000.0,,58000.0,13000.0,-0.12555251153312494,-0.03219295167516024,0,0,0,0
Bakool,2015-07-01,310627,53000.0,15000.0,0.0,,19000.0,3000.0,-0.012877180670064096,-0.009657885502548072,0,0,0,0
Bakool,2016-07-01,367227,111000.0,28000.0,0.0,,15000.0,0.0,0.03540044713487843,0.0,0,0,0,0
Bakool,2017-01-01,367227,66000.0,113000.0,58000.0,,28000.0,0.0,0.23146446203574356,0.15794045644791913,1,1,1,1
Bakool,2017-07-01,367227,51000.0,94000.0,77000.0,,113000.0,58000.0,-0.05173911504328386,0.05173911504328386,1,0,1,1
Bakool,2018-02-01,367227,80000.0,74000.0,0.0,,94000.0,77000.0,-0.054462226361351423,-0.20967957149120298,1,0,0,0
Bakool,2018-07-01,367227,81000.0,20000.0,,,74000.0,0.0,-0.14704801117564886,,0,0,0,0
Bakool,2019-01-01,367227,59000.0,19000.0,,,20000.0,,-0.0027231113180675713,,0,0,0,0
Bay,2014-01-01,620562,183000.0,20000.0,0.0,,19000.0,,0.0016114425311250125,,0,0,0,0
Bay,2014-07-01,620562,170000.0,53000.0,0.0,,20000.0,0.0,0.05317760352712541,0.0,0,1,0,0
Bay,2015-01-01,620562,150000.0,13000.0,2000.0,,53000.0,0.0,-0.0644577012450005,0.003222885062250025,0,0,0,0
Bay,2015-07-01,620562,88000.0,14000.0,3000.0,,13000.0,2000.0,0.0016114425311250125,0.0016114425311250125,0,0,0,0
Bay,2016-07-01,792182,150000.0,39000.0,1000.0,,14000.0,3000.0,0.031558404508054964,-0.0025246723606443975,0,0,0,0
Bay,2017-01-01,792182,199000.0,172000.0,160000.0,,39000.0,1000.0,0.16789071198285244,0.20071145267122958,1,1,1,1
Bay,2017-07-01,792182,111000.0,198000.0,137000.0,,172000.0,160000.0,0.03282074068837717,-0.02903373214741057,1,0,0,0
Bay,2018-02-01,792182,161000.0,223000.0,4000.0,,198000.0,137000.0,0.031558404508054964,-0.16789071198285244,1,0,0,0
Bay,2018-07-01,792182,261000.0,101000.0,7000.0,,223000.0,4000.0,-0.15400501399930824,0.003787008540966596,0,0,0,0
Bay,2019-01-01,792182,147000.0,176000.0,12000.0,,101000.0,7000.0,0.0946752135241649,0.006311680901610993,1,1,0,1
Gedo,2014-01-01,328378,94000.0,10000.0,0.0,,176000.0,12000.0,-0.5055149857785844,-0.03654325198399406,0,0,0,0
Gedo,2014-07-01,328378,94000.0,34000.0,0.0,,10000.0,0.0,0.07308650396798812,0.0,0,1,0,0
Gedo,2015-01-01,328378,98000.0,7000.0,2000.0,,34000.0,0.0,-0.08222231696398663,0.006090541997332342,0,0,0,0
Gedo,2015-07-01,328378,89000.0,5000.0,2000.0,,7000.0,2000.0,-0.006090541997332342,0.0,0,0,0,0
Gedo,2016-07-01,508403,120000.0,6000.0,2000.0,,5000.0,2000.0,0.0019669435467532647,0.0,0,0,0,0
Gedo,2017-01-01,508403,161000.0,88000.0,1000.0,,6000.0,2000.0,0.1612893708337677,-0.0019669435467532647,0,1,0,0
Gedo,2017-07-01,508403,118000.0,128000.0,13000.0,,88000.0,1000.0,0.07867774187013059,0.023603322561039176,1,1,0,1
Gedo,2018-02-01,508403,174000.0,16000.0,1000.0,,128000.0,13000.0,-0.22029767723636565,-0.023603322561039176,0,0,0,0
Gedo,2018-07-01,508403,109000.0,30000.0,5000.0,,16000.0,1000.0,0.027537209654545706,0.007867774187013059,0,0,0,0
Gedo,2019-01-01,508403,54000.0,24000.0,5000.0,,30000.0,5000.0,-0.011801661280519588,0.0,0,0,0,0
Juba Dhexe (Middle),2014-01-01,238877,65000.0,33000.0,0.0,,24000.0,5000.0,0.037676293657405276,-0.020931274254114042,0,0,0,0
Juba Dhexe (Middle),2014-07-01,238877,70000.0,46000.0,0.0,,33000.0,0.0,0.05442131306069651,0.0,0,1,0,0
Juba Dhexe (Middle),2015-01-01,238877,61000.0,36000.0,0.0,,46000.0,0.0,-0.041862548508228084,0.0,0,0,0,0
Juba Dhexe (Middle),2015-07-01,238877,72000.0,2000.0,0.0,,36000.0,0.0,-0.14233266492797547,0.0,0,0,0,0
Juba Dhexe (Middle),2016-07-01,362921,102000.0,21000.0,0.0,,2000.0,0.0,0.05235299142237567,0.0,0,1,0,0
Juba Dhexe (Middle),2017-01-01,362921,88000.0,83000.0,0.0,,21000.0,0.0,0.17083607727301534,0.0,1,1,0,1
Juba Dhexe (Middle),2017-07-01,362921,105000.0,45000.0,0.0,,83000.0,0.0,-0.10470598284475134,0.0,0,0,0,0
Juba Dhexe (Middle),2018-02-01,362921,75000.0,13000.0,4000.0,,45000.0,0.0,-0.08817345923768534,0.011021682404710667,0,0,0,0
Juba Dhexe (Middle),2018-07-01,362921,93000.0,9000.0,,,13000.0,4000.0,-0.011021682404710667,,0,0,0,0
Juba Dhexe (Middle),2019-01-01,362921,69000.0,6000.0,,,9000.0,,-0.008266261803533001,,0,0,0,0
Juba Hoose (Lower),2014-01-01,385790,101000.0,28000.0,10000.0,,6000.0,,0.05702584307524819,,0,1,0,0
Juba Hoose (Lower),2014-07-01,385790,98000.0,43000.0,10000.0,,28000.0,10000.0,0.03888125664221467,0.0,0,0,0,0
Juba Hoose (Lower),2015-01-01,385790,147000.0,49000.0,3000.0,,43000.0,10000.0,0.015552502656885871,-0.018144586433033516,0,0,0,0
Juba Hoose (Lower),2015-07-01,385790,148000.0,39000.0,3000.0,,49000.0,3000.0,-0.02592083776147645,0.0,0,0,0,0
Juba Hoose (Lower),2016-07-01,489307,126000.0,31000.0,1000.0,,39000.0,3000.0,-0.016349653693897695,-0.004087413423474424,0,0,0,0
Juba Hoose (Lower),2017-01-01,489307,123000.0,86000.0,1000.0,,31000.0,1000.0,0.11240386914554666,0.0,0,1,0,0
Juba Hoose (Lower),2017-07-01,489307,125000.0,91000.0,26000.0,,86000.0,1000.0,0.01021853355868606,0.0510926677934303,1,0,1,1
Juba Hoose (Lower),2018-02-01,489307,105000.0,69000.0,9000.0,,91000.0,26000.0,-0.044961547658218665,-0.03474301409953261,0,0,0,0
Juba Hoose (Lower),2018-07-01,489307,80000.0,77000.0,11000.0,,69000.0,9000.0,0.016349653693897695,0.004087413423474424,0,0,0,0
Juba Hoose (Lower),2019-01-01,489307,123000.0,46000.0,11000.0,,77000.0,11000.0,-0.06335490806385358,0.0,0,0,0,0
Banadir,2014-01-01,901183,466000.0,102000.0,0.0,,46000.0,11000.0,0.0621405419321048,-0.012206177879520585,0,1,0,0
Banadir,2014-07-01,901183,270000.0,370000.0,0.0,,102000.0,0.0,0.29738687924650153,0.0,1,1,0,1
Banadir,2015-01-01,901183,519000.0,365000.0,16000.0,,370000.0,0.0,-0.005548262672509357,0.017754440552029942,1,0,0,0
Banadir,2015-07-01,901183,771000.0,341000.0,41000.0,,365000.0,16000.0,-0.026631660828044915,0.027741313362546784,1,0,1,1
Banadir,2016-07-01,1650228,833000.0,355000.0,15000.0,,341000.0,41000.0,0.008483676195046988,-0.015755398647944407,1,0,0,0
Banadir,2017-01-01,1650228,558000.0,298000.0,14000.0,,355000.0,15000.0,-0.034540681651262735,-0.0006059768710747848,0,0,0,0
Banadir,2017-07-01,1650228,358000.0,307000.0,137000.0,,298000.0,14000.0,0.005453791839673063,0.07453515514219854,1,0,1,1
Banadir,2018-02-01,1650228,235000.0,221000.0,48000.0,,307000.0,137000.0,-0.052114010912431494,-0.05393194152565585,0,0,0,0
Banadir,2018-07-01,1650228,456000.0,189000.0,30000.0,5000.0,221000.0,48000.0,-0.019391259874393114,-0.010907583679346126,0,0,0,0
Banadir,2019-01-01,1650228,537000.0,99000.0,50000.0,,189000.0,30000.0,-0.05453791839673063,0.012119537421495696,0,0,0,0
