,date,ML2,ADM0_EN,ADM1_EN,ADM2_EN
4212,2011-07-01,3.0,Ethiopia,Somali,Afder
4231,2011-07-01,3.0,Ethiopia,Somali,Liban
4238,2011-07-01,3.0,Ethiopia,Somali,Shabelle
6243,2011-07-01,2.0,Ethiopia,Gambela,Agnewak
4221,2011-07-01,3.0,Ethiopia,Somali,Doolo
5697,2011-07-01,1.0,Ethiopia,Amhara,East Gojam
6266,2011-07-01,2.0,Ethiopia,Gambela,Etang Special woreda
6267,2011-07-01,2.0,Ethiopia,Somali,Fafan
5701,2011-07-01,1.0,Ethiopia,Oromia,Finfine Special
4228,2011-07-01,3.0,Ethiopia,Somali,Jarar
6289,2011-07-01,2.0,Ethiopia,Tigray,Mekele Special
6293,2011-07-01,2.0,Ethiopia,Amhara,North Shewa
6295,2011-07-01,2.0,Ethiopia,Amhara,North Wello
4236,2011-07-01,3.0,Ethiopia,Gambela,Nuwer
4684,2011-07-01,99.0,Ethiopia,Addis Ababa,Region 14
6301,2011-07-01,2.0,Ethiopia,Somali,Siti
6302,2011-07-01,2.0,Ethiopia,Tigray,South Eastern
6305,2011-07-01,2.0,Ethiopia,Amhara,South Wello
5734,2011-07-01,1.0,Ethiopia,Amhara,West Gojam
4214,2011-07-01,3.0,Ethiopia,SNNP,Alle
4215,2011-07-01,3.0,Ethiopia,SNNP,Amaro
6246,2011-07-01,2.0,Ethiopia,Oromia,Arsi
6248,2011-07-01,2.0,Ethiopia,Oromia,Bale
5692,2011-07-01,1.0,Ethiopia,SNNP,Basketo
4217,2011-07-01,3.0,Ethiopia,Oromia,Borena
4218,2011-07-01,3.0,Ethiopia,SNNP,Burji
4219,2011-07-01,3.0,Ethiopia,Somali,Daawa
4220,2011-07-01,3.0,Ethiopia,SNNP,Derashe
6261,2011-07-01,2.0,Ethiopia,Oromia,East Hararge
6264,2011-07-01,2.0,Ethiopia,Tigray,Eastern
4223,2011-07-01,3.0,Ethiopia,Somali,Erer
6269,2011-07-01,2.0,Ethiopia,SNNP,Gamo
6270,2011-07-01,2.0,Ethiopia,SNNP,Gedeo
6271,2011-07-01,2.0,Ethiopia,SNNP,Gofa
4227,2011-07-01,3.0,Ethiopia,Oromia,Guji
5710,2011-07-01,1.0,Ethiopia,SNNP,Kefa
4229,2011-07-01,3.0,Ethiopia,SNNP,Konso
5713,2011-07-01,1.0,Ethiopia,SNNP,Konta Special
5717,2011-07-01,1.0,Ethiopia,SNNP,Mirab Omo
