,date,CS,ADM0_EN,ADM1_EN,ADM2_EN,ML1,ML2,admin1Name_en,admin2Name_en,Total,adjusted_population,CS_1,CS_2,CS_3,CS_4,CS_5,ML1_1,ML1_2,ML1_3,ML1_4,ML1_5,ML2_1,ML2_2,ML2_3,ML2_4,ML2_5
28,2010-10-01,2.0,Ethiopia,SNNP,Guraghe,2.0,2.0,SNNP,Guraghe,1882107,1471713.5867273656,0.0,1471713.5867273656,0.0,0.0,0.0,0.0,1471713.5867273656,0.0,0.0,0.0,0.0,1471713.5867273656,0.0,0.0,0.0
29,2010-10-01,2.0,Ethiopia,SNNP,Hadiya,2.0,3.0,SNNP,Hadiya,1700138,1329422.9254295796,0.0,1329422.9254295796,0.0,0.0,0.0,0.0,1329422.9254295796,0.0,0.0,0.0,0.0,0.0,1329422.9254295796,0.0,0.0
30,2010-10-01,3.0,Ethiopia,SNNP,Halaba Special,2.0,2.0,SNNP,Halaba Special,658130,514624.75982124347,0.0,0.0,514624.75982124347,0.0,0.0,0.0,514624.75982124347,0.0,0.0,0.0,0.0,514624.75982124347,0.0,0.0,0.0
31,2010-10-01,1.0,Ethiopia,Oromia,Horo Gudru Wellega,1.0,1.0,Oromia,Horo Gudru Wellega,791731,619094.0630544617,619094.0630544617,0.0,0.0,0.0,0.0,619094.0630544617,0.0,0.0,0.0,0.0,619094.0630544617,0.0,0.0,0.0,0.0
32,2010-10-01,1.0,Ethiopia,Oromia,Ilu Aba Bora,1.0,1.0,Oromia,Ilu Aba Bora,953178,745337.5462551368,745337.5462551368,0.0,0.0,0.0,0.0,745337.5462551368,0.0,0.0,0.0,0.0,745337.5462551368,0.0,0.0,0.0,0.0
33,2010-10-01,2.0,Ethiopia,Somali,Jarar,2.0,2.0,Somali,Jarar,641077,501290.1663074519,0.0,501290.1663074519,0.0,0.0,0.0,0.0,501290.1663074519,0.0,0.0,0.0,0.0,501290.1663074519,0.0,0.0,0.0
34,2010-10-01,1.0,Ethiopia,Oromia,Jimma,1.0,1.0,Oromia,Jimma,3672640,2871820.883275176,2871820.883275176,0.0,0.0,0.0,0.0,2871820.883275176,0.0,0.0,0.0,0.0,2871820.883275176,0.0,0.0,0.0,0.0
35,2010-10-01,1.0,Ethiopia,SNNP,Kefa,1.0,1.0,SNNP,Kefa,1053546,823820.304819157,823820.304819157,0.0,0.0,0.0,0.0,823820.304819157,0.0,0.0,0.0,0.0,823820.304819157,0.0,0.0,0.0,0.0
36,2010-10-01,1.0,Ethiopia,Benishangul Gumz,Kemashi,1.0,1.0,Benishangul Gumz,Kemashi,150986,118063.5041501987,118063.5041501987,0.0,0.0,0.0,0.0,118063.5041501987,0.0,0.0,0.0,0.0,118063.5041501987,0.0,0.0,0.0,0.0
37,2010-10-01,2.0,Ethiopia,SNNP,Kembata Tibaro,2.0,3.0,SNNP,Kembata Tibaro,911347,712627.7954033562,0.0,712627.7954033562,0.0,0.0,0.0,0.0,712627.7954033562,0.0,0.0,0.0,0.0,0.0,712627.7954033562,0.0,0.0
38,2010-10-01,2.0,Ethiopia,SNNP,Konso,2.0,2.0,SNNP,Konso,284360,222355.30473123668,0.0,222355.30473123668,0.0,0.0,0.0,0.0,222355.30473123668,0.0,0.0,0.0,0.0,222355.30473123668,0.0,0.0,0.0
39,2010-10-01,2.0,Ethiopia,SNNP,Konta Special,1.0,1.0,SNNP,Konta Special,119904,93758.93395166058,0.0,93758.93395166058,0.0,0.0,0.0,93758.93395166058,0.0,0.0,0.0,0.0,93758.93395166058,0.0,0.0,0.0,0.0
40,2010-10-01,2.0,Ethiopia,Somali,Korahe,3.0,3.0,Somali,Korahe,511890,400272.39041662944,0.0,400272.39041662944,0.0,0.0,0.0,0.0,0.0,400272.39041662944,0.0,0.0,0.0,0.0,400272.39041662944,0.0,0.0
41,2010-10-01,2.0,Ethiopia,Somali,Liban,2.0,2.0,Somali,Liban,505190,395033.3253522769,0.0,395033.3253522769,0.0,0.0,0.0,0.0,395033.3253522769,0.0,0.0,0.0,0.0,395033.3253522769,0.0,0.0,0.0
42,2010-10-01,1.0,Ethiopia,Benishangul Gumz,Mao Komo Special,1.0,1.0,Benishangul Gumz,Mao Komo Special,70414,55060.22797631629,55060.22797631629,0.0,0.0,0.0,0.0,55060.22797631629,0.0,0.0,0.0,0.0,55060.22797631629,0.0,0.0,0.0,0.0
43,2010-10-01,3.0,Ethiopia,Gambela,Mejenger,1.0,1.0,Gambela,Mejenger,81617,63820.41393391948,0.0,0.0,63820.41393391948,0.0,0.0,63820.41393391948,0.0,0.0,0.0,0.0,63820.41393391948,0.0,0.0,0.0,0.0
44,2010-10-01,1.0,Ethiopia,SNNP,Mirab Omo,1.0,1.0,SNNP,Mirab Omo,262515,205273.60677141862,205273.60677141862,0.0,0.0,0.0,0.0,205273.60677141862,0.0,0.0,0.0,0.0,205273.60677141862,0.0,0.0,0.0,0.0
45,2010-10-01,2.0,Ethiopia,Somali,Nogob,3.0,3.0,Somali,Nogob,217220,169855.18108636668,0.0,169855.18108636668,0.0,0.0,0.0,0.0,0.0,169855.18108636668,0.0,0.0,0.0,0.0,169855.18108636668,0.0,0.0
46,2010-10-01,3.0,Ethiopia,Amhara,North Shewa,2.0,2.0,Amhara,North Shewa,2293091,1793082.5294748074,0.0,0.0,1793082.5294748074,0.0,0.0,0.0,1793082.5294748074,0.0,0.0,0.0,0.0,1793082.5294748074,0.0,0.0,0.0
47,2010-10-01,2.0,Ethiopia,Oromia,North Shewa,2.0,2.0,Oromia,North Shewa,1626893,1272148.996976072,0.0,1272148.996976072,0.0,0.0,0.0,0.0,1272148.996976072,0.0,0.0,0.0,0.0,1272148.996976072,0.0,0.0,0.0
48,2010-10-01,3.0,Ethiopia,Amhara,North Wello,3.0,3.0,Amhara,North Wello,1740337,1360856.533865685,0.0,0.0,1360856.533865685,0.0,0.0,0.0,0.0,1360856.533865685,0.0,0.0,0.0,0.0,1360856.533865685,0.0,0.0
49,2010-10-01,2.0,Ethiopia,Tigray,North Western,2.0,2.0,Tigray,North Western,893262,698486.2294796524,0.0,698486.2294796524,0.0,0.0,0.0,0.0,698486.2294796524,0.0,0.0,0.0,0.0,698486.2294796524,0.0,0.0,0.0
50,2010-10-01,2.0,Ethiopia,Amhara,Oromia,2.0,2.0,Amhara,Oromia,569808,445561.3710729234,0.0,445561.3710729234,0.0,0.0,0.0,0.0,445561.3710729234,0.0,0.0,0.0,0.0,445561.3710729234,0.0,0.0,0.0
51,2010-10-01,2.0,Ethiopia,Somali,Shabelle,3.0,3.0,Somali,Shabelle,647430,506257.8947184715,0.0,506257.8947184715,0.0,0.0,0.0,0.0,0.0,506257.8947184715,0.0,0.0,0.0,0.0,506257.8947184715,0.0,0.0
52,2010-10-01,1.0,Ethiopia,SNNP,Sheka,1.0,1.0,SNNP,Sheka,274212,214420.0760337666,214420.0760337666,0.0,0.0,0.0,0.0,214420.0760337666,0.0,0.0,0.0,0.0,214420.0760337666,0.0,0.0,0.0,0.0
53,2010-10-01,2.0,Ethiopia,SNNP,Sidama,2.0,3.0,SNNP,Sidama,4212331,3293832.2659088303,0.0,3293832.2659088303,0.0,0.0,0.0,0.0,3293832.2659088303,0.0,0.0,0.0,0.0,0.0,3293832.2659088303,0.0,0.0
54,2010-10-01,3.0,Ethiopia,SNNP,Siltie,2.0,2.0,SNNP,Siltie,1051444,822176.6458989675,0.0,0.0,822176.6458989675,0.0,0.0,0.0,822176.6458989675,0.0,0.0,0.0,0.0,822176.6458989675,0.0,0.0,0.0
55,2010-10-01,2.0,Ethiopia,Somali,Siti,2.0,2.0,Somali,Siti,644214,503743.14348758233,0.0,503743.14348758233,0.0,0.0,0.0,0.0,503743.14348758233,0.0,0.0,0.0,0.0,503743.14348758233,0.0,0.0,0.0
56,2010-10-01,3.0,Ethiopia,Amhara,South Gondar,2.0,2.0,Amhara,South Gondar,2526963,1975958.7421211142,0.0,0.0,1975958.7421211142,0.0,0.0,0.0,1975958.7421211142,0.0,0.0,0.0,0.0,1975958.7421211142,0.0,0.0,0.0
57,2010-10-01,2.0,Ethiopia,SNNP,South Omo,2.0,2.0,SNNP,South Omo,754134,589695.088543348,0.0,589695.088543348,0.0,0.0,0.0,0.0,589695.088543348,0.0,0.0,0.0,0.0,589695.088543348,0.0,0.0,0.0
58,2010-10-01,2.0,Ethiopia,Amhara,South Wello,2.0,2.0,Amhara,South Wello,3246827,2538856.4038353036,0.0,2538856.4038353036,0.0,0.0,0.0,0.0,2538856.4038353036,0.0,0.0,0.0,0.0,2538856.4038353036,0.0,0.0,0.0
59,2010-10-01,1.0,Ethiopia,Oromia,South West Shewa,1.0,1.0,Oromia,South West Shewa,1264234,988567.7884427848,988567.7884427848,0.0,0.0,0.0,0.0,988567.7884427848,0.0,0.0,0.0,0.0,988567.7884427848,0.0,0.0,0.0,0.0
60,2010-10-01,3.0,Ethiopia,Tigray,Southern,2.0,2.0,Tigray,Southern,752344,588295.3980261553,0.0,0.0,588295.3980261553,0.0,0.0,0.0,588295.3980261553,0.0,0.0,0.0,0.0,588295.3980261553,0.0,0.0,0.0
61,2010-10-01,3.0,Ethiopia,Amhara,Wag Hamra,2.0,2.0,Amhara,Wag Hamra,516457,403843.5561104948,0.0,0.0,403843.5561104948,0.0,0.0,0.0,403843.5561104948,0.0,0.0,0.0,0.0,403843.5561104948,0.0,0.0,0.0
62,2010-10-01,1.0,Ethiopia,Oromia,West Arsi,1.0,1.0,Oromia,West Arsi,2868933,2243362.1869056867,2243362.1869056867,0.0,0.0,0.0,0.0,2243362.1869056867,0.0,0.0,0.0,0.0,2243362.1869056867,0.0,0.0,0.0,0.0
63,2010-10-01,2.0,Ethiopia,Oromia,West Guji,2.0,2.0,Oromia,West Guji,1223292,956553.1911495428,0.0,956553.1911495428,0.0,0.0,0.0,0.0,956553.1911495428,0.0,0.0,0.0,0.0,956553.1911495428,0.0,0.0,0.0
64,2010-10-01,3.0,Ethiopia,Oromia,West Hararge,3.0,3.0,Oromia,West Hararge,2568661,2008564.4936216176,0.0,0.0,2008564.4936216176,0.0,0.0,0.0,0.0,2008564.4936216176,0.0,0.0,0.0,0.0,2008564.4936216176,0.0,0.0
65,2010-10-01,2.0,Ethiopia,Oromia,West Shewa,2.0,2.0,Oromia,West Shewa,2773901,2169051.913592918,0.0,2169051.913592918,0.0,0.0,0.0,0.0,2169051.913592918,0.0,0.0,0.0,0.0,2169051.913592918,0.0,0.0,0.0
66,2010-10-01,1.0,Ethiopia,Oromia,West Wellega,1.0,1.0,Oromia,West Wellega,1880222,1470239.6109592605,1470239.6109592605,0.0,0.0,0.0,0.0,1470239.6109592605,0.0,0.0,0.0,0.0,1470239.6109592605,0.0,0.0,0.0,0.0
67,2010-10-01,1.0,Ethiopia,Tigray,Western,1.0,1.0,Tigray,Western,440553,344490.42258144787,344490.42258144787,0.0,0.0,0.0,0.0,344490.42258144787,0.0,0.0,0.0,0.0,344490.42258144787,0.0,0.0,0.0,0.0
68,2010-10-01,2.0,Ethiopia,SNNP,Wolayita,2.0,3.0,SNNP,Wolayita,1999292,1563346.3986029106,0.0,1563346.3986029106,0.0,0.0,0.0,0.0,1563346.3986029106,0.0,0.0,0.0,0.0,0.0,1563346.3986029106,0.0,0.0
69,2010-10-01,1.0,Ethiopia,SNNP,Yem Special,1.0,1.0,SNNP,Yem Special,102526,80170.2066847474,80170.2066847474,0.0,0.0,0.0,0.0,80170.2066847474,0.0,0.0,0.0,0.0,80170.2066847474,0.0,0.0,0.0,0.0
70,2010-10-01,2.0,Ethiopia,Afar,Zone 1 (Awsi Rasu),2.0,2.0,Afar,Zone 1 (Awsi Rasu),643036,502822.0063762678,0.0,502822.0063762678,0.0,0.0,0.0,0.0,502822.0063762678,0.0,0.0,0.0,0.0,502822.0063762678,0.0,0.0,0.0
71,2010-10-01,3.0,Ethiopia,Afar,Zone 2 (Kilbet Rasu),2.0,3.0,Afar,Zone 2 (Kilbet Rasu),493764,386098.7645425318,0.0,0.0,386098.7645425318,0.0,0.0,0.0,386098.7645425318,0.0,0.0,0.0,0.0,0.0,386098.7645425318,0.0,0.0
72,2010-10-01,2.0,Ethiopia,Afar,Zone 3 (Gabi Rasu),2.0,2.0,Afar,Zone 3 (Gabi Rasu),281357,220007.10885239328,0.0,220007.10885239328,0.0,0.0,0.0,0.0,220007.10885239328,0.0,0.0,0.0,0.0,220007.10885239328,0.0,0.0,0.0
73,2010-10-01,3.0,Ethiopia,Afar,Zone 4 (Fantana Rasu),2.0,2.0,Afar,Zone 4 (Fantana Rasu),276855,216486.76990915224,0.0,0.0,216486.76990915224,0.0,0.0,0.0,216486.76990915224,0.0,0.0,0.0,0.0,216486.76990915224,0.0,0.0,0.0
74,2010-10-01,2.0,Ethiopia,Afar,Zone 5 (Hari Rasu),2.0,2.0,Afar,Zone 5 (Hari Rasu),209402,163741.89591127593,0.0,163741.89591127593,0.0,0.0,0.0,0.0,163741.89591127593,0.0,0.0,0.0,0.0,163741.89591127593,0.0,0.0,0.0
75,2010-10-01,3.0,Ethiopia,Gambela,Nuwer,2.0,3.0,Gambela,Nuwer,166901,130508.23855305997,0.0,0.0,130508.23855305997,0.0,0.0,0.0,130508.23855305997,0.0,0.0,0.0,0.0,0.0,130508.23855305997,0.0,0.0
76,2010-10-01,3.0,Ethiopia,Tigray,Mekele Special,2.0,2.0,Tigray,Mekele Special,418327,327110.8016679703,0.0,0.0,327110.8016679703,0.0,0.0,0.0,327110.8016679703,0.0,0.0,0.0,0.0,327110.8016679703,0.0,0.0,0.0
77,2010-10-01,99.0,Ethiopia,Addis Ababa,Region 14,99.0,99.0,Addis Ababa,Region 14,3585647,2803796.706089621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,2010-10-01,3.0,Ethiopia,Tigray,South Eastern,2.0,2.0,Tigray,South Eastern,528199,413025.213123275,0.0,0.0,413025.213123275,0.0,0.0,0.0,413025.213123275,0.0,0.0,0.0,0.0,413025.213123275,0.0,0.0,0.0
79,2010-10-01,1.0,Ethiopia,Amhara,West Gojam,1.0,1.0,Amhara,West Gojam,2894095,2263037.613047364,2263037.613047364,0.0,0.0,0.0,0.0,2263037.613047364,0.0,0.0,0.0,0.0,2263037.613047364,0.0,0.0,0.0,0.0
80,2010-10-01,1.0,Ethiopia,Oromia,Buno Bedele,1.0,1.0,Oromia,Buno Bedele,809088,632666.3693711732,632666.3693711732,0.0,0.0,0.0,0.0,632666.3693711732,0.0,0.0,0.0,0.0,632666.3693711732,0.0,0.0,0.0,0.0
81,2010-10-01,1.0,Ethiopia,Amhara,Central Gondar,1.0,1.0,Amhara,Central Gondar,2719899,2126825.0491742366,2126825.0491742366,0.0,0.0,0.0,0.0,2126825.0491742366,0.0,0.0,0.0,0.0,2126825.0491742366,0.0,0.0,0.0,0.0
82,2010-10-01,3.0,Ethiopia,Tigray,Eastern,2.0,2.0,Tigray,Eastern,940053,735074.4523790731,0.0,0.0,735074.4523790731,0.0,0.0,0.0,735074.4523790731,0.0,0.0,0.0,0.0,735074.4523790731,0.0,0.0,0.0
83,2010-10-01,3.0,Ethiopia,Gambela,Etang Special woreda,1.0,1.0,Gambela,Etang Special woreda,50260,39300.807482740034,0.0,0.0,39300.807482740034,0.0,0.0,39300.807482740034,0.0,0.0,0.0,0.0,39300.807482740034,0.0,0.0,0.0,0.0
84,2010-10-01,1.0,Ethiopia,Harari,Harari,2.0,2.0,Harari,Harari,260022,203324.2053974737,203324.2053974737,0.0,0.0,0.0,0.0,0.0,203324.2053974737,0.0,0.0,0.0,0.0,203324.2053974737,0.0,0.0,0.0
85,2010-10-01,3.0,Ethiopia,Amhara,North Gondar,2.0,2.0,Amhara,North Gondar,889977,695917.5236981004,0.0,0.0,695917.5236981004,0.0,0.0,0.0,695917.5236981004,0.0,0.0,0.0,0.0,695917.5236981004,0.0,0.0,0.0
86,2010-10-01,99.0,Ethiopia,Dire Dawa,Dire Dawa urban,2.0,2.0,Dire Dawa,Dire Dawa urban,319985,250212.27382340966,0.0,0.0,0.0,0.0,0.0,0.0,250212.27382340966,0.0,0.0,0.0,0.0,250212.27382340966,0.0,0.0,0.0
87,2010-10-01,1.0,Ethiopia,Amhara,West Gondar,1.0,1.0,Amhara,West Gondar,381393,298230.2600132246,298230.2600132246,0.0,0.0,0.0,0.0,298230.2600132246,0.0,0.0,0.0,0.0,298230.2600132246,0.0,0.0,0.0,0.0
88,2010-10-01,1.0,Ethiopia,Amhara,Awi,1.0,1.0,Amhara,Awi,1338704,1046799.6056580583,1046799.6056580583,0.0,0.0,0.0,0.0,1046799.6056580583,0.0,0.0,0.0,0.0,1046799.6056580583,0.0,0.0,0.0,0.0
89,2010-10-01,1.0,Ethiopia,Oromia,Kelem Wellega,1.0,1.0,Oromia,Kelem Wellega,1141498,892594.3720639232,892594.3720639232,0.0,0.0,0.0,0.0,892594.3720639232,0.0,0.0,0.0,0.0,892594.3720639232,0.0,0.0,0.0,0.0
90,2010-10-01,1.0,Ethiopia,Benishangul Gumz,Metekel,1.0,1.0,Benishangul Gumz,Metekel,479162,374680.73050228175,374680.73050228175,0.0,0.0,0.0,0.0,374680.73050228175,0.0,0.0,0.0,0.0,374680.73050228175,0.0,0.0,0.0,0.0
91,2009-10-01,4.0,Ethiopia,Somali,Afder,3.0,3.0,Somali,Afder,654828,497985.23575315316,0.0,0.0,0.0,497985.23575315316,0.0,0.0,0.0,497985.23575315316,0.0,0.0,0.0,0.0,497985.23575315316,0.0,0.0
92,2009-10-01,3.0,Ethiopia,Gambela,Agnewak,3.0,3.0,Gambela,Agnewak,164054,124760.19636644704,0.0,0.0,124760.19636644704,0.0,0.0,0.0,0.0,124760.19636644704,0.0,0.0,0.0,0.0,124760.19636644704,0.0,0.0
93,2009-10-01,3.0,Ethiopia,SNNP,Alle,3.0,3.0,SNNP,Alle,81190,61743.57432913453,0.0,0.0,61743.57432913453,0.0,0.0,0.0,0.0,61743.57432913453,0.0,0.0,0.0,0.0,61743.57432913453,0.0,0.0
94,2009-10-01,3.0,Ethiopia,SNNP,Amaro,3.0,3.0,SNNP,Amaro,195252,148485.72946067466,0.0,0.0,148485.72946067466,0.0,0.0,0.0,0.0,148485.72946067466,0.0,0.0,0.0,0.0,148485.72946067466,0.0,0.0
95,2009-10-01,3.0,Ethiopia,Oromia,Arsi,2.0,2.0,Oromia,Arsi,3645492,2772332.876810756,0.0,0.0,2772332.876810756,0.0,0.0,0.0,2772332.876810756,0.0,0.0,0.0,0.0,2772332.876810756,0.0,0.0,0.0
96,2009-10-01,1.0,Ethiopia,Benishangul Gumz,Asosa,1.0,1.0,Benishangul Gumz,Asosa,402287,305932.22424121865,305932.22424121865,0.0,0.0,0.0,0.0,305932.22424121865,0.0,0.0,0.0,0.0,305932.22424121865,0.0,0.0,0.0,0.0
97,2009-10-01,3.0,Ethiopia,Oromia,Bale,3.0,3.0,Oromia,Bale,1887498,1435409.2013683058,0.0,0.0,1435409.2013683058,0.0,0.0,0.0,0.0,1435409.2013683058,0.0,0.0,0.0,0.0,1435409.2013683058,0.0,0.0
98,2009-10-01,1.0,Ethiopia,SNNP,Basketo,1.0,1.0,SNNP,Basketo,75512,57425.55468335517,57425.55468335517,0.0,0.0,0.0,0.0,57425.55468335517,0.0,0.0,0.0,0.0,57425.55468335517,0.0,0.0,0.0,0.0
99,2009-10-01,1.0,Ethiopia,SNNP,Bench Maji,1.0,1.0,SNNP,Bench Maji,603595,459023.4357333903,459023.4357333903,0.0,0.0,0.0,0.0,459023.4357333903,0.0,0.0,0.0,0.0,459023.4357333903,0.0,0.0,0.0,0.0
100,2009-10-01,3.0,Ethiopia,Oromia,Borena,3.0,3.0,Oromia,Borena,545493,414837.881408087,0.0,0.0,414837.881408087,0.0,0.0,0.0,0.0,414837.881408087,0.0,0.0,0.0,0.0,414837.881408087,0.0,0.0
