,date,CS,ADMIN0,ADMIN1,ADMIN2,ML1,ML2,admin1Name_en,admin2Name_en,Total,adjusted_population,CS_1,CS_2,CS_3,CS_4,CS_5,pop_CS,ML1_1,ML1_2,ML1_3,ML1_4,ML1_5,pop_ML1,ML2_1,ML2_2,ML2_3,ML2_4,ML2_5,pop_ML2
69,2019-02-01,1.0,Ethiopia,Oromia,South West Shewa,1.0,1.0,Oromia,South West Shewa,1264234.0,1264234.0,1264234.0,0.0,0.0,0.0,0.0,1264234.0,1264234.0,0.0,0.0,0.0,0.0,1264234.0,1264234.0,0.0,0.0,0.0,0.0,1264234.0
70,2019-02-01,1.0,Ethiopia,SNNPR,Hadiya,2.0,2.0,SNNPR,Hadiya,1700138.0,1700138.0,1700138.0,0.0,0.0,0.0,0.0,1700138.0,0.0,1700138.0,0.0,0.0,0.0,1700138.0,0.0,1700138.0,0.0,0.0,0.0,1700138.0
71,2019-02-01,1.0,Ethiopia,SNNPR,Silltie,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
72,2019-02-01,1.0,Ethiopia,Oromia,North Shewa,1.0,1.0,Oromia,North Shewa,1626893.0,1626893.0,1626893.0,0.0,0.0,0.0,0.0,1626893.0,1626893.0,0.0,0.0,0.0,0.0,1626893.0,1626893.0,0.0,0.0,0.0,0.0,1626893.0
73,2019-02-01,2.0,Ethiopia,Harari,Harari,2.0,2.0,Harari,Harari,260022.0,260022.0,0.0,260022.0,0.0,0.0,0.0,260022.0,0.0,260022.0,0.0,0.0,0.0,260022.0,0.0,260022.0,0.0,0.0,0.0,260022.0
74,2019-02-01,1.0,Ethiopia,Amhara,North Gondar,1.0,1.0,Amhara,North Gondar,889977.0,889977.0,889977.0,0.0,0.0,0.0,0.0,889977.0,889977.0,0.0,0.0,0.0,0.0,889977.0,889977.0,0.0,0.0,0.0,0.0,889977.0
75,2019-02-01,1.0,Ethiopia,Amhara,West Gojam,1.0,1.0,Amhara,West Gojam,2894095.0,2894095.0,2894095.0,0.0,0.0,0.0,0.0,2894095.0,2894095.0,0.0,0.0,0.0,0.0,2894095.0,2894095.0,0.0,0.0,0.0,0.0,2894095.0
76,2019-02-01,1.0,Ethiopia,Amhara,Awi,1.0,1.0,Amhara,Awi,1338704.0,1338704.0,1338704.0,0.0,0.0,0.0,0.0,1338704.0,1338704.0,0.0,0.0,0.0,0.0,1338704.0,1338704.0,0.0,0.0,0.0,0.0,1338704.0
77,2019-02-01,1.0,Ethiopia,Benshangul Gumuz,Pawe,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
78,2019-02-01,1.0,Ethiopia,Addis Ababa,Region 14,1.0,1.0,Addis Ababa,Region 14,3585647.0,3585647.0,3585647.0,0.0,0.0,0.0,0.0,3585647.0,3585647.0,0.0,0.0,0.0,0.0,3585647.0,3585647.0,0.0,0.0,0.0,0.0,3585647.0
79,2010-10-01,2.0,Ethiopia,SNNPR,Segen,2.0,2.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
80,2010-10-01,2.0,Ethiopia,Oromia,Bale,2.0,2.0,Oromia,Bale,1887498.0,1475929.0,0.0,1475929.0,0.0,0.0,0.0,1475929.0,0.0,1475929.0,0.0,0.0,0.0,1475929.0,0.0,1475929.0,0.0,0.0,0.0,1475929.0
81,2010-10-01,2.0,Ethiopia,Oromia,Borena,2.0,2.0,Oromia,Borena,545493.0,426548.0,0.0,426548.0,0.0,0.0,0.0,426548.0,0.0,426548.0,0.0,0.0,0.0,426548.0,0.0,426548.0,0.0,0.0,0.0,426548.0
82,2010-10-01,2.0,Ethiopia,Somali,Jarar,2.0,2.0,Somali,Jarar,641077.0,501290.0,0.0,501290.0,0.0,0.0,0.0,501290.0,0.0,501290.0,0.0,0.0,0.0,501290.0,0.0,501290.0,0.0,0.0,0.0,501290.0
83,2010-10-01,1.0,Ethiopia,Oromia,East Wellega,1.0,1.0,Oromia,East Wellega,1693681.0,1324373.0,1324373.0,0.0,0.0,0.0,0.0,1324373.0,1324373.0,0.0,0.0,0.0,0.0,1324373.0,1324373.0,0.0,0.0,0.0,0.0,1324373.0
84,2010-10-01,2.0,Ethiopia,SNNPR,Gedeo,2.0,2.0,SNNPR,Gedeo,1131834.0,885037.0,0.0,885037.0,0.0,0.0,0.0,885037.0,0.0,885037.0,0.0,0.0,0.0,885037.0,0.0,885037.0,0.0,0.0,0.0,885037.0
85,2010-10-01,1.0,Ethiopia,Oromia,Gujii,2.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
86,2010-10-01,1.0,Ethiopia,Oromia,Ilubabor,1.0,1.0,Oromia,Ilubabor,953178.0,745337.0,745337.0,0.0,0.0,0.0,0.0,745337.0,745337.0,0.0,0.0,0.0,0.0,745337.0,745337.0,0.0,0.0,0.0,0.0,745337.0
87,2010-10-01,2.0,Ethiopia,Somali,Fafan,2.0,2.0,Somali,Fafan,1242707.0,971734.0,0.0,971734.0,0.0,0.0,0.0,971734.0,0.0,971734.0,0.0,0.0,0.0,971734.0,0.0,971734.0,0.0,0.0,0.0,971734.0
88,2010-10-01,1.0,Ethiopia,Oromia,Kelem,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
89,2010-10-01,2.0,Ethiopia,Somali,Korahe,3.0,3.0,Somali,Korahe,511890.0,400272.0,0.0,400272.0,0.0,0.0,0.0,400272.0,0.0,0.0,400272.0,0.0,0.0,400272.0,0.0,0.0,400272.0,0.0,0.0,400272.0
90,2010-10-01,2.0,Ethiopia,Somali,Liben,2.0,2.0,Somali,Liben,505190.0,395033.0,0.0,395033.0,0.0,0.0,0.0,395033.0,0.0,395033.0,0.0,0.0,0.0,395033.0,0.0,395033.0,0.0,0.0,0.0,395033.0
91,2010-10-01,2.0,Ethiopia,Amhara,North Wollo,3.0,3.0,Amhara,North Wollo,1740337.0,1360856.0,0.0,1360856.0,0.0,0.0,0.0,1360856.0,0.0,0.0,1360856.0,0.0,0.0,1360856.0,0.0,0.0,1360856.0,0.0,0.0,1360856.0
92,2010-10-01,3.0,Ethiopia,Gambela,Nuer,2.0,3.0,Gambela,Nuer,166901.0,130508.0,0.0,0.0,130508.0,0.0,0.0,130508.0,0.0,130508.0,0.0,0.0,0.0,130508.0,0.0,0.0,130508.0,0.0,0.0,130508.0
93,2010-10-01,2.0,Ethiopia,Somali,Sitti,2.0,2.0,Somali,Sitti,644214.0,503743.0,0.0,503743.0,0.0,0.0,0.0,503743.0,0.0,503743.0,0.0,0.0,0.0,503743.0,0.0,503743.0,0.0,0.0,0.0,503743.0
94,2010-10-01,3.0,Ethiopia,Tigray,South Tigray,2.0,2.0,Tigray,South Tigray,752344.0,588295.0,0.0,0.0,588295.0,0.0,0.0,588295.0,0.0,588295.0,0.0,0.0,0.0,588295.0,0.0,588295.0,0.0,0.0,0.0,588295.0
