,date,ML1,ADM0_EN,ADM1_EN,ADM2_EN
6630,2009-10-01,1.0,Ethiopia,Oromia,West Wellega
4781,2010-10-01,2.0,Ethiopia,Somali,Afder
4823,2010-10-01,2.0,Ethiopia,Somali,Liban
119,2010-10-01,3.0,Ethiopia,Somali,Shabelle
6897,2010-10-01,1.0,Ethiopia,Gambela,Agnewak
4786,2010-10-01,2.0,Ethiopia,Oromia,Bale
4788,2010-10-01,2.0,Ethiopia,Oromia,Borena
4792,2010-10-01,2.0,Ethiopia,Somali,Daawa
104,2010-10-01,3.0,Ethiopia,Somali,Doolo
4799,2010-10-01,2.0,Ethiopia,Oromia,East Hararge
107,2010-10-01,3.0,Ethiopia,Somali,Erer
4805,2010-10-01,2.0,Ethiopia,Somali,Fafan
4816,2010-10-01,2.0,Ethiopia,Somali,Jarar
113,2010-10-01,3.0,Ethiopia,Somali,Korahe
115,2010-10-01,3.0,Ethiopia,Somali,Nogob
4832,2010-10-01,2.0,Ethiopia,Gambela,Nuwer
4840,2010-10-01,2.0,Ethiopia,SNNP,South Omo
6906,2010-10-01,1.0,Ethiopia,Amhara,East Gojam
6910,2010-10-01,1.0,Ethiopia,Oromia,Finfine Special
4824,2010-10-01,2.0,Ethiopia,Tigray,Mekele Special
4828,2010-10-01,2.0,Ethiopia,Amhara,North Shewa
117,2010-10-01,3.0,Ethiopia,Amhara,North Wello
7810,2010-10-01,99.0,Ethiopia,Addis Ababa,Region 14
4837,2010-10-01,2.0,Ethiopia,Somali,Siti
4838,2010-10-01,2.0,Ethiopia,Tigray,South Eastern
4841,2010-10-01,2.0,Ethiopia,Amhara,South Wello
6941,2010-10-01,1.0,Ethiopia,Amhara,West Gojam
4846,2010-10-01,2.0,Ethiopia,Oromia,West Guji
4783,2010-10-01,2.0,Ethiopia,SNNP,Alle
4784,2010-10-01,2.0,Ethiopia,SNNP,Amaro
6902,2010-10-01,1.0,Ethiopia,SNNP,Bench Maji
4789,2010-10-01,2.0,Ethiopia,SNNP,Burji
4794,2010-10-01,2.0,Ethiopia,SNNP,Derashe
6909,2010-10-01,1.0,Ethiopia,Gambela,Etang Special woreda
4807,2010-10-01,2.0,Ethiopia,SNNP,Gamo
4810,2010-10-01,2.0,Ethiopia,Oromia,Guji
6917,2010-10-01,1.0,Ethiopia,Oromia,Ilu Aba Bora
4820,2010-10-01,2.0,Ethiopia,SNNP,Konso
6924,2010-10-01,1.0,Ethiopia,Gambela,Mejenger
6926,2010-10-01,1.0,Ethiopia,SNNP,Mirab Omo
4852,2010-10-01,2.0,Ethiopia,Afar,Zone 1 (Awsi Rasu)
6898,2010-10-01,1.0,Ethiopia,Oromia,Arsi
6940,2010-10-01,1.0,Ethiopia,Oromia,West Arsi
128,2010-10-01,3.0,Ethiopia,Oromia,West Hararge
4800,2010-10-01,2.0,Ethiopia,Oromia,East Shewa
4808,2010-10-01,2.0,Ethiopia,SNNP,Gedeo
4814,2010-10-01,2.0,Ethiopia,Harari,Harari
4833,2010-10-01,2.0,Ethiopia,Amhara,Oromia
4835,2010-10-01,2.0,Ethiopia,SNNP,Sidama
4839,2010-10-01,2.0,Ethiopia,Amhara,South Gondar
4843,2010-10-01,2.0,Ethiopia,Tigray,Southern
4844,2010-10-01,2.0,Ethiopia,Amhara,Wag Hamra
4854,2010-10-01,2.0,Ethiopia,Afar,Zone 3 (Gabi Rasu)
4855,2010-10-01,2.0,Ethiopia,Afar,Zone 4 (Fantana Rasu)
4856,2010-10-01,2.0,Ethiopia,Afar,Zone 5 (Hari Rasu)
4793,2010-10-01,2.0,Ethiopia,SNNP,Dawuro
4812,2010-10-01,2.0,Ethiopia,SNNP,Hadiya
4813,2010-10-01,2.0,Ethiopia,SNNP,Halaba Special
4819,2010-10-01,2.0,Ethiopia,SNNP,Kembata Tibaro
4850,2010-10-01,2.0,Ethiopia,SNNP,Wolayita
4787,2010-10-01,2.0,Ethiopia,SNNP,Basketo
4809,2010-10-01,2.0,Ethiopia,SNNP,Gofa
4811,2010-10-01,2.0,Ethiopia,SNNP,Guraghe
6918,2010-10-01,1.0,Ethiopia,Oromia,Jimma
4836,2010-10-01,2.0,Ethiopia,SNNP,Siltie
6948,2010-10-01,1.0,Ethiopia,SNNP,Yem Special
4790,2010-10-01,2.0,Ethiopia,Tigray,Central
6904,2010-10-01,1.0,Ethiopia,Amhara,Central Gondar
4802,2010-10-01,2.0,Ethiopia,Tigray,Eastern
6919,2010-10-01,1.0,Ethiopia,SNNP,Kefa
6922,2010-10-01,1.0,Ethiopia,SNNP,Konta Special
