,date,ADMIN1,Total,adjusted_population,CS_1,CS_2,CS_3,CS_4,CS_5,ML1_1,ML1_2,ML1_3,ML1_4,ML1_5,ML2_1,ML2_2,ML2_3,ML2_4,ML2_5,pop_CS,pop_ML1,pop_ML2
110,2012-01-01,Addis Ababa,3585647.0,2966541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,2012-01-01,Afar,1904414.0,1575591.0,0.0,1167082.0,408509.0,0.0,0.0,0.0,1167082.0,408509.0,0.0,0.0,0.0,1167082.0,408509.0,0.0,0.0,1575591.0,1575591.0,1575591.0
112,2012-01-01,Amhara,15442053.0,12775790.0,8346585.0,2562075.0,1867130.0,0.0,0.0,8346585.0,2562075.0,1867130.0,0.0,0.0,8346585.0,2562075.0,1867130.0,0.0,0.0,12775790.0,12775790.0,12775790.0
113,2012-01-01,Benshangul Gumuz,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,2012-01-01,Dire Dawa,508918.0,421046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,2012-01-01,Gambela,462832.0,382916.0,244833.0,138083.0,0.0,0.0,0.0,244833.0,138083.0,0.0,0.0,0.0,244833.0,138083.0,0.0,0.0,0.0,382916.0,382916.0,382916.0
116,2012-01-01,Harari,260022.0,215126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,2012-01-01,Oromia,31355106.0,25941258.0,18709076.0,5219278.0,2012904.0,0.0,0.0,18709076.0,5219278.0,2012904.0,0.0,0.0,18709076.0,5219278.0,1561598.0,451306.0,0.0,25941258.0,25941258.0,25941258.0
118,2012-01-01,SNNPR,17075128.0,14126890.0,3750238.0,9752729.0,623923.0,0.0,0.0,3750238.0,9752729.0,623923.0,0.0,0.0,3687765.0,5028397.0,5410728.0,0.0,0.0,14126890.0,14126890.0,14126890.0
119,2012-01-01,Somali,5490380.0,4542394.0,0.0,0.0,4542394.0,0.0,0.0,0.0,0.0,4542394.0,0.0,0.0,0.0,0.0,4542394.0,0.0,0.0,4542394.0,4542394.0,4542394.0
120,2012-01-01,Tigray,4410666.0,3649109.0,364486.0,3284623.0,0.0,0.0,0.0,364486.0,3284623.0,0.0,0.0,0.0,364486.0,3284623.0,0.0,0.0,0.0,3649109.0,3649109.0,3649109.0
121,2012-04-01,Addis Ababa,3585647.0,2966541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
