,date,ADM1_EN,Total,adjusted_population,CS_1,CS_2,CS_3,CS_4,CS_5,ML1_1,ML1_2,ML1_3,ML1_4,ML1_5,ML2_1,ML2_2,ML2_3,ML2_4,ML2_5,total_pop
212,2014-04-01,Benishangul Gumz,1102849,965241,965241,0,0,0,0,965241,0,0,0,0,965241,0,0,0,0,965241
213,2014-04-01,Dire Dawa,508918,445418,0,445418,0,0,0,0,445418,0,0,0,0,445418,0,0,0,445418
214,2014-04-01,Gambela,462832,405081,405081,0,0,0,0,405081,0,0,0,0,405081,0,0,0,0,405081
215,2014-04-01,Harari,260022,227578,0,227578,0,0,0,0,227578,0,0,0,0,227578,0,0,0,227578
216,2014-04-01,Oromia,37843293,33121436,20465116,12656320,0,0,0,20465116,12656320,0,0,0,20465116,12656320,0,0,0,33121436
217,2014-04-01,SNNP,20262695,17734431,5382360,12352071,0,0,0,5382360,12352071,0,0,0,17734431,0,0,0,0,17734431
218,2014-04-01,Somali,6216411,5440761,0,5440761,0,0,0,0,5440761,0,0,0,0,5440761,0,0,0,5440761
219,2014-04-01,Tigray,5357192,4688752,1167389,1024601,2496762,0,0,1167389,1024601,2496762,0,0,1167389,1486894,2034469,0,0,4688752
220,2014-07-01,Addis Ababa,3585647,3138252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,2014-07-01,Afar,1904414,1666792,0,1234637,432155,0,0,0,1234637,432155,0,0,0,1234637,432155,0,0,1666792
222,2014-07-01,Amhara,21790172,19071326,12976773,5642537,452016,0,0,12976773,5642537,452016,0,0,12976773,6094553,0,0,0,19071326
223,2014-07-01,Benishangul Gumz,1102849,965241,965241,0,0,0,0,965241,0,0,0,0,965241,0,0,0,0,965241
224,2014-07-01,Dire Dawa,508918,445418,0,445418,0,0,0,0,445418,0,0,0,0,445418,0,0,0,445418
225,2014-07-01,Gambela,462832,405081,405081,0,0,0,0,405081,0,0,0,0,405081,0,0,0,0,405081
226,2014-07-01,Harari,260022,227578,0,227578,0,0,0,0,227578,0,0,0,0,227578,0,0,0,227578
227,2014-07-01,Oromia,37843293,33121436,19167618,13953818,0,0,0,19167618,13953818,0,0,0,19052874,14068562,0,0,0,33121436
228,2014-07-01,SNNP,20262695,17734431,17074394,660037,0,0,0,17074394,660037,0,0,0,17074394,660037,0,0,0,17734431
229,2014-07-01,Somali,6216411,5440761,0,5440761,0,0,0,0,5440761,0,0,0,0,5440761,0,0,0,5440761
230,2014-07-01,Tigray,5357192,4688752,1167389,1486894,2034469,0,0,1167389,1486894,2034469,0,0,1167389,3521363,0,0,0,4688752
231,2014-10-01,Addis Ababa,3585647,3138252,3138252,0,0,0,0,3138252,0,0,0,0,3138252,0,0,0,0,3138252
232,2014-10-01,Afar,1904414,1666792,0,1420541,246251,0,0,0,1420541,246251,0,0,0,1420541,246251,0,0,1666792
233,2014-10-01,Amhara,21790172,19071326,19071326,0,0,0,0,19071326,0,0,0,0,11468510,7602816,0,0,0,19071326
234,2014-10-01,Benishangul Gumz,1102849,965241,965241,0,0,0,0,965241,0,0,0,0,965241,0,0,0,0,965241
235,2014-10-01,Dire Dawa,508918,445418,0,445418,0,0,0,0,445418,0,0,0,0,445418,0,0,0,445418
236,2014-10-01,Gambela,462832,405081,405081,0,0,0,0,405081,0,0,0,0,405081,0,0,0,0,405081
237,2014-10-01,Harari,260022,227578,227578,0,0,0,0,227578,0,0,0,0,227578,0,0,0,0,227578
238,2014-10-01,Oromia,37843293,33121436,28027693,5093743,0,0,0,28027693,5093743,0,0,0,24754469,6118808,2248159,0,0,33121436
239,2014-10-01,SNNP,20262695,17734431,17074394,660037,0,0,0,17074394,660037,0,0,0,13468290,4266141,0,0,0,17734431
240,2014-10-01,Somali,6216411,5440761,0,5440761,0,0,0,0,5440761,0,0,0,0,5440761,0,0,0,5440761
241,2014-10-01,Tigray,5357192,4688752,4688752,0,0,0,0,4688752,0,0,0,0,3037570,1651182,0,0,0,4688752
242,2015-01-01,Addis Ababa,3585647,3225949,3225949,0,0,0,0,3225949,0,0,0,0,3225949,0,0,0,0,3225949
243,2015-01-01,Afar,1904414,1713369,0,1713369,0,0,0,0,1713369,0,0,0,0,1713369,0,0,0,1713369
244,2015-01-01,Amhara,21790172,19604267,19139619,0,464648,0,0,19139619,0,464648,0,0,17573866,1565753,464648,0,0,19604267
245,2015-01-01,Benishangul Gumz,1102849,992214,992214,0,0,0,0,992214,0,0,0,0,992214,0,0,0,0,992214
246,2015-01-01,Dire Dawa,508918,457865,0,457865,0,0,0,0,457865,0,0,0,0,457865,0,0,0,457865
247,2015-01-01,Gambela,462832,416401,416401,0,0,0,0,416401,0,0,0,0,416401,0,0,0,0,416401
248,2015-01-01,Harari,260022,233937,233937,0,0,0,0,233937,0,0,0,0,233937,0,0,0,0,233937
249,2015-01-01,Oromia,37843293,34047000,27330357,6225872,490771,0,0,27330357,6225872,490771,0,0,20685873,11050144,2310983,0,0,34047000
250,2015-01-01,SNNP,20262695,18230016,13844657,4385359,0,0,0,13844657,4385359,0,0,0,13844657,4385359,0,0,0,18230016
251,2015-01-01,Somali,6216411,5592801,0,5592801,0,0,0,0,5592801,0,0,0,0,5592801,0,0,0,5592801
252,2015-01-01,Tigray,5357192,4819777,2445582,2374195,0,0,0,2445582,2374195,0,0,0,2445582,2374195,0,0,0,4819777
253,2015-04-01,Addis Ababa,3585647,3225949,3225949,0,0,0,0,3225949,0,0,0,0,3225949,0,0,0,0,3225949
254,2015-04-01,Afar,1904414,1713369,0,1460237,253132,0,0,0,1460237,253132,0,0,0,1713369,0,0,0,1713369
255,2015-04-01,Amhara,21790172,19604267,17573866,1565753,464648,0,0,17573866,1565753,464648,0,0,11866633,7272986,464648,0,0,19604267
256,2015-04-01,Benishangul Gumz,1102849,992214,992214,0,0,0,0,992214,0,0,0,0,992214,0,0,0,0,992214
257,2015-04-01,Dire Dawa,508918,457865,0,457865,0,0,0,0,457865,0,0,0,0,457865,0,0,0,457865
258,2015-04-01,Gambela,462832,416401,416401,0,0,0,0,416401,0,0,0,0,416401,0,0,0,0,416401
259,2015-04-01,Harari,260022,233937,233937,0,0,0,0,233937,0,0,0,0,233937,0,0,0,0,233937
260,2015-04-01,Oromia,37843293,34047000,20685873,10559373,2801754,0,0,20685873,10559373,2801754,0,0,20685873,6644484,6716643,0,0,34047000
261,2015-04-01,SNNP,20262695,18230016,13844657,4385359,0,0,0,13844657,4385359,0,0,0,12359120,2077646,3793250,0,0,18230016
262,2015-04-01,Somali,6216411,5592801,0,5592801,0,0,0,0,5592801,0,0,0,0,5592801,0,0,0,5592801
263,2015-04-01,Tigray,5357192,4819777,1200011,3619766,0,0,0,1200011,3619766,0,0,0,1200011,3619766,0,0,0,4819777
264,2015-07-01,Addis Ababa,3585647,3225949,3225949,0,0,0,0,3225949,0,0,0,0,3225949,0,0,0,0,3225949
265,2015-07-01,Afar,1904414,1713369,0,1460237,253132,0,0,0,1460237,253132,0,0,0,1460237,253132,0,0,1713369
266,2015-07-01,Amhara,21790172,19604267,11866633,5707233,2030401,0,0,11866633,5707233,2030401,0,0,14652748,4951519,0,0,0,19604267
267,2015-07-01,Benishangul Gumz,1102849,992214,992214,0,0,0,0,992214,0,0,0,0,992214,0,0,0,0,992214
268,2015-07-01,Dire Dawa,508918,457865,0,457865,0,0,0,0,457865,0,0,0,0,457865,0,0,0,457865
269,2015-07-01,Gambela,462832,416401,416401,0,0,0,0,416401,0,0,0,0,416401,0,0,0,0,416401
270,2015-07-01,Harari,260022,233937,0,233937,0,0,0,0,233937,0,0,0,0,233937,0,0,0,233937
271,2015-07-01,Oromia,37843293,34047000,20321477,8833407,4892116,0,0,20321477,8833407,4892116,0,0,23601268,10445732,0,0,0,34047000
272,2015-07-01,SNNP,20262695,18230016,11413153,2164019,4652844,0,0,11413153,2164019,4652844,0,0,12757248,5472768,0,0,0,18230016
273,2015-07-01,Somali,6216411,5592801,0,5013212,579589,0,0,0,5013212,579589,0,0,2446904,2566308,579589,0,0,5592801
274,2015-07-01,Tigray,5357192,4819777,1200011,3619766,0,0,0,1200011,3619766,0,0,0,2445582,2374195,0,0,0,4819777
275,2015-10-01,Addis Ababa,3585647,3225949,3225949,0,0,0,0,3225949,0,0,0,0,3225949,0,0,0,0,3225949
276,2015-10-01,Afar,1904414,1713369,0,0,1460237,253132,0,0,0,1460237,253132,0,0,0,1460237,253132,0,1713369
277,2015-10-01,Amhara,21790172,19604267,9803576,4336525,5464166,0,0,9803576,4336525,5464166,0,0,9803576,4336525,5464166,0,0,19604267
278,2015-10-01,Benishangul Gumz,1102849,992214,992214,0,0,0,0,992214,0,0,0,0,992214,0,0,0,0,992214
279,2015-10-01,Dire Dawa,508918,457865,0,0,457865,0,0,0,0,457865,0,0,0,0,457865,0,0,457865
280,2015-10-01,Gambela,462832,416401,416401,0,0,0,0,416401,0,0,0,0,416401,0,0,0,0,416401
281,2015-10-01,Harari,260022,233937,0,0,233937,0,0,0,0,233937,0,0,0,0,233937,0,0,233937
282,2015-10-01,Oromia,37843293,34047000,16847517,6932403,10267080,0,0,16847517,6932403,10267080,0,0,16847517,6932403,4591404,5675676,0,34047000
283,2015-10-01,SNNP,20262695,18230016,11227661,2618655,4383700,0,0,11227661,2618655,4383700,0,0,11227661,2618655,4383700,0,0,18230016
284,2015-10-01,Somali,6216411,5592801,0,5013212,0,579589,0,0,5013212,0,579589,0,0,5013212,0,579589,0,5592801
285,2015-10-01,Tigray,5357192,4819777,1200011,0,3619766,0,0,1200011,0,3619766,0,0,1200011,0,3619766,0,0,4819777
286,2016-02-01,Addis Ababa,3585647,3314505,3314505,0,0,0,0,3314505,0,0,0,0,3314505,0,0,0,0,3314505
287,2016-02-01,Afar,1904414,1760403,0,0,1500322,260081,0,0,0,1500322,260081,0,0,0,1500322,260081,0,1760403
288,2016-02-01,Amhara,21790172,20142425,11585894,2119690,6436841,0,0,11585894,822678,7256450,477403,0,9250017,0,9888286,1004122,0,20142425
289,2016-02-01,Benishangul Gumz,1102849,1019451,1019451,0,0,0,0,1019451,0,0,0,0,1019451,0,0,0,0,1019451
290,2016-02-01,Dire Dawa,508918,470434,0,0,470434,0,0,0,0,470434,0,0,0,0,470434,0,0,470434
291,2016-02-01,Gambela,462832,427832,427832,0,0,0,0,427832,0,0,0,0,427832,0,0,0,0,427832
292,2016-02-01,Harari,260022,240359,0,0,240359,0,0,0,0,240359,0,0,0,0,240359,0,0,240359
293,2016-02-01,Oromia,37843293,34981629,17310001,7122705,4717443,5831480,0,17310001,3752880,8087268,5831480,0,17310001,2249011,9591137,5831480,0,34981629
294,2016-02-01,SNNP,20262695,18730451,12378306,3419684,2932461,0,0,12378306,3419684,2932461,0,0,10489628,6660525,1580298,0,0,18730451
295,2016-02-01,Somali,6216411,5746330,3330967,1819864,0,595499,0,3330967,1819864,0,595499,0,3579534,1571297,0,595499,0,5746330
296,2016-02-01,Tigray,5357192,4952085,407239,4544846,0,0,0,407239,4544846,0,0,0,407239,825714,3719132,0,0,4952085
297,2016-06-01,Addis Ababa,3585647,3314505,3314505,0,0,0,0,3314505,0,0,0,0,3314505,0,0,0,0,3314505
298,2016-06-01,Afar,1904414,1760403,0,1500322,260081,0,0,0,1500322,260081,0,0,0,1500322,260081,0,0,1760403
299,2016-06-01,Amhara,21790172,20142425,9250017,9888286,1004122,0,0,9250017,9888286,1004122,0,0,14897732,5244693,0,0,0,20142425
300,2016-06-01,Benishangul Gumz,1102849,1019451,1019451,0,0,0,0,1019451,0,0,0,0,1019451,0,0,0,0,1019451
301,2016-06-01,Dire Dawa,508918,470434,0,0,470434,0,0,0,0,470434,0,0,0,470434,0,0,0,470434
302,2016-06-01,Gambela,462832,427832,427832,0,0,0,0,427832,0,0,0,0,427832,0,0,0,0,427832
303,2016-06-01,Harari,260022,240359,0,0,240359,0,0,0,0,240359,0,0,0,240359,0,0,0,240359
304,2016-06-01,Oromia,37843293,34981629,17310001,9188160,8483468,0,0,17310001,9188160,8483468,0,0,26901138,8080491,0,0,0,34981629
305,2016-06-01,SNNP,20262695,18730451,10489628,5308362,2932461,0,0,10489628,6660525,1580298,0,0,18730451,0,0,0,0,18730451
306,2016-06-01,Somali,6216411,5746330,2863979,2286852,595499,0,0,2863979,2286852,595499,0,0,0,5150831,595499,0,0,5746330
307,2016-06-01,Tigray,5357192,4952085,407239,4544846,0,0,0,407239,4544846,0,0,0,4952085,0,0,0,0,4952085
308,2016-10-01,Addis Ababa,3585647,3314505,3314505,0,0,0,0,3314505,0,0,0,0,3314505,0,0,0,0,3314505
309,2016-10-01,Afar,1904414,1760403,0,1500322,260081,0,0,0,1500322,260081,0,0,0,1500322,260081,0,0,1760403
310,2016-10-01,Amhara,21790172,20142425,19665022,477403,0,0,0,19665022,477403,0,0,0,14897732,4767290,477403,0,0,20142425
311,2016-10-01,Benishangul Gumz,1102849,1019451,1019451,0,0,0,0,1019451,0,0,0,0,1019451,0,0,0,0,1019451
312,2016-10-01,Dire Dawa,508918,470434,0,470434,0,0,0,470434,0,0,0,0,0,470434,0,0,0,470434
313,2016-10-01,Gambela,462832,427832,427832,0,0,0,0,427832,0,0,0,0,427832,0,0,0,0,427832
314,2016-10-01,Harari,260022,240359,0,240359,0,0,0,240359,0,0,0,0,0,240359,0,0,0,240359
315,2016-10-01,Oromia,37843293,34981629,14808844,20172785,0,0,0,24399981,10581648,0,0,0,24399981,2374422,8207226,0,0,34981629
316,2016-10-01,SNNP,20262695,18730451,17770487,959964,0,0,0,17770487,959964,0,0,0,7052410,8319668,3358373,0,0,18730451
317,2016-10-01,Somali,6216411,5746330,0,5150831,595499,0,0,0,5150831,595499,0,0,0,1148735,4597595,0,0,5746330
318,2016-10-01,Tigray,5357192,4952085,4952085,0,0,0,0,4952085,0,0,0,0,1619646,3332439,0,0,0,4952085
319,2017-06-01,Addis Ababa,3585647,3403972,3403972,0,0,0,0,3403972,0,0,0,0,3403972,0,0,0,0,3403972
320,2017-06-01,Afar,1904414,1807921,0,1807921,0,0,0,0,1807921,0,0,0,728720,1079201,0,0,0,1807921
321,2017-06-01,Amhara,21790172,20686121,12217541,7978291,490289,0,0,14616470,5579362,490289,0,0,20195832,490289,0,0,0,20686121
322,2017-06-01,Benishangul Gumz,1102849,1046969,1046969,0,0,0,0,1046969,0,0,0,0,1046969,0,0,0,0,1046969
323,2017-06-01,Dire Dawa,508918,483132,0,0,483132,0,0,0,0,483132,0,0,0,483132,0,0,0,483132
324,2017-06-01,Gambela,462832,439379,439379,0,0,0,0,439379,0,0,0,0,439379,0,0,0,0,439379
325,2017-06-01,Harari,260022,246847,0,246847,0,0,0,0,246847,0,0,0,0,246847,0,0,0,246847
326,2017-06-01,Oromia,37843293,35925873,22937392,11063268,1925213,0,0,22937392,8624754,4363727,0,0,29419132,6506741,0,0,0,35925873
327,2017-06-01,SNNP,20262695,19236032,5766296,8963535,4506201,0,0,5766296,8963535,4506201,0,0,13864660,5371372,0,0,0,19236032
328,2017-06-01,Somali,6216411,5901438,0,1791315,1989677,2120446,0,0,1791315,1989677,2120446,0,0,2960152,820840,2120446,0,5901438
329,2017-06-01,Tigray,5357192,5085754,1266233,3819521,0,0,0,1266233,3318085,501436,0,0,4584318,501436,0,0,0,5085754
330,2017-10-01,Addis Ababa,3585647,3403972,3403972,0,0,0,0,3403972,0,0,0,0,3403972,0,0,0,0,3403972
331,2017-10-01,Afar,1904414,1807921,0,1807921,0,0,0,0,1807921,0,0,0,0,1807921,0,0,0,1807921
332,2017-10-01,Amhara,21790172,20686121,14616470,6069651,0,0,0,20195832,490289,0,0,0,17698789,2497043,490289,0,0,20686121
333,2017-10-01,Benishangul Gumz,1102849,1046969,1046969,0,0,0,0,1046969,0,0,0,0,1046969,0,0,0,0,1046969
334,2017-10-01,Dire Dawa,508918,483132,0,483132,0,0,0,0,483132,0,0,0,0,483132,0,0,0,483132
335,2017-10-01,Gambela,462832,439379,439379,0,0,0,0,439379,0,0,0,0,439379,0,0,0,0,439379
336,2017-10-01,Harari,260022,246847,0,246847,0,0,0,0,246847,0,0,0,0,246847,0,0,0,246847
337,2017-10-01,Oromia,37843293,35925873,22005683,13920190,0,0,0,29288976,6119043,517854,0,0,27497113,6119043,2309717,0,0,35925873
338,2017-10-01,SNNP,20262695,19236032,4080614,15155418,0,0,0,14066152,5169880,0,0,0,4080614,10682008,4473410,0,0,19236032
339,2017-10-01,Somali,6216411,5901438,0,2960152,1442489,1498797,0,0,1791315,2611326,1498797,0,0,1791315,1168837,2941286,0,5901438
340,2017-10-01,Tigray,5357192,5085754,1266233,3819521,0,0,0,5085754,0,0,0,0,3691895,1393859,0,0,0,5085754
341,2018-02-01,Addis Ababa,3585647,3494335,3494335,0,0,0,0,3494335,0,0,0,0,3494335,0,0,0,0,3494335
342,2018-02-01,Afar,1904414,1855914,0,1855914,0,0,0,0,1855914,0,0,0,0,1855914,0,0,0,1855914
343,2018-02-01,Amhara,21790172,21235262,20731957,503305,0,0,0,16573329,4661933,0,0,0,12541872,7322772,1370618,0,0,21235262
344,2018-02-01,Benishangul Gumz,1102849,1074762,1074762,0,0,0,0,1074762,0,0,0,0,1074762,0,0,0,0,1074762
345,2018-02-01,Dire Dawa,508918,495957,0,495957,0,0,0,0,495957,0,0,0,0,495957,0,0,0,495957
346,2018-02-01,Gambela,462832,451044,451044,0,0,0,0,451044,0,0,0,0,451044,0,0,0,0,451044
347,2018-02-01,Harari,260022,253400,0,253400,0,0,0,0,253400,0,0,0,0,253400,0,0,0,253400
348,2018-02-01,Oromia,37843293,36879572,25723812,8784728,2371032,0,0,25723812,9316329,1839431,0,0,22927939,5964332,7987301,0,0,36879572
349,2018-02-01,SNNP,20262695,19746676,4188938,15557738,0,0,0,5845780,13179908,720988,0,0,4188938,15557738,0,0,0,19746676
350,2018-02-01,Somali,6216411,6058100,0,1838868,3305398,0,0,0,1838868,3305398,0,0,0,1838868,1199865,2105533,0,5144266
351,2018-02-01,Tigray,5357192,5220762,4304649,916113,0,0,0,1299847,3920915,0,0,0,1299847,1247932,2672983,0,0,5220762
352,2018-06-01,Addis Ababa,3585647,3494335,3494335,0,0,0,0,3494335,0,0,0,0,3494335,0,0,0,0,3494335
353,2018-06-01,Afar,1904414,1855914,0,1855914,0,0,0,0,1855914,0,0,0,0,1855914,0,0,0,1855914
354,2018-06-01,Amhara,21790172,21235262,12541872,8693390,0,0,0,12541872,7322772,1370618,0,0,20731957,503305,0,0,0,21235262
355,2018-06-01,Benishangul Gumz,1102849,1074762,1074762,0,0,0,0,1074762,0,0,0,0,1074762,0,0,0,0,1074762
356,2018-06-01,Dire Dawa,508918,495957,0,495957,0,0,0,0,495957,0,0,0,0,495957,0,0,0,495957
357,2018-06-01,Gambela,462832,451044,451044,0,0,0,0,451044,0,0,0,0,451044,0,0,0,0,451044
358,2018-06-01,Harari,260022,253400,0,253400,0,0,0,0,253400,0,0,0,0,253400,0,0,0,253400
359,2018-06-01,Oromia,37843293,36879572,27168531,6066419,3644622,0,0,27168531,6066419,3644622,0,0,29671779,3563171,3644622,0,0,36879572
360,2018-06-01,SNNP,20262695,19746676,4188938,14384827,1172911,0,0,16256640,2317125,1172911,0,0,18573765,69901,1103010,0,0,19746676
361,2018-06-01,Somali,6216411,6058100,0,2675307,3382793,0,0,0,4074027,1984073,0,0,0,4074027,1984073,0,0,6058100
362,2018-06-01,Tigray,5357192,5220762,1299847,3920915,0,0,0,1299847,3920915,0,0,0,5220762,0,0,0,0,5220762
363,2018-10-01,Addis Ababa,3585647,3494335,3494335,0,0,0,0,3494335,0,0,0,0,3494335,0,0,0,0,3494335
364,2018-10-01,Afar,1904414,1855914,0,1374725,481189,0,0,0,1374725,481189,0,0,0,1374725,481189,0,0,1855914
365,2018-10-01,Amhara,21790172,21235262,15706016,5529246,0,0,0,21235262,0,0,0,0,20731957,503305,0,0,0,21235262
366,2018-10-01,Benishangul Gumz,1102849,1074762,1074762,0,0,0,0,1074762,0,0,0,0,1074762,0,0,0,0,1074762
367,2018-10-01,Dire Dawa,508918,495957,0,495957,0,0,0,495957,0,0,0,0,0,495957,0,0,0,495957
368,2018-10-01,Gambela,462832,451044,451044,0,0,0,0,451044,0,0,0,0,451044,0,0,0,0,451044
369,2018-10-01,Harari,260022,253400,0,253400,0,0,0,253400,0,0,0,0,0,253400,0,0,0,253400
370,2018-10-01,Oromia,37843293,36879572,27168531,3563171,6147870,0,0,27168531,6066419,3644622,0,0,28892271,0,7987301,0,0,36879572
371,2018-10-01,SNNP,20262695,19746676,17838836,734929,1172911,0,0,18573765,0,1172911,0,0,16300019,2273746,1172911,0,0,19746676
372,2018-10-01,Somali,6216411,6058100,0,3600286,2457814,0,0,0,4572881,1485219,0,0,0,4572881,1485219,0,0,6058100
373,2018-10-01,Tigray,5357192,5220762,1299847,3920915,0,0,0,5220762,0,0,0,0,5220762,0,0,0,0,5220762
374,2018-12-01,Addis Ababa,3585647,3494335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,2018-12-01,Afar,1904414,1855914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,2018-12-01,Amhara,21790172,21235262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,2018-12-01,Benishangul Gumz,1102849,1074762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,2018-12-01,Dire Dawa,508918,495957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,2018-12-01,Gambela,462832,451044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,2018-12-01,Harari,260022,253400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,2018-12-01,Oromia,37843293,36879572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,2018-12-01,SNNP,20262695,19746676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,2018-12-01,Somali,6216411,6058100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,2018-12-01,Tigray,5357192,5220762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,2019-02-01,Addis Ababa,3585647,3585647,3585647,0,0,0,0,3585647,0,0,0,0,3585647,0,0,0,0,3585647
386,2019-02-01,Afar,1904414,1904414,0,1133795,770619,0,0,0,1133795,770619,0,0,0,1410650,493764,0,0,1904414
387,2019-02-01,Amhara,21790172,21790172,21790172,0,0,0,0,18026888,3763284,0,0,0,15396574,5877141,516457,0,0,21790172
388,2019-02-01,Benishangul Gumz,1102849,1102849,1102849,0,0,0,0,1102849,0,0,0,0,1102849,0,0,0,0,1102849
389,2019-02-01,Dire Dawa,508918,508918,508918,0,0,0,0,0,508918,0,0,0,0,508918,0,0,0,508918
390,2019-02-01,Gambela,462832,462832,462832,0,0,0,0,462832,0,0,0,0,462832,0,0,0,0,462832
391,2019-02-01,Harari,260022,260022,0,260022,0,0,0,0,260022,0,0,0,0,260022,0,0,0,260022
392,2019-02-01,Oromia,37843293,37843293,27878488,6224944,3739861,0,0,26396016,3791953,7655324,0,0,24161597,5890702,7790994,0,0,37843293
393,2019-02-01,SNNP,20262695,20262695,17825387,2437308,0,0,0,7720560,10930689,1611446,0,0,7720560,10556919,1985216,0,0,20262695
394,2019-02-01,Somali,6216411,6216411,0,2451662,3764749,0,0,0,1130335,5086076,0,0,0,3449673,2766738,0,0,6216411
395,2019-02-01,Tigray,5357192,5357192,5357192,0,0,0,0,2086159,3271033,0,0,0,3470613,1886579,0,0,0,5357192
396,2019-06-01,Addis Ababa,3585647,3585647,3585647,0,0,0,0,3585647,0,0,0,0,3585647,0,0,0,0,3585647
397,2019-06-01,Afar,1904414,1904414,0,1410650,493764,0,0,0,1410650,493764,0,0,0,1410650,493764,0,0,1904414
398,2019-06-01,Amhara,21790172,21790172,15396574,5877141,516457,0,0,15396574,5877141,516457,0,0,21273715,516457,0,0,0,21790172
399,2019-06-01,Benishangul Gumz,1102849,1102849,1102849,0,0,0,0,1102849,0,0,0,0,1102849,0,0,0,0,1102849
400,2019-06-01,Dire Dawa,508918,508918,0,508918,0,0,0,0,508918,0,0,0,0,508918,0,0,0,508918
401,2019-06-01,Gambela,462832,462832,462832,0,0,0,0,462832,0,0,0,0,462832,0,0,0,0,462832
402,2019-06-01,Harari,260022,260022,0,260022,0,0,0,0,260022,0,0,0,0,260022,0,0,0,260022
403,2019-06-01,Oromia,37843293,37843293,24161597,3457711,10223985,0,0,24161597,3457711,10223985,0,0,26396016,4337446,7109831,0,0,37843293
404,2019-06-01,SNNP,20262695,20262695,6069292,11454053,2739350,0,0,6069292,13061569,1131834,0,0,18376727,754134,1131834,0,0,20262695
405,2019-06-01,Somali,6216411,6216411,0,1242707,4973704,0,0,0,1886921,4329490,0,0,0,3482679,2733732,0,0,6216411
406,2019-06-01,Tigray,5357192,5357192,3470613,1886579,0,0,0,3470613,1886579,0,0,0,5357192,0,0,0,0,5357192
407,2019-10-01,Addis Ababa,3585647,3585647,3585647,0,0,0,0,3585647,0,0,0,0,3585647,0,0,0,0,3585647
408,2019-10-01,Afar,1904414,1904414,0,1133795,770619,0,0,0,1133795,770619,0,0,0,1133795,770619,0,0,1904414
409,2019-10-01,Amhara,21790172,21790172,12869611,8404104,516457,0,0,18746752,3043420,0,0,0,12869611,5877141,3043420,0,0,21790172
410,2019-10-01,Benishangul Gumz,1102849,1102849,1102849,0,0,0,0,1102849,0,0,0,0,1102849,0,0,0,0,1102849
411,2019-10-01,Dire Dawa,508918,508918,319985,188933,0,0,0,319985,188933,0,0,0,319985,188933,0,0,0,508918
412,2019-10-01,Gambela,462832,462832,462832,0,0,0,0,462832,0,0,0,0,462832,0,0,0,0,462832
413,2019-10-01,Harari,260022,260022,0,260022,0,0,0,0,260022,0,0,0,0,260022,0,0,0,260022
414,2019-10-01,Oromia,37843293,37843293,24161597,5485676,8196020,0,0,26396016,4337446,7109831,0,0,29647273,0,8196020,0,0,37843293
415,2019-10-01,SNNP,20262695,20262695,10930317,8200544,1131834,0,0,16067419,4195276,0,0,0,5017848,11803705,3441142,0,0,20262695
416,2019-10-01,Somali,6216411,6216411,0,1886921,4329490,0,0,0,4767970,1448441,0,0,0,4985190,1231221,0,0,6216411
417,2019-10-01,Tigray,5357192,5357192,3136596,1280543,940053,0,0,3664795,1692397,0,0,0,3136596,528199,1692397,0,0,5357192
