,date,ADMIN1,ADMIN2,CS_1,CS_2,CS_3,CS_4,CS_5,ML1_1,ML1_2,ML1_3,ML1_4,ML1_5,ML2_1,ML2_2,ML2_3,ML2_4,ML2_5,pop_CS,pop_ML1,pop_ML2,pop_ADMIN2
50,Sep 2019,Afar,AAP - Assale Agropastoral Livelihood Zone,29674.0,33913.0,21196.0,0.0,0.0,29674.0,33913.0,21196.0,0.0,0.0,34428.0,34428.0,17214.0,0.0,0.0,84784.0,84784.0,86072.0,
51,Sep 2019,Afar,AGA - Awsa Gewane Agropastoral Livelihood Zone,43300.0,27554.0,7872.0,0.0,0.0,39364.0,27554.0,11809.0,0.0,0.0,43958.0,31969.0,3996.0,0.0,0.0,78728.0,78728.0,79924.0,
52,Sep 2019,Afar,ARP - Aramis-Adar Pastoral Livelihood Zone,239969.0,143981.0,71990.0,23996.0,0.0,167978.0,191975.0,71990.0,47993.0,0.0,194891.0,194891.0,73084.0,24361.0,0.0,479938.0,479938.0,487229.0,
53,Sep 2019,Afar,ASP - Asale Pastoral Livelihood Zone,78425.0,89628.0,44814.0,11203.0,0.0,67221.0,89628.0,56018.0,11203.0,0.0,90990.0,90990.0,45495.0,0.0,0.0,224072.0,224072.0,227476.0,
54,Sep 2019,Afar,CNO Cheno Livelihood Zone,11377.0,10113.0,3792.0,0.0,0.0,8849.0,10113.0,5056.0,1264.0,0.0,10267.0,11550.0,3850.0,0.0,0.0,25284.0,25284.0,25668.0,
55,Sep 2019,Afar,ELP - Eli-Daar Pastoral Livelihood Zone,59954.0,39969.0,33308.0,0.0,0.0,46631.0,39969.0,46631.0,0.0,0.0,47339.0,47339.0,40576.0,0.0,0.0,133232.0,133232.0,135256.0,
56,Sep 2019,Afar,NMP - Namalefane Baadu Pastoral Livelihood Zone,17562.0,35124.0,30734.0,4390.0,0.0,13171.0,30734.0,39515.0,4390.0,0.0,22286.0,35658.0,31201.0,0.0,0.0,87812.0,87812.0,89146.0,
57,Sep 2019,Afar,TER - Teru Pastoral Livelihood Zone,139893.0,139893.0,99924.0,19984.0,0.0,99924.0,139893.0,119908.0,39969.0,0.0,142018.0,162307.0,81153.0,20288.0,0.0,399696.0,399696.0,405768.0,
59,Sep 2019,Amhara,ABB - Abay-Beshilo Basin Livelihood Zone,477010.0,159003.0,119252.0,39750.0,0.0,556512.0,159003.0,79501.0,0.0,0.0,480450.0,160150.0,120112.0,40037.0,0.0,795018.0,795018.0,800750.0,
60,Sep 2019,Amhara,East belesa,39834.0,24896.0,24896.0,9958.0,0.0,49793.0,24896.0,19917.0,4979.0,0.0,45136.0,25076.0,25076.0,5015.0,0.0,99586.0,99586.0,100304.0,
61,Sep 2019,Amhara,Ebenat,85595.0,73367.0,61139.0,24455.0,0.0,134507.0,73367.0,24455.0,12227.0,0.0,98528.0,73896.0,49264.0,24632.0,0.0,244559.0,244559.0,246322.0,
62,Sep 2019,Amhara,Enarj enawga,90345.0,36138.0,45172.0,9034.0,0.0,99379.0,63241.0,18069.0,0.0,0.0,90996.0,63697.0,27298.0,0.0,0.0,180690.0,180690.0,181993.0,
63,Sep 2019,Amhara,Enebse sarmder,71440.0,28576.0,35720.0,7144.0,0.0,78584.0,50008.0,14288.0,0.0,0.0,71955.0,50368.0,21586.0,0.0,0.0,142880.0,142880.0,143910.0,
64,Sep 2019,Amhara,Janamora,47788.0,57345.0,57345.0,28672.0,0.0,95576.0,66903.0,19115.0,9557.0,0.0,57759.0,67385.0,48132.0,19253.0,0.0,191152.0,191152.0,192530.0,
65,Sep 2019,Amhara,NHB - North Wollo Highland Belg Livelihood Zone,38325.0,26827.0,7665.0,3832.0,0.0,38325.0,26827.0,7665.0,3832.0,0.0,23160.0,27021.0,19300.0,7720.0,0.0,76651.0,76651.0,77203.0,
66,Sep 2019,Amhara,"NSS - North Shewa Highland Sheep, Wheat and Barley LZ",190776.0,190776.0,71541.0,23847.0,0.0,190776.0,190776.0,71541.0,23847.0,0.0,144113.0,168132.0,120094.0,48037.0,0.0,476940.0,476940.0,480378.0,
67,Sep 2019,Amhara,NWE - North Wollo East Plain Livelihood Zone,327038.0,100627.0,50313.0,25156.0,0.0,327038.0,100627.0,50313.0,25156.0,0.0,253381.0,126690.0,101352.0,25338.0,0.0,503136.0,503136.0,506763.0,
