,date,ADM1_EN,Total,adjusted_population,CS_1,CS_2,CS_3,CS_4,CS_5,ML1_1,ML1_2,ML1_3,ML1_4,ML1_5,ML2_1,ML2_2,ML2_3,ML2_4,ML2_5,pop_CS,pop_ML1,pop_ML2
0,2009-07-01,Central,6512416.0,6239643.0,6239643.0,0.0,0.0,0.0,0.0,6239643.0,0.0,0.0,0.0,0.0,6239643.0,0.0,0.0,0.0,0.0,6239643.0,6239643.0,6239643.0
1,2009-07-01,Northern,1459888.0,1398738.0,1388671.0,0.0,0.0,0.0,0.0,1388671.0,0.0,0.0,0.0,0.0,1388671.0,0.0,0.0,0.0,0.0,1388671.0,1388671.0,1388671.0
2,2009-07-01,Southern,6773465.0,6489757.0,5615307.0,874450.0,0.0,0.0,0.0,5615307.0,874450.0,0.0,0.0,0.0,5615307.0,874450.0,0.0,0.0,0.0,6489757.0,6489757.0,6489757.0
3,2009-10-01,Central,6512416.0,6239643.0,6239643.0,0.0,0.0,0.0,0.0,6239643.0,0.0,0.0,0.0,0.0,6239643.0,0.0,0.0,0.0,0.0,6239643.0,6239643.0,6239643.0
4,2009-10-01,Northern,1459888.0,1398738.0,1388671.0,0.0,0.0,0.0,0.0,1388671.0,0.0,0.0,0.0,0.0,1388671.0,0.0,0.0,0.0,0.0,1388671.0,1388671.0,1388671.0
5,2009-10-01,Southern,6773465.0,6489757.0,5615307.0,874450.0,0.0,0.0,0.0,5615307.0,298383.0,576067.0,0.0,0.0,5615307.0,0.0,874450.0,0.0,0.0,6489757.0,6489757.0,6489757.0
6,2010-01-01,Central,6512416.0,6421364.0,6421364.0,0.0,0.0,0.0,0.0,6421364.0,0.0,0.0,0.0,0.0,6421364.0,0.0,0.0,0.0,0.0,6421364.0,6421364.0,6421364.0
7,2010-01-01,Northern,1459888.0,1439476.0,1429115.0,0.0,0.0,0.0,0.0,1429115.0,0.0,0.0,0.0,0.0,1429115.0,0.0,0.0,0.0,0.0,1429115.0,1429115.0,1429115.0
8,2010-01-01,Southern,6773465.0,6678761.0,5778844.0,899917.0,0.0,0.0,0.0,5778844.0,899917.0,0.0,0.0,0.0,6678761.0,0.0,0.0,0.0,0.0,6678761.0,6678761.0,6678761.0
9,2010-04-01,Central,6512416.0,6421364.0,6421364.0,0.0,0.0,0.0,0.0,6421364.0,0.0,0.0,0.0,0.0,6421364.0,0.0,0.0,0.0,0.0,6421364.0,6421364.0,6421364.0
10,2010-04-01,Northern,1459888.0,1439476.0,1429115.0,0.0,0.0,0.0,0.0,1429115.0,0.0,0.0,0.0,0.0,1429115.0,0.0,0.0,0.0,0.0,1429115.0,1429115.0,1429115.0
11,2010-04-01,Southern,6773465.0,6678761.0,5778844.0,899917.0,0.0,0.0,0.0,3431811.0,2347033.0,899917.0,0.0,0.0,0.0,5333691.0,1345070.0,0.0,0.0,6678761.0,6678761.0,6678761.0
12,2010-07-01,Central,6512416.0,6421364.0,6421364.0,0.0,0.0,0.0,0.0,6421364.0,0.0,0.0,0.0,0.0,6421364.0,0.0,0.0,0.0,0.0,6421364.0,6421364.0,6421364.0
