,date,ML2,ADM0_EN,ADM1_EN,ADM2_EN
0,2009-07-01,3.0,Ethiopia,Somali,Afder
4696,2009-07-01,2.0,Ethiopia,Gambela,Agnewak
2,2009-07-01,3.0,Ethiopia,SNNP,Alle
3,2009-07-01,3.0,Ethiopia,SNNP,Amaro
4699,2009-07-01,2.0,Ethiopia,Oromia,Arsi
5,2009-07-01,3.0,Ethiopia,Oromia,Bale
4649,2009-07-01,1.0,Ethiopia,SNNP,Basketo
4704,2009-07-01,2.0,Ethiopia,Oromia,Borena
8,2009-07-01,3.0,Ethiopia,SNNP,Burji
9,2009-07-01,3.0,Ethiopia,Somali,Daawa
10,2009-07-01,3.0,Ethiopia,SNNP,Derashe
4715,2009-07-01,2.0,Ethiopia,Oromia,East Hararge
4718,2009-07-01,2.0,Ethiopia,Tigray,Eastern
46,2009-07-01,4.0,Ethiopia,Somali,Erer
4723,2009-07-01,2.0,Ethiopia,SNNP,Gamo
15,2009-07-01,3.0,Ethiopia,SNNP,Gedeo
4725,2009-07-01,2.0,Ethiopia,SNNP,Gofa
17,2009-07-01,3.0,Ethiopia,Oromia,Guji
4668,2009-07-01,1.0,Ethiopia,SNNP,Kefa
19,2009-07-01,3.0,Ethiopia,SNNP,Konso
4671,2009-07-01,1.0,Ethiopia,SNNP,Konta Special
21,2009-07-01,3.0,Ethiopia,Somali,Liban
4745,2009-07-01,2.0,Ethiopia,SNNP,Mirab Omo
50,2009-07-01,4.0,Ethiopia,Somali,Nogob
4749,2009-07-01,2.0,Ethiopia,Amhara,North Wello
4751,2009-07-01,2.0,Ethiopia,Gambela,Nuwer
4752,2009-07-01,2.0,Ethiopia,Amhara,Oromia
52,2009-07-01,4.0,Ethiopia,Somali,Shabelle
4753,2009-07-01,2.0,Ethiopia,SNNP,Sidama
4756,2009-07-01,2.0,Ethiopia,Tigray,South Eastern
4757,2009-07-01,2.0,Ethiopia,Amhara,South Gondar
31,2009-07-01,3.0,Ethiopia,SNNP,South Omo
4759,2009-07-01,2.0,Ethiopia,Amhara,South Wello
4761,2009-07-01,2.0,Ethiopia,Tigray,Southern
4762,2009-07-01,2.0,Ethiopia,Amhara,Wag Hamra
4763,2009-07-01,2.0,Ethiopia,Oromia,West Arsi
4764,2009-07-01,2.0,Ethiopia,Oromia,West Guji
4765,2009-07-01,2.0,Ethiopia,Oromia,West Hararge
4771,2009-07-01,2.0,Ethiopia,Afar,Zone 1 (Awsi Rasu)
39,2009-07-01,3.0,Ethiopia,Afar,Zone 2 (Kilbet Rasu)
40,2009-07-01,3.0,Ethiopia,Afar,Zone 4 (Fantana Rasu)
44,2009-07-01,4.0,Ethiopia,Somali,Doolo
4721,2009-07-01,2.0,Ethiopia,Somali,Fafan
48,2009-07-01,4.0,Ethiopia,Somali,Jarar
49,2009-07-01,4.0,Ethiopia,Somali,Korahe
4655,2009-07-01,1.0,Ethiopia,Amhara,East Gojam
4720,2009-07-01,2.0,Ethiopia,Gambela,Etang Special woreda
4659,2009-07-01,1.0,Ethiopia,Oromia,Finfine Special
4743,2009-07-01,2.0,Ethiopia,Tigray,Mekele Special
4747,2009-07-01,2.0,Ethiopia,Amhara,North Shewa
4680,2009-07-01,1.0,Ethiopia,Addis Ababa,Region 14
4755,2009-07-01,2.0,Ethiopia,Somali,Siti
4688,2009-07-01,1.0,Ethiopia,Amhara,West Gojam
4650,2009-07-01,1.0,Ethiopia,SNNP,Bench Maji
4712,2009-07-01,2.0,Ethiopia,Dire Dawa,Dire Dawa rural
4716,2009-07-01,2.0,Ethiopia,Oromia,East Shewa
4666,2009-07-01,1.0,Ethiopia,Oromia,Ilu Aba Bora
4673,2009-07-01,1.0,Ethiopia,Gambela,Mejenger
4773,2009-07-01,2.0,Ethiopia,Afar,Zone 3 (Gabi Rasu)
4775,2009-07-01,2.0,Ethiopia,Afar,Zone 5 (Hari Rasu)
4707,2009-07-01,2.0,Ethiopia,Tigray,Central
4653,2009-07-01,1.0,Ethiopia,Amhara,Central Gondar
4710,2009-07-01,2.0,Ethiopia,SNNP,Dawuro
4713,2009-07-01,2.0,Ethiopia,Dire Dawa,Dire Dawa urban
4657,2009-07-01,1.0,Ethiopia,Oromia,East Wellega
4727,2009-07-01,2.0,Ethiopia,SNNP,Guraghe
4728,2009-07-01,2.0,Ethiopia,SNNP,Hadiya
4729,2009-07-01,2.0,Ethiopia,SNNP,Halaba Special
4730,2009-07-01,2.0,Ethiopia,Harari,Harari
4665,2009-07-01,1.0,Ethiopia,Oromia,Horo Gudru Wellega
4667,2009-07-01,1.0,Ethiopia,Oromia,Jimma
4737,2009-07-01,2.0,Ethiopia,SNNP,Kembata Tibaro
4672,2009-07-01,1.0,Ethiopia,Benishangul Gumz,Mao Komo Special
4746,2009-07-01,2.0,Ethiopia,Amhara,North Gondar
4748,2009-07-01,2.0,Ethiopia,Oromia,North Shewa
4750,2009-07-01,2.0,Ethiopia,Tigray,North Western
4754,2009-07-01,2.0,Ethiopia,SNNP,Siltie
4686,2009-07-01,1.0,Ethiopia,Oromia,South West Shewa
4766,2009-07-01,2.0,Ethiopia,Oromia,West Shewa
4693,2009-07-01,1.0,Ethiopia,Tigray,Western
4769,2009-07-01,2.0,Ethiopia,SNNP,Wolayita
4669,2009-07-01,1.0,Ethiopia,Oromia,Kelem Wellega
4674,2009-07-01,1.0,Ethiopia,Benishangul Gumz,Metekel
4689,2009-07-01,1.0,Ethiopia,Amhara,West Gondar
4694,2009-07-01,1.0,Ethiopia,SNNP,Yem Special
4646,2009-07-01,1.0,Ethiopia,Benishangul Gumz,Asosa
4670,2009-07-01,1.0,Ethiopia,Benishangul Gumz,Kemashi
4681,2009-07-01,1.0,Ethiopia,SNNP,Sheka
4692,2009-07-01,1.0,Ethiopia,Oromia,West Wellega
4647,2009-07-01,1.0,Ethiopia,Amhara,Awi
4652,2009-07-01,1.0,Ethiopia,Oromia,Buno Bedele
72,2009-10-01,3.0,Ethiopia,Somali,Afder
73,2009-10-01,3.0,Ethiopia,Gambela,Agnewak
74,2009-10-01,3.0,Ethiopia,SNNP,Alle
75,2009-10-01,3.0,Ethiopia,SNNP,Amaro
4835,2009-10-01,2.0,Ethiopia,Oromia,Arsi
76,2009-10-01,3.0,Ethiopia,Oromia,Bale
4781,2009-10-01,1.0,Ethiopia,SNNP,Basketo
78,2009-10-01,3.0,Ethiopia,Oromia,Borena
79,2009-10-01,3.0,Ethiopia,SNNP,Burji
80,2009-10-01,3.0,Ethiopia,Somali,Daawa
81,2009-10-01,3.0,Ethiopia,SNNP,Derashe
4849,2009-10-01,2.0,Ethiopia,Oromia,East Hararge
4852,2009-10-01,2.0,Ethiopia,Tigray,Eastern
87,2009-10-01,3.0,Ethiopia,Somali,Erer
4857,2009-10-01,2.0,Ethiopia,SNNP,Gamo
4858,2009-10-01,2.0,Ethiopia,SNNP,Gedeo
4859,2009-10-01,2.0,Ethiopia,SNNP,Gofa
91,2009-10-01,3.0,Ethiopia,Oromia,Guji
4802,2009-10-01,1.0,Ethiopia,SNNP,Kefa
94,2009-10-01,3.0,Ethiopia,SNNP,Konso
4805,2009-10-01,1.0,Ethiopia,SNNP,Konta Special
96,2009-10-01,3.0,Ethiopia,Somali,Liban
4875,2009-10-01,2.0,Ethiopia,SNNP,Mirab Omo
99,2009-10-01,3.0,Ethiopia,Somali,Nogob
4879,2009-10-01,2.0,Ethiopia,Amhara,North Wello
102,2009-10-01,3.0,Ethiopia,Gambela,Nuwer
4882,2009-10-01,2.0,Ethiopia,Amhara,Oromia
104,2009-10-01,3.0,Ethiopia,Somali,Shabelle
4883,2009-10-01,2.0,Ethiopia,SNNP,Sidama
4886,2009-10-01,2.0,Ethiopia,Tigray,South Eastern
4887,2009-10-01,2.0,Ethiopia,Amhara,South Gondar
4888,2009-10-01,2.0,Ethiopia,SNNP,South Omo
4889,2009-10-01,2.0,Ethiopia,Amhara,South Wello
4891,2009-10-01,2.0,Ethiopia,Tigray,Southern
4892,2009-10-01,2.0,Ethiopia,Amhara,Wag Hamra
4893,2009-10-01,2.0,Ethiopia,Oromia,West Arsi
4894,2009-10-01,2.0,Ethiopia,Oromia,West Guji
4895,2009-10-01,2.0,Ethiopia,Oromia,West Hararge
112,2009-10-01,3.0,Ethiopia,Afar,Zone 1 (Awsi Rasu)
113,2009-10-01,3.0,Ethiopia,Afar,Zone 2 (Kilbet Rasu)
