,date,ADMIN0,ADMIN1,ADMIN2,ML1
2269,2015-07-01,Ethiopia,Oromia,West Wellega,1.0
2270,2015-07-01,Ethiopia,Tigray,West Tigray,1.0
2272,2015-07-01,Ethiopia,SNNPR,Yem,1.0
3638,2015-07-01,Ethiopia,Afar,Awusi,2.0
6771,2015-07-01,Ethiopia,Afar,Gabi,3.0
3641,2015-07-01,Ethiopia,Afar,Khari,2.0
2273,2015-07-01,Ethiopia,Tigray,Northwest Tigray,1.0
2274,2015-07-01,Ethiopia,Gambela,Itang,1.0
2275,2015-07-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
2277,2015-07-01,Ethiopia,Gambela,Agniwak,1.0
2278,2015-07-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
3646,2015-07-01,Ethiopia,Tigray,East Tigray,2.0
2279,2015-07-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
2280,2015-07-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
2282,2015-07-01,Ethiopia,Oromia,South West Shewa,1.0
2283,2015-07-01,Ethiopia,Amhara,North Gondar,1.0
2284,2015-07-01,Ethiopia,SNNPR,Hadiya,1.0
2499,2015-07-01,Ethiopia,SNNPR,Silltie,3.0
648,2015-07-01,Ethiopia,Somali,Jarar,2.0
2253,2015-07-01,Ethiopia,Oromia,Ilubabor,1.0
661,2015-07-01,Ethiopia,Somali,Korahe,2.0
681,2015-07-01,Ethiopia,Somali,Shebelle,2.0
687,2015-07-01,Ethiopia,Oromia,East Hararge,2.0
692,2015-07-01,Ethiopia,Somali,Nogob,2.0
694,2015-07-01,Ethiopia,Somali,Dollo,2.0
3640,2015-07-01,Ethiopia,Afar,Fanti,2.0
3650,2015-07-01,Ethiopia,Afar,Kilbati,2.0
3619,2015-07-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
3623,2015-07-01,Ethiopia,Harari,Harari,2.0
2234,2015-07-01,Ethiopia,SNNPR,Sheka,1.0
2239,2015-07-01,Ethiopia,Amhara,Awi,1.0
2259,2015-07-01,Ethiopia,Gambela,Mezhenger,1.0
2276,2015-07-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
2281,2015-07-01,Ethiopia,Addis Ababa,Region 14,1.0
953,2019-02-01,Ethiopia,SNNPR,Segen,3.0
698,2019-02-01,Ethiopia,Oromia,Borena,2.0
699,2019-02-01,Ethiopia,SNNPR,Sidama,2.0
2037,2019-02-01,Ethiopia,SNNPR,Gamo Gofa,1.0
964,2019-02-01,Ethiopia,SNNPR,Gedeo,3.0
732,2019-02-01,Ethiopia,SNNPR,South Omo,2.0
2060,2019-02-01,Ethiopia,Oromia,West Arsi,1.0
742,2019-02-01,Ethiopia,SNNPR,Wolayita,2.0
954,2019-02-01,Ethiopia,Oromia,Bale,3.0
957,2019-02-01,Ethiopia,Somali,Afder,3.0
701,2019-02-01,Ethiopia,SNNPR,Alaba,2.0
2028,2019-02-01,Ethiopia,Oromia,Arsi,1.0
2030,2019-02-01,Ethiopia,SNNPR,Basketo,1.0
2031,2019-02-01,Ethiopia,SNNPR,Bench Maji,1.0
705,2019-02-01,Ethiopia,Tigray,Central Tigray,2.0
2033,2019-02-01,Ethiopia,SNNPR,Dawro,1.0
2034,2019-02-01,Ethiopia,Amhara,East Gojam,1.0
2035,2019-02-01,Ethiopia,Oromia,East Shewa,1.0
2036,2019-02-01,Ethiopia,Oromia,East Wellega,1.0
965,2019-02-01,Ethiopia,Oromia,Gujii,3.0
2040,2019-02-01,Ethiopia,SNNPR,Gurage,1.0
2041,2019-02-01,Ethiopia,Oromia,Horo Guduru,1.0
969,2019-02-01,Ethiopia,Somali,Fafan,3.0
2043,2019-02-01,Ethiopia,Oromia,Jimma,1.0
721,2019-02-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
2045,2019-02-01,Ethiopia,SNNPR,Keffa,1.0
2046,2019-02-01,Ethiopia,Oromia,Kelem,1.0
2047,2019-02-01,Ethiopia,SNNPR,Konta,1.0
973,2019-02-01,Ethiopia,Somali,Liben,3.0
2050,2019-02-01,Ethiopia,Amhara,North Shewa,1.0
2051,2019-02-01,Ethiopia,Amhara,North Wollo,1.0
2052,2019-02-01,Ethiopia,Gambela,Nuer,1.0
2053,2019-02-01,Ethiopia,Amhara,Oromia,1.0
730,2019-02-01,Ethiopia,Somali,Sitti,2.0
2054,2019-02-01,Ethiopia,Amhara,South Gondar,1.0
733,2019-02-01,Ethiopia,Amhara,South Wollo,2.0
2057,2019-02-01,Ethiopia,Tigray,South Tigray,1.0
2058,2019-02-01,Ethiopia,Amhara,Argoba,1.0
736,2019-02-01,Ethiopia,Amhara,Wag Himra,2.0
2061,2019-02-01,Ethiopia,Amhara,West Gojam,1.0
739,2019-02-01,Ethiopia,Oromia,West Hararge,2.0
2063,2019-02-01,Ethiopia,Oromia,West Shewa,1.0
2064,2019-02-01,Ethiopia,Oromia,West Wellega,1.0
2065,2019-02-01,Ethiopia,Tigray,West Tigray,1.0
2067,2019-02-01,Ethiopia,SNNPR,Yem,1.0
744,2019-02-01,Ethiopia,Afar,Awusi,2.0
745,2019-02-01,Ethiopia,Afar,Gabi,2.0
747,2019-02-01,Ethiopia,Afar,Khari,2.0
2073,2019-02-01,Ethiopia,Tigray,Northwest Tigray,1.0
2074,2019-02-01,Ethiopia,Gambela,Itang,1.0
2075,2019-02-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
2077,2019-02-01,Ethiopia,Gambela,Agniwak,1.0
2078,2019-02-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
751,2019-02-01,Ethiopia,Tigray,East Tigray,2.0
2080,2019-02-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
2081,2019-02-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
2083,2019-02-01,Ethiopia,Oromia,South West Shewa,1.0
2085,2019-02-01,Ethiopia,Amhara,North Gondar,1.0
756,2019-02-01,Ethiopia,SNNPR,Hadiya,2.0
2087,2019-02-01,Ethiopia,SNNPR,Silltie,1.0
960,2019-02-01,Ethiopia,Somali,Jarar,3.0
2042,2019-02-01,Ethiopia,Oromia,Ilubabor,1.0
972,2019-02-01,Ethiopia,Somali,Korahe,3.0
985,2019-02-01,Ethiopia,Somali,Shebelle,3.0
989,2019-02-01,Ethiopia,Oromia,East Hararge,3.0
757,2019-02-01,Ethiopia,Somali,Nogob,2.0
997,2019-02-01,Ethiopia,Somali,Dollo,3.0
984,2019-02-01,Ethiopia,Afar,Fanti,3.0
994,2019-02-01,Ethiopia,Afar,Kilbati,3.0
708,2019-02-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
716,2019-02-01,Ethiopia,Harari,Harari,2.0
2024,2019-02-01,Ethiopia,SNNPR,Sheka,1.0
2029,2019-02-01,Ethiopia,Amhara,Awi,1.0
2049,2019-02-01,Ethiopia,Gambela,Mezhenger,1.0
2076,2019-02-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
2082,2019-02-01,Ethiopia,Addis Ababa,Region 14,1.0
1268,2017-10-01,Ethiopia,SNNPR,Segen,2.0
763,2017-10-01,Ethiopia,Oromia,Borena,3.0
5141,2017-10-01,Ethiopia,SNNPR,Sidama,1.0
1282,2017-10-01,Ethiopia,SNNPR,Gamo Gofa,2.0
1283,2017-10-01,Ethiopia,SNNPR,Gedeo,2.0
1296,2017-10-01,Ethiopia,SNNPR,South Omo,2.0
5178,2017-10-01,Ethiopia,Oromia,West Arsi,1.0
5184,2017-10-01,Ethiopia,SNNPR,Wolayita,1.0
5138,2017-10-01,Ethiopia,Oromia,Bale,1.0
4949,2017-10-01,Ethiopia,Somali,Afder,3.0
1273,2017-10-01,Ethiopia,SNNPR,Alaba,2.0
5144,2017-10-01,Ethiopia,Oromia,Arsi,1.0
1275,2017-10-01,Ethiopia,SNNPR,Basketo,2.0
5146,2017-10-01,Ethiopia,SNNPR,Bench Maji,1.0
5147,2017-10-01,Ethiopia,Tigray,Central Tigray,1.0
5148,2017-10-01,Ethiopia,SNNPR,Dawro,1.0
5150,2017-10-01,Ethiopia,Amhara,East Gojam,1.0
5151,2017-10-01,Ethiopia,Oromia,East Shewa,1.0
5152,2017-10-01,Ethiopia,Oromia,East Wellega,1.0
1284,2017-10-01,Ethiopia,Oromia,Gujii,2.0
5156,2017-10-01,Ethiopia,SNNPR,Gurage,1.0
5158,2017-10-01,Ethiopia,Oromia,Horo Guduru,1.0
1286,2017-10-01,Ethiopia,Somali,Fafan,2.0
5160,2017-10-01,Ethiopia,Oromia,Jimma,1.0
5161,2017-10-01,Ethiopia,SNNPR,Kembata Tembaro,1.0
5162,2017-10-01,Ethiopia,SNNPR,Keffa,1.0
5163,2017-10-01,Ethiopia,Oromia,Kelem,1.0
5164,2017-10-01,Ethiopia,SNNPR,Konta,1.0
770,2017-10-01,Ethiopia,Somali,Liben,3.0
5167,2017-10-01,Ethiopia,Amhara,North Shewa,1.0
5168,2017-10-01,Ethiopia,Amhara,North Wollo,1.0
5169,2017-10-01,Ethiopia,Gambela,Nuer,1.0
5170,2017-10-01,Ethiopia,Amhara,Oromia,1.0
1294,2017-10-01,Ethiopia,Somali,Sitti,2.0
5172,2017-10-01,Ethiopia,Amhara,South Gondar,1.0
5174,2017-10-01,Ethiopia,Amhara,South Wollo,1.0
5175,2017-10-01,Ethiopia,Tigray,South Tigray,1.0
5176,2017-10-01,Ethiopia,Amhara,Argoba,1.0
1299,2017-10-01,Ethiopia,Amhara,Wag Himra,2.0
5179,2017-10-01,Ethiopia,Amhara,West Gojam,1.0
5180,2017-10-01,Ethiopia,Oromia,West Hararge,1.0
5181,2017-10-01,Ethiopia,Oromia,West Shewa,1.0
5182,2017-10-01,Ethiopia,Oromia,West Wellega,1.0
5183,2017-10-01,Ethiopia,Tigray,West Tigray,1.0
5185,2017-10-01,Ethiopia,SNNPR,Yem,1.0
1304,2017-10-01,Ethiopia,Afar,Awusi,2.0
1305,2017-10-01,Ethiopia,Afar,Gabi,2.0
1307,2017-10-01,Ethiopia,Afar,Khari,2.0
5190,2017-10-01,Ethiopia,Tigray,Northwest Tigray,1.0
5191,2017-10-01,Ethiopia,Gambela,Itang,1.0
5192,2017-10-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
5194,2017-10-01,Ethiopia,Gambela,Agniwak,1.0
5195,2017-10-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
5197,2017-10-01,Ethiopia,Tigray,East Tigray,1.0
5198,2017-10-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
5199,2017-10-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
5201,2017-10-01,Ethiopia,Oromia,South West Shewa,1.0
5203,2017-10-01,Ethiopia,Amhara,North Gondar,1.0
5204,2017-10-01,Ethiopia,SNNPR,Hadiya,1.0
5205,2017-10-01,Ethiopia,SNNPR,Silltie,1.0
4950,2017-10-01,Ethiopia,Somali,Jarar,3.0
5159,2017-10-01,Ethiopia,Oromia,Ilubabor,1.0
6595,2017-10-01,Ethiopia,Somali,Korahe,4.0
4953,2017-10-01,Ethiopia,Somali,Shebelle,3.0
1312,2017-10-01,Ethiopia,Oromia,East Hararge,2.0
778,2017-10-01,Ethiopia,Somali,Nogob,3.0
6601,2017-10-01,Ethiopia,Somali,Dollo,4.0
1306,2017-10-01,Ethiopia,Afar,Fanti,2.0
5781,2017-10-01,Ethiopia,Afar,Kilbati,2.0
1280,2017-10-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
1285,2017-10-01,Ethiopia,Harari,Harari,2.0
5139,2017-10-01,Ethiopia,SNNPR,Sheka,1.0
5145,2017-10-01,Ethiopia,Amhara,Awi,1.0
5166,2017-10-01,Ethiopia,Gambela,Mezhenger,1.0
5193,2017-10-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
5200,2017-10-01,Ethiopia,Addis Ababa,Region 14,1.0
779,2012-07-01,Ethiopia,SNNPR,Segen,3.0
1596,2012-07-01,Ethiopia,Oromia,Borena,2.0
4530,2012-07-01,Ethiopia,SNNPR,Sidama,3.0
792,2012-07-01,Ethiopia,SNNPR,Gamo Gofa,3.0
4542,2012-07-01,Ethiopia,SNNPR,Gedeo,3.0
4556,2012-07-01,Ethiopia,SNNPR,South Omo,3.0
3424,2012-07-01,Ethiopia,Oromia,West Arsi,2.0
809,2012-07-01,Ethiopia,SNNPR,Wolayita,3.0
780,2012-07-01,Ethiopia,Oromia,Bale,3.0
783,2012-07-01,Ethiopia,Somali,Afder,3.0
4532,2012-07-01,Ethiopia,SNNPR,Alaba,3.0
3395,2012-07-01,Ethiopia,Oromia,Arsi,2.0
3397,2012-07-01,Ethiopia,SNNPR,Basketo,2.0
5457,2012-07-01,Ethiopia,SNNPR,Bench Maji,1.0
3398,2012-07-01,Ethiopia,Tigray,Central Tigray,2.0
5458,2012-07-01,Ethiopia,SNNPR,Dawro,1.0
5459,2012-07-01,Ethiopia,Amhara,East Gojam,1.0
5460,2012-07-01,Ethiopia,Oromia,East Shewa,1.0
5461,2012-07-01,Ethiopia,Oromia,East Wellega,1.0
1603,2012-07-01,Ethiopia,Oromia,Gujii,2.0
3406,2012-07-01,Ethiopia,SNNPR,Gurage,2.0
5466,2012-07-01,Ethiopia,Oromia,Horo Guduru,1.0
4546,2012-07-01,Ethiopia,Somali,Fafan,3.0
5468,2012-07-01,Ethiopia,Oromia,Jimma,1.0
797,2012-07-01,Ethiopia,SNNPR,Kembata Tembaro,3.0
5469,2012-07-01,Ethiopia,SNNPR,Keffa,1.0
5470,2012-07-01,Ethiopia,Oromia,Kelem,1.0
5471,2012-07-01,Ethiopia,SNNPR,Konta,1.0
800,2012-07-01,Ethiopia,Somali,Liben,3.0
3413,2012-07-01,Ethiopia,Amhara,North Shewa,2.0
801,2012-07-01,Ethiopia,Amhara,North Wollo,3.0
5474,2012-07-01,Ethiopia,Gambela,Nuer,1.0
3416,2012-07-01,Ethiopia,Amhara,Oromia,2.0
4555,2012-07-01,Ethiopia,Somali,Sitti,3.0
3418,2012-07-01,Ethiopia,Amhara,South Gondar,2.0
3420,2012-07-01,Ethiopia,Amhara,South Wollo,2.0
3421,2012-07-01,Ethiopia,Tigray,South Tigray,2.0
3422,2012-07-01,Ethiopia,Amhara,Argoba,2.0
806,2012-07-01,Ethiopia,Amhara,Wag Himra,3.0
5479,2012-07-01,Ethiopia,Amhara,West Gojam,1.0
4562,2012-07-01,Ethiopia,Oromia,West Hararge,3.0
3427,2012-07-01,Ethiopia,Oromia,West Shewa,2.0
5481,2012-07-01,Ethiopia,Oromia,West Wellega,1.0
5482,2012-07-01,Ethiopia,Tigray,West Tigray,1.0
5483,2012-07-01,Ethiopia,SNNPR,Yem,1.0
4564,2012-07-01,Ethiopia,Afar,Awusi,3.0
3431,2012-07-01,Ethiopia,Afar,Gabi,2.0
3433,2012-07-01,Ethiopia,Afar,Khari,2.0
3435,2012-07-01,Ethiopia,Tigray,Northwest Tigray,2.0
5485,2012-07-01,Ethiopia,Gambela,Itang,1.0
5486,2012-07-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
5488,2012-07-01,Ethiopia,Gambela,Agniwak,1.0
5489,2012-07-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
3439,2012-07-01,Ethiopia,Tigray,East Tigray,2.0
5490,2012-07-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
5491,2012-07-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
5493,2012-07-01,Ethiopia,Oromia,South West Shewa,1.0
5494,2012-07-01,Ethiopia,Amhara,North Gondar,1.0
819,2012-07-01,Ethiopia,SNNPR,Hadiya,3.0
4578,2012-07-01,Ethiopia,SNNPR,Silltie,3.0
789,2012-07-01,Ethiopia,Somali,Jarar,3.0
5467,2012-07-01,Ethiopia,Oromia,Ilubabor,1.0
799,2012-07-01,Ethiopia,Somali,Korahe,3.0
813,2012-07-01,Ethiopia,Somali,Shebelle,3.0
4571,2012-07-01,Ethiopia,Oromia,East Hararge,3.0
820,2012-07-01,Ethiopia,Somali,Nogob,3.0
822,2012-07-01,Ethiopia,Somali,Dollo,3.0
3432,2012-07-01,Ethiopia,Afar,Fanti,2.0
3441,2012-07-01,Ethiopia,Afar,Kilbati,2.0
6540,2012-07-01,Ethiopia,Dire Dawa,Dire Dawa,99.0
6542,2012-07-01,Ethiopia,Harari,Harari,99.0
5453,2012-07-01,Ethiopia,SNNPR,Sheka,1.0
5456,2012-07-01,Ethiopia,Amhara,Awi,1.0
5472,2012-07-01,Ethiopia,Gambela,Mezhenger,1.0
5487,2012-07-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6547,2012-07-01,Ethiopia,Addis Ababa,Region 14,99.0
2287,2015-10-01,Ethiopia,SNNPR,Segen,1.0
848,2015-10-01,Ethiopia,Oromia,Borena,2.0
2291,2015-10-01,Ethiopia,SNNPR,Sidama,1.0
2302,2015-10-01,Ethiopia,SNNPR,Gamo Gofa,1.0
2303,2015-10-01,Ethiopia,SNNPR,Gedeo,1.0
2318,2015-10-01,Ethiopia,SNNPR,South Omo,1.0
1741,2015-10-01,Ethiopia,Oromia,West Arsi,3.0
882,2015-10-01,Ethiopia,SNNPR,Wolayita,2.0
847,2015-10-01,Ethiopia,Oromia,Bale,2.0
850,2015-10-01,Ethiopia,Somali,Afder,2.0
1715,2015-10-01,Ethiopia,SNNPR,Alaba,3.0
852,2015-10-01,Ethiopia,Oromia,Arsi,2.0
2294,2015-10-01,Ethiopia,SNNPR,Basketo,1.0
2295,2015-10-01,Ethiopia,SNNPR,Bench Maji,1.0
1717,2015-10-01,Ethiopia,Tigray,Central Tigray,3.0
2297,2015-10-01,Ethiopia,SNNPR,Dawro,1.0
2299,2015-10-01,Ethiopia,Amhara,East Gojam,1.0
1722,2015-10-01,Ethiopia,Oromia,East Shewa,3.0
2301,2015-10-01,Ethiopia,Oromia,East Wellega,1.0
2304,2015-10-01,Ethiopia,Oromia,Gujii,1.0
2305,2015-10-01,Ethiopia,SNNPR,Gurage,1.0
2306,2015-10-01,Ethiopia,Oromia,Horo Guduru,1.0
863,2015-10-01,Ethiopia,Somali,Fafan,2.0
2309,2015-10-01,Ethiopia,Oromia,Jimma,1.0
864,2015-10-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
2311,2015-10-01,Ethiopia,SNNPR,Keffa,1.0
2312,2015-10-01,Ethiopia,Oromia,Kelem,1.0
2313,2015-10-01,Ethiopia,SNNPR,Konta,1.0
867,2015-10-01,Ethiopia,Somali,Liben,2.0
868,2015-10-01,Ethiopia,Amhara,North Shewa,2.0
1731,2015-10-01,Ethiopia,Amhara,North Wollo,3.0
2316,2015-10-01,Ethiopia,Gambela,Nuer,1.0
1733,2015-10-01,Ethiopia,Amhara,Oromia,3.0
6757,2015-10-01,Ethiopia,Somali,Sitti,4.0
873,2015-10-01,Ethiopia,Amhara,South Gondar,2.0
1737,2015-10-01,Ethiopia,Amhara,South Wollo,3.0
1738,2015-10-01,Ethiopia,Tigray,South Tigray,3.0
1739,2015-10-01,Ethiopia,Amhara,Argoba,3.0
1740,2015-10-01,Ethiopia,Amhara,Wag Himra,3.0
2321,2015-10-01,Ethiopia,Amhara,West Gojam,1.0
1742,2015-10-01,Ethiopia,Oromia,West Hararge,3.0
2322,2015-10-01,Ethiopia,Oromia,West Shewa,1.0
2323,2015-10-01,Ethiopia,Oromia,West Wellega,1.0
2324,2015-10-01,Ethiopia,Tigray,West Tigray,1.0
2326,2015-10-01,Ethiopia,SNNPR,Yem,1.0
1745,2015-10-01,Ethiopia,Afar,Awusi,3.0
6760,2015-10-01,Ethiopia,Afar,Gabi,4.0
1748,2015-10-01,Ethiopia,Afar,Khari,3.0
2327,2015-10-01,Ethiopia,Tigray,Northwest Tigray,1.0
2328,2015-10-01,Ethiopia,Gambela,Itang,1.0
2329,2015-10-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
2331,2015-10-01,Ethiopia,Gambela,Agniwak,1.0
2332,2015-10-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
1752,2015-10-01,Ethiopia,Tigray,East Tigray,3.0
2333,2015-10-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
2334,2015-10-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
2336,2015-10-01,Ethiopia,Oromia,South West Shewa,1.0
2337,2015-10-01,Ethiopia,Amhara,North Gondar,1.0
1756,2015-10-01,Ethiopia,SNNPR,Hadiya,3.0
1758,2015-10-01,Ethiopia,SNNPR,Silltie,3.0
856,2015-10-01,Ethiopia,Somali,Jarar,2.0
2307,2015-10-01,Ethiopia,Oromia,Ilubabor,1.0
866,2015-10-01,Ethiopia,Somali,Korahe,2.0
886,2015-10-01,Ethiopia,Somali,Shebelle,2.0
1751,2015-10-01,Ethiopia,Oromia,East Hararge,3.0
897,2015-10-01,Ethiopia,Somali,Nogob,2.0
899,2015-10-01,Ethiopia,Somali,Dollo,2.0
1747,2015-10-01,Ethiopia,Afar,Fanti,3.0
1754,2015-10-01,Ethiopia,Afar,Kilbati,3.0
1720,2015-10-01,Ethiopia,Dire Dawa,Dire Dawa,3.0
1725,2015-10-01,Ethiopia,Harari,Harari,3.0
2289,2015-10-01,Ethiopia,SNNPR,Sheka,1.0
2293,2015-10-01,Ethiopia,Amhara,Awi,1.0
2314,2015-10-01,Ethiopia,Gambela,Mezhenger,1.0
2330,2015-10-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
2335,2015-10-01,Ethiopia,Addis Ababa,Region 14,1.0
1209,2019-06-01,Ethiopia,SNNPR,Segen,2.0
903,2019-06-01,Ethiopia,Oromia,Borena,3.0
1212,2019-06-01,Ethiopia,SNNPR,Sidama,2.0
1224,2019-06-01,Ethiopia,SNNPR,Gamo Gofa,2.0
914,2019-06-01,Ethiopia,SNNPR,Gedeo,3.0
1242,2019-06-01,Ethiopia,SNNPR,South Omo,2.0
2709,2019-06-01,Ethiopia,Oromia,West Arsi,1.0
1251,2019-06-01,Ethiopia,SNNPR,Wolayita,2.0
902,2019-06-01,Ethiopia,Oromia,Bale,3.0
905,2019-06-01,Ethiopia,Somali,Afder,3.0
1214,2019-06-01,Ethiopia,SNNPR,Alaba,2.0
2678,2019-06-01,Ethiopia,Oromia,Arsi,1.0
2680,2019-06-01,Ethiopia,SNNPR,Basketo,1.0
2681,2019-06-01,Ethiopia,SNNPR,Bench Maji,1.0
2682,2019-06-01,Ethiopia,Tigray,Central Tigray,1.0
2683,2019-06-01,Ethiopia,SNNPR,Dawro,1.0
2684,2019-06-01,Ethiopia,Amhara,East Gojam,1.0
1223,2019-06-01,Ethiopia,Oromia,East Shewa,2.0
2686,2019-06-01,Ethiopia,Oromia,East Wellega,1.0
915,2019-06-01,Ethiopia,Oromia,Gujii,3.0
2690,2019-06-01,Ethiopia,SNNPR,Gurage,1.0
2691,2019-06-01,Ethiopia,Oromia,Horo Guduru,1.0
1230,2019-06-01,Ethiopia,Somali,Fafan,2.0
2693,2019-06-01,Ethiopia,Oromia,Jimma,1.0
1232,2019-06-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
2695,2019-06-01,Ethiopia,SNNPR,Keffa,1.0
2696,2019-06-01,Ethiopia,Oromia,Kelem,1.0
2697,2019-06-01,Ethiopia,SNNPR,Konta,1.0
922,2019-06-01,Ethiopia,Somali,Liben,3.0
2699,2019-06-01,Ethiopia,Amhara,North Shewa,1.0
1238,2019-06-01,Ethiopia,Amhara,North Wollo,2.0
2701,2019-06-01,Ethiopia,Gambela,Nuer,1.0
2702,2019-06-01,Ethiopia,Amhara,Oromia,1.0
1240,2019-06-01,Ethiopia,Somali,Sitti,2.0
2703,2019-06-01,Ethiopia,Amhara,South Gondar,1.0
1243,2019-06-01,Ethiopia,Amhara,South Wollo,2.0
1244,2019-06-01,Ethiopia,Tigray,South Tigray,2.0
2707,2019-06-01,Ethiopia,Amhara,Argoba,1.0
929,2019-06-01,Ethiopia,Amhara,Wag Himra,3.0
2710,2019-06-01,Ethiopia,Amhara,West Gojam,1.0
931,2019-06-01,Ethiopia,Oromia,West Hararge,3.0
2711,2019-06-01,Ethiopia,Oromia,West Shewa,1.0
2712,2019-06-01,Ethiopia,Oromia,West Wellega,1.0
2713,2019-06-01,Ethiopia,Tigray,West Tigray,1.0
2715,2019-06-01,Ethiopia,SNNPR,Yem,1.0
1253,2019-06-01,Ethiopia,Afar,Awusi,2.0
1254,2019-06-01,Ethiopia,Afar,Gabi,2.0
1256,2019-06-01,Ethiopia,Afar,Khari,2.0
2719,2019-06-01,Ethiopia,Tigray,Northwest Tigray,1.0
2720,2019-06-01,Ethiopia,Gambela,Itang,1.0
2721,2019-06-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
2723,2019-06-01,Ethiopia,Gambela,Agniwak,1.0
2724,2019-06-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
1260,2019-06-01,Ethiopia,Tigray,East Tigray,2.0
2726,2019-06-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
2727,2019-06-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
2729,2019-06-01,Ethiopia,Oromia,South West Shewa,1.0
2731,2019-06-01,Ethiopia,Amhara,North Gondar,1.0
1265,2019-06-01,Ethiopia,SNNPR,Hadiya,2.0
2733,2019-06-01,Ethiopia,SNNPR,Silltie,1.0
910,2019-06-01,Ethiopia,Somali,Jarar,3.0
2692,2019-06-01,Ethiopia,Oromia,Ilubabor,1.0
921,2019-06-01,Ethiopia,Somali,Korahe,3.0
937,2019-06-01,Ethiopia,Somali,Shebelle,3.0
942,2019-06-01,Ethiopia,Oromia,East Hararge,3.0
950,2019-06-01,Ethiopia,Somali,Nogob,3.0
952,2019-06-01,Ethiopia,Somali,Dollo,3.0
1255,2019-06-01,Ethiopia,Afar,Fanti,2.0
947,2019-06-01,Ethiopia,Afar,Kilbati,3.0
1221,2019-06-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
1228,2019-06-01,Ethiopia,Harari,Harari,2.0
2675,2019-06-01,Ethiopia,SNNPR,Sheka,1.0
2679,2019-06-01,Ethiopia,Amhara,Awi,1.0
2698,2019-06-01,Ethiopia,Gambela,Mezhenger,1.0
2722,2019-06-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
2728,2019-06-01,Ethiopia,Addis Ababa,Region 14,1.0
2342,2016-02-01,Ethiopia,SNNPR,Segen,1.0
1762,2016-02-01,Ethiopia,Oromia,Borena,2.0
2346,2016-02-01,Ethiopia,SNNPR,Sidama,1.0
2356,2016-02-01,Ethiopia,SNNPR,Gamo Gofa,1.0
2357,2016-02-01,Ethiopia,SNNPR,Gedeo,1.0
2373,2016-02-01,Ethiopia,SNNPR,South Omo,1.0
1027,2016-02-01,Ethiopia,Oromia,West Arsi,3.0
1794,2016-02-01,Ethiopia,SNNPR,Wolayita,2.0
1761,2016-02-01,Ethiopia,Oromia,Bale,2.0
4799,2016-02-01,Ethiopia,Somali,Afder,1.0
1003,2016-02-01,Ethiopia,SNNPR,Alaba,3.0
1004,2016-02-01,Ethiopia,Oromia,Arsi,3.0
2349,2016-02-01,Ethiopia,SNNPR,Basketo,1.0
2350,2016-02-01,Ethiopia,SNNPR,Bench Maji,1.0
5787,2016-02-01,Ethiopia,Tigray,Central Tigray,2.0
2351,2016-02-01,Ethiopia,SNNPR,Dawro,1.0
2353,2016-02-01,Ethiopia,Amhara,East Gojam,1.0
1010,2016-02-01,Ethiopia,Oromia,East Shewa,3.0
2355,2016-02-01,Ethiopia,Oromia,East Wellega,1.0
2358,2016-02-01,Ethiopia,Oromia,Gujii,1.0
2359,2016-02-01,Ethiopia,SNNPR,Gurage,1.0
2360,2016-02-01,Ethiopia,Oromia,Horo Guduru,1.0
5793,2016-02-01,Ethiopia,Somali,Fafan,2.0
