,date,ML2,ADMIN0,ADMIN1,ADMIN2
589,2015-01-01,2.0,Ethiopia,Oromia,Arsi
2813,2015-01-01,1.0,Ethiopia,Tigray,Central Tigray
2814,2015-01-01,1.0,Ethiopia,SNNPR,Dawro
592,2015-01-01,2.0,Ethiopia,Somali,Jarar
593,2015-01-01,2.0,Ethiopia,Dire Dawa,Dire Dawa
2816,2015-01-01,1.0,Ethiopia,Amhara,East Gojam
2817,2015-01-01,1.0,Ethiopia,Oromia,East Shewa
2818,2015-01-01,1.0,Ethiopia,Oromia,East Wellega
2822,2015-01-01,1.0,Ethiopia,SNNPR,Gurage
2823,2015-01-01,1.0,Ethiopia,Harari,Harari
2824,2015-01-01,1.0,Ethiopia,Oromia,Horo Guduru
598,2015-01-01,2.0,Ethiopia,Somali,Fafan
2826,2015-01-01,1.0,Ethiopia,Oromia,Jimma
2827,2015-01-01,1.0,Ethiopia,SNNPR,Kembata Tembaro
599,2015-01-01,2.0,Ethiopia,Somali,Korahe
2833,2015-01-01,1.0,Ethiopia,Amhara,North Shewa
604,2015-01-01,2.0,Ethiopia,Somali,Sitti
2842,2015-01-01,1.0,Ethiopia,Amhara,Argoba
2847,2015-01-01,1.0,Ethiopia,Oromia,West Shewa
2849,2015-01-01,1.0,Ethiopia,Tigray,West Tigray
754,2015-01-01,2.0,Ethiopia,SNNPR,Wolayita
613,2015-01-01,2.0,Ethiopia,Afar,Gabi
615,2015-01-01,2.0,Ethiopia,Afar,Khari
2857,2015-01-01,1.0,Ethiopia,Tigray,Northwest Tigray
2868,2015-01-01,1.0,Ethiopia,Oromia,South West Shewa
2869,2015-01-01,1.0,Ethiopia,Amhara,North Gondar
2870,2015-01-01,1.0,Ethiopia,SNNPR,Hadiya
2872,2015-01-01,1.0,Ethiopia,SNNPR,Silltie
625,2015-01-01,2.0,Ethiopia,Somali,Dollo
2873,2015-01-01,1.0,Ethiopia,Oromia,North Shewa
2859,2015-01-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
2862,2015-01-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
2865,2015-01-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
2866,2015-01-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
2825,2015-01-01,1.0,Ethiopia,Oromia,Ilubabor
2858,2015-01-01,1.0,Ethiopia,Gambela,Itang
2804,2015-01-01,1.0,Ethiopia,SNNPR,Sheka
2810,2015-01-01,1.0,Ethiopia,Amhara,Awi
2829,2015-01-01,1.0,Ethiopia,Oromia,Kelem
2832,2015-01-01,1.0,Ethiopia,Gambela,Mezhenger
2845,2015-01-01,1.0,Ethiopia,Amhara,West Gojam
2848,2015-01-01,1.0,Ethiopia,Oromia,West Wellega
2851,2015-01-01,1.0,Ethiopia,SNNPR,Yem
2860,2015-01-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
2867,2015-01-01,1.0,Ethiopia,Addis Ababa,Region 14
1017,2015-04-01,2.0,Ethiopia,SNNPR,Segen
2934,2015-04-01,1.0,Ethiopia,Oromia,Bale
628,2015-04-01,3.0,Ethiopia,Oromia,Borena
2937,2015-04-01,1.0,Ethiopia,SNNPR,Sidama
1021,2015-04-01,2.0,Ethiopia,Somali,Afder
2941,2015-04-01,1.0,Ethiopia,SNNPR,Basketo
2942,2015-04-01,1.0,Ethiopia,SNNPR,Bench Maji
637,2015-04-01,3.0,Ethiopia,SNNPR,Gamo Gofa
2950,2015-04-01,1.0,Ethiopia,SNNPR,Gedeo
638,2015-04-01,3.0,Ethiopia,Oromia,Gujii
2958,2015-04-01,1.0,Ethiopia,SNNPR,Keffa
2960,2015-04-01,1.0,Ethiopia,SNNPR,Konta
1577,2015-04-01,2.0,Ethiopia,Somali,Liben
1579,2015-04-01,2.0,Ethiopia,Amhara,North Wollo
2963,2015-04-01,1.0,Ethiopia,Gambela,Nuer
1044,2015-04-01,2.0,Ethiopia,Amhara,Oromia
1046,2015-04-01,2.0,Ethiopia,Amhara,South Gondar
645,2015-04-01,3.0,Ethiopia,SNNPR,South Omo
1048,2015-04-01,2.0,Ethiopia,Amhara,South Wollo
1049,2015-04-01,2.0,Ethiopia,Tigray,South Tigray
647,2015-04-01,3.0,Ethiopia,Amhara,Wag Himra
648,2015-04-01,3.0,Ethiopia,Oromia,West Arsi
649,2015-04-01,3.0,Ethiopia,Oromia,West Hararge
1055,2015-04-01,2.0,Ethiopia,Afar,Awusi
1057,2015-04-01,2.0,Ethiopia,Afar,Fanti
1059,2015-04-01,2.0,Ethiopia,Somali,Shebelle
2983,2015-04-01,1.0,Ethiopia,Gambela,Agniwak
1065,2015-04-01,2.0,Ethiopia,Oromia,East Hararge
1066,2015-04-01,2.0,Ethiopia,Tigray,East Tigray
1067,2015-04-01,2.0,Ethiopia,Afar,Kilbati
1070,2015-04-01,2.0,Ethiopia,Somali,Nogob
1568,2015-04-01,2.0,Ethiopia,SNNPR,Alaba
1023,2015-04-01,2.0,Ethiopia,Oromia,Arsi
1026,2015-04-01,2.0,Ethiopia,Tigray,Central Tigray
2944,2015-04-01,1.0,Ethiopia,SNNPR,Dawro
1028,2015-04-01,2.0,Ethiopia,Somali,Jarar
1029,2015-04-01,2.0,Ethiopia,Dire Dawa,Dire Dawa
2946,2015-04-01,1.0,Ethiopia,Amhara,East Gojam
2947,2015-04-01,1.0,Ethiopia,Oromia,East Shewa
2948,2015-04-01,1.0,Ethiopia,Oromia,East Wellega
2952,2015-04-01,1.0,Ethiopia,SNNPR,Gurage
2953,2015-04-01,1.0,Ethiopia,Harari,Harari
2954,2015-04-01,1.0,Ethiopia,Oromia,Horo Guduru
1036,2015-04-01,2.0,Ethiopia,Somali,Fafan
2956,2015-04-01,1.0,Ethiopia,Oromia,Jimma
1037,2015-04-01,2.0,Ethiopia,SNNPR,Kembata Tembaro
1039,2015-04-01,2.0,Ethiopia,Somali,Korahe
2962,2015-04-01,1.0,Ethiopia,Amhara,North Shewa
1045,2015-04-01,2.0,Ethiopia,Somali,Sitti
1050,2015-04-01,2.0,Ethiopia,Amhara,Argoba
2971,2015-04-01,1.0,Ethiopia,Oromia,West Shewa
2973,2015-04-01,1.0,Ethiopia,Tigray,West Tigray
651,2015-04-01,3.0,Ethiopia,SNNPR,Wolayita
1590,2015-04-01,2.0,Ethiopia,Afar,Gabi
1058,2015-04-01,2.0,Ethiopia,Afar,Khari
2979,2015-04-01,1.0,Ethiopia,Tigray,Northwest Tigray
2989,2015-04-01,1.0,Ethiopia,Oromia,South West Shewa
2990,2015-04-01,1.0,Ethiopia,Amhara,North Gondar
2991,2015-04-01,1.0,Ethiopia,SNNPR,Hadiya
2993,2015-04-01,1.0,Ethiopia,SNNPR,Silltie
1072,2015-04-01,2.0,Ethiopia,Somali,Dollo
2994,2015-04-01,1.0,Ethiopia,Oromia,North Shewa
2981,2015-04-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
2984,2015-04-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
2986,2015-04-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
2987,2015-04-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
2955,2015-04-01,1.0,Ethiopia,Oromia,Ilubabor
2980,2015-04-01,1.0,Ethiopia,Gambela,Itang
2935,2015-04-01,1.0,Ethiopia,SNNPR,Sheka
2940,2015-04-01,1.0,Ethiopia,Amhara,Awi
2959,2015-04-01,1.0,Ethiopia,Oromia,Kelem
2961,2015-04-01,1.0,Ethiopia,Gambela,Mezhenger
2969,2015-04-01,1.0,Ethiopia,Amhara,West Gojam
2972,2015-04-01,1.0,Ethiopia,Oromia,West Wellega
2975,2015-04-01,1.0,Ethiopia,SNNPR,Yem
2982,2015-04-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
2988,2015-04-01,1.0,Ethiopia,Addis Ababa,Region 14
3311,2019-06-01,1.0,Ethiopia,SNNPR,Segen
665,2019-06-01,3.0,Ethiopia,Oromia,Bale
3429,2019-06-01,2.0,Ethiopia,Oromia,Borena
3315,2019-06-01,1.0,Ethiopia,SNNPR,Sidama
3431,2019-06-01,2.0,Ethiopia,Somali,Afder
3320,2019-06-01,1.0,Ethiopia,SNNPR,Basketo
3321,2019-06-01,1.0,Ethiopia,SNNPR,Bench Maji
3327,2019-06-01,1.0,Ethiopia,SNNPR,Gamo Gofa
673,2019-06-01,3.0,Ethiopia,SNNPR,Gedeo
674,2019-06-01,3.0,Ethiopia,Oromia,Gujii
3335,2019-06-01,1.0,Ethiopia,SNNPR,Keffa
3337,2019-06-01,1.0,Ethiopia,SNNPR,Konta
678,2019-06-01,3.0,Ethiopia,Somali,Liben
3340,2019-06-01,1.0,Ethiopia,Amhara,North Wollo
3341,2019-06-01,1.0,Ethiopia,Gambela,Nuer
3342,2019-06-01,1.0,Ethiopia,Amhara,Oromia
3343,2019-06-01,1.0,Ethiopia,Amhara,South Gondar
3458,2019-06-01,2.0,Ethiopia,SNNPR,South Omo
3345,2019-06-01,1.0,Ethiopia,Amhara,South Wollo
3346,2019-06-01,1.0,Ethiopia,Tigray,South Tigray
3460,2019-06-01,2.0,Ethiopia,Amhara,Wag Himra
3349,2019-06-01,1.0,Ethiopia,Oromia,West Arsi
3462,2019-06-01,2.0,Ethiopia,Oromia,West Hararge
3466,2019-06-01,2.0,Ethiopia,Afar,Awusi
3468,2019-06-01,2.0,Ethiopia,Afar,Fanti
686,2019-06-01,3.0,Ethiopia,Somali,Shebelle
3365,2019-06-01,1.0,Ethiopia,Gambela,Agniwak
688,2019-06-01,3.0,Ethiopia,Oromia,East Hararge
3367,2019-06-01,1.0,Ethiopia,Tigray,East Tigray
690,2019-06-01,3.0,Ethiopia,Afar,Kilbati
691,2019-06-01,3.0,Ethiopia,Somali,Nogob
3317,2019-06-01,1.0,Ethiopia,SNNPR,Alaba
3318,2019-06-01,1.0,Ethiopia,Oromia,Arsi
3322,2019-06-01,1.0,Ethiopia,Tigray,Central Tigray
3323,2019-06-01,1.0,Ethiopia,SNNPR,Dawro
671,2019-06-01,3.0,Ethiopia,Somali,Jarar
3438,2019-06-01,2.0,Ethiopia,Dire Dawa,Dire Dawa
3324,2019-06-01,1.0,Ethiopia,Amhara,East Gojam
3325,2019-06-01,1.0,Ethiopia,Oromia,East Shewa
3326,2019-06-01,1.0,Ethiopia,Oromia,East Wellega
3330,2019-06-01,1.0,Ethiopia,SNNPR,Gurage
3445,2019-06-01,2.0,Ethiopia,Harari,Harari
3331,2019-06-01,1.0,Ethiopia,Oromia,Horo Guduru
3447,2019-06-01,2.0,Ethiopia,Somali,Fafan
3333,2019-06-01,1.0,Ethiopia,Oromia,Jimma
3334,2019-06-01,1.0,Ethiopia,SNNPR,Kembata Tembaro
677,2019-06-01,3.0,Ethiopia,Somali,Korahe
3339,2019-06-01,1.0,Ethiopia,Amhara,North Shewa
679,2019-06-01,3.0,Ethiopia,Somali,Sitti
3347,2019-06-01,1.0,Ethiopia,Amhara,Argoba
3352,2019-06-01,1.0,Ethiopia,Oromia,West Shewa
3354,2019-06-01,1.0,Ethiopia,Tigray,West Tigray
3355,2019-06-01,1.0,Ethiopia,SNNPR,Wolayita
3467,2019-06-01,2.0,Ethiopia,Afar,Gabi
3469,2019-06-01,2.0,Ethiopia,Afar,Khari
3361,2019-06-01,1.0,Ethiopia,Tigray,Northwest Tigray
3371,2019-06-01,1.0,Ethiopia,Oromia,South West Shewa
3373,2019-06-01,1.0,Ethiopia,Amhara,North Gondar
3374,2019-06-01,1.0,Ethiopia,SNNPR,Hadiya
3375,2019-06-01,1.0,Ethiopia,SNNPR,Silltie
3484,2019-06-01,2.0,Ethiopia,Somali,Dollo
3376,2019-06-01,1.0,Ethiopia,Oromia,North Shewa
3363,2019-06-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
3366,2019-06-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
3368,2019-06-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
3369,2019-06-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
3332,2019-06-01,1.0,Ethiopia,Oromia,Ilubabor
3362,2019-06-01,1.0,Ethiopia,Gambela,Itang
3313,2019-06-01,1.0,Ethiopia,SNNPR,Sheka
3319,2019-06-01,1.0,Ethiopia,Amhara,Awi
3336,2019-06-01,1.0,Ethiopia,Oromia,Kelem
3338,2019-06-01,1.0,Ethiopia,Gambela,Mezhenger
3350,2019-06-01,1.0,Ethiopia,Amhara,West Gojam
3353,2019-06-01,1.0,Ethiopia,Oromia,West Wellega
3356,2019-06-01,1.0,Ethiopia,SNNPR,Yem
3364,2019-06-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
3370,2019-06-01,1.0,Ethiopia,Addis Ababa,Region 14
693,2017-10-01,3.0,Ethiopia,SNNPR,Segen
694,2017-10-01,3.0,Ethiopia,Oromia,Bale
695,2017-10-01,3.0,Ethiopia,Oromia,Borena
1778,2017-10-01,2.0,Ethiopia,SNNPR,Sidama
5776,2017-10-01,4.0,Ethiopia,Somali,Afder
1782,2017-10-01,2.0,Ethiopia,SNNPR,Basketo
5179,2017-10-01,1.0,Ethiopia,SNNPR,Bench Maji
703,2017-10-01,3.0,Ethiopia,SNNPR,Gamo Gofa
704,2017-10-01,3.0,Ethiopia,SNNPR,Gedeo
1791,2017-10-01,2.0,Ethiopia,Oromia,Gujii
5193,2017-10-01,1.0,Ethiopia,SNNPR,Keffa
5195,2017-10-01,1.0,Ethiopia,SNNPR,Konta
707,2017-10-01,3.0,Ethiopia,Somali,Liben
1801,2017-10-01,2.0,Ethiopia,Amhara,North Wollo
5199,2017-10-01,1.0,Ethiopia,Gambela,Nuer
5200,2017-10-01,1.0,Ethiopia,Amhara,Oromia
5202,2017-10-01,1.0,Ethiopia,Amhara,South Gondar
712,2017-10-01,3.0,Ethiopia,SNNPR,South Omo
5204,2017-10-01,1.0,Ethiopia,Amhara,South Wollo
1807,2017-10-01,2.0,Ethiopia,Tigray,South Tigray
715,2017-10-01,3.0,Ethiopia,Amhara,Wag Himra
5208,2017-10-01,1.0,Ethiopia,Oromia,West Arsi
5210,2017-10-01,1.0,Ethiopia,Oromia,West Hararge
1814,2017-10-01,2.0,Ethiopia,Afar,Awusi
1816,2017-10-01,2.0,Ethiopia,Afar,Fanti
5785,2017-10-01,4.0,Ethiopia,Somali,Shebelle
5223,2017-10-01,1.0,Ethiopia,Gambela,Agniwak
1822,2017-10-01,2.0,Ethiopia,Oromia,East Hararge
1823,2017-10-01,2.0,Ethiopia,Tigray,East Tigray
1825,2017-10-01,2.0,Ethiopia,Afar,Kilbati
728,2017-10-01,3.0,Ethiopia,Somali,Nogob
1780,2017-10-01,2.0,Ethiopia,SNNPR,Alaba
5177,2017-10-01,1.0,Ethiopia,Oromia,Arsi
5180,2017-10-01,1.0,Ethiopia,Tigray,Central Tigray
1785,2017-10-01,2.0,Ethiopia,SNNPR,Dawro
6572,2017-10-01,3.0,Ethiopia,Somali,Jarar
1787,2017-10-01,2.0,Ethiopia,Dire Dawa,Dire Dawa
5183,2017-10-01,1.0,Ethiopia,Amhara,East Gojam
5184,2017-10-01,1.0,Ethiopia,Oromia,East Shewa
5185,2017-10-01,1.0,Ethiopia,Oromia,East Wellega
5187,2017-10-01,1.0,Ethiopia,SNNPR,Gurage
1793,2017-10-01,2.0,Ethiopia,Harari,Harari
5189,2017-10-01,1.0,Ethiopia,Oromia,Horo Guduru
1794,2017-10-01,2.0,Ethiopia,Somali,Fafan
5191,2017-10-01,1.0,Ethiopia,Oromia,Jimma
1796,2017-10-01,2.0,Ethiopia,SNNPR,Kembata Tembaro
5781,2017-10-01,4.0,Ethiopia,Somali,Korahe
5197,2017-10-01,1.0,Ethiopia,Amhara,North Shewa
1803,2017-10-01,2.0,Ethiopia,Somali,Sitti
5206,2017-10-01,1.0,Ethiopia,Amhara,Argoba
5211,2017-10-01,1.0,Ethiopia,Oromia,West Shewa
5213,2017-10-01,1.0,Ethiopia,Tigray,West Tigray
1812,2017-10-01,2.0,Ethiopia,SNNPR,Wolayita
1815,2017-10-01,2.0,Ethiopia,Afar,Gabi
1817,2017-10-01,2.0,Ethiopia,Afar,Khari
5219,2017-10-01,1.0,Ethiopia,Tigray,Northwest Tigray
5230,2017-10-01,1.0,Ethiopia,Oromia,South West Shewa
5232,2017-10-01,1.0,Ethiopia,Amhara,North Gondar
1827,2017-10-01,2.0,Ethiopia,SNNPR,Hadiya
1828,2017-10-01,2.0,Ethiopia,SNNPR,Silltie
5790,2017-10-01,4.0,Ethiopia,Somali,Dollo
5235,2017-10-01,1.0,Ethiopia,Oromia,North Shewa
5221,2017-10-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
5224,2017-10-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
5227,2017-10-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
5228,2017-10-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
5190,2017-10-01,1.0,Ethiopia,Oromia,Ilubabor
5220,2017-10-01,1.0,Ethiopia,Gambela,Itang
5172,2017-10-01,1.0,Ethiopia,SNNPR,Sheka
5178,2017-10-01,1.0,Ethiopia,Amhara,Awi
5194,2017-10-01,1.0,Ethiopia,Oromia,Kelem
5196,2017-10-01,1.0,Ethiopia,Gambela,Mezhenger
5209,2017-10-01,1.0,Ethiopia,Amhara,West Gojam
5212,2017-10-01,1.0,Ethiopia,Oromia,West Wellega
5214,2017-10-01,1.0,Ethiopia,SNNPR,Yem
5222,2017-10-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
5229,2017-10-01,1.0,Ethiopia,Addis Ababa,Region 14
2528,2018-06-01,1.0,Ethiopia,SNNPR,Segen
1520,2018-06-01,2.0,Ethiopia,Oromia,Bale
1521,2018-06-01,2.0,Ethiopia,Oromia,Borena
2532,2018-06-01,1.0,Ethiopia,SNNPR,Sidama
1523,2018-06-01,2.0,Ethiopia,Somali,Afder
2537,2018-06-01,1.0,Ethiopia,SNNPR,Basketo
2538,2018-06-01,1.0,Ethiopia,SNNPR,Bench Maji
2545,2018-06-01,1.0,Ethiopia,SNNPR,Gamo Gofa
771,2018-06-01,3.0,Ethiopia,SNNPR,Gedeo
2547,2018-06-01,1.0,Ethiopia,Oromia,Gujii
2554,2018-06-01,1.0,Ethiopia,SNNPR,Keffa
2556,2018-06-01,1.0,Ethiopia,SNNPR,Konta
1535,2018-06-01,2.0,Ethiopia,Somali,Liben
2560,2018-06-01,1.0,Ethiopia,Amhara,North Wollo
2561,2018-06-01,1.0,Ethiopia,Gambela,Nuer
2562,2018-06-01,1.0,Ethiopia,Amhara,Oromia
2564,2018-06-01,1.0,Ethiopia,Amhara,South Gondar
2565,2018-06-01,1.0,Ethiopia,SNNPR,South Omo
2566,2018-06-01,1.0,Ethiopia,Amhara,South Wollo
2567,2018-06-01,1.0,Ethiopia,Tigray,South Tigray
1543,2018-06-01,2.0,Ethiopia,Amhara,Wag Himra
2570,2018-06-01,1.0,Ethiopia,Oromia,West Arsi
2572,2018-06-01,1.0,Ethiopia,Oromia,West Hararge
1548,2018-06-01,2.0,Ethiopia,Afar,Awusi
1550,2018-06-01,2.0,Ethiopia,Afar,Fanti
1552,2018-06-01,2.0,Ethiopia,Somali,Shebelle
2587,2018-06-01,1.0,Ethiopia,Gambela,Agniwak
781,2018-06-01,3.0,Ethiopia,Oromia,East Hararge
2590,2018-06-01,1.0,Ethiopia,Tigray,East Tigray
1559,2018-06-01,2.0,Ethiopia,Afar,Kilbati
1561,2018-06-01,2.0,Ethiopia,Somali,Nogob
2534,2018-06-01,1.0,Ethiopia,SNNPR,Alaba
2535,2018-06-01,1.0,Ethiopia,Oromia,Arsi
2539,2018-06-01,1.0,Ethiopia,Tigray,Central Tigray
2540,2018-06-01,1.0,Ethiopia,SNNPR,Dawro
770,2018-06-01,3.0,Ethiopia,Somali,Jarar
1527,2018-06-01,2.0,Ethiopia,Dire Dawa,Dire Dawa
2542,2018-06-01,1.0,Ethiopia,Amhara,East Gojam
2543,2018-06-01,1.0,Ethiopia,Oromia,East Shewa
2544,2018-06-01,1.0,Ethiopia,Oromia,East Wellega
2548,2018-06-01,1.0,Ethiopia,SNNPR,Gurage
1532,2018-06-01,2.0,Ethiopia,Harari,Harari
2550,2018-06-01,1.0,Ethiopia,Oromia,Horo Guduru
1533,2018-06-01,2.0,Ethiopia,Somali,Fafan
2552,2018-06-01,1.0,Ethiopia,Oromia,Jimma
2553,2018-06-01,1.0,Ethiopia,SNNPR,Kembata Tembaro
775,2018-06-01,3.0,Ethiopia,Somali,Korahe
2559,2018-06-01,1.0,Ethiopia,Amhara,North Shewa
1539,2018-06-01,2.0,Ethiopia,Somali,Sitti
2568,2018-06-01,1.0,Ethiopia,Amhara,Argoba
2573,2018-06-01,1.0,Ethiopia,Oromia,West Shewa
2575,2018-06-01,1.0,Ethiopia,Tigray,West Tigray
2576,2018-06-01,1.0,Ethiopia,SNNPR,Wolayita
1549,2018-06-01,2.0,Ethiopia,Afar,Gabi
1551,2018-06-01,2.0,Ethiopia,Afar,Khari
2583,2018-06-01,1.0,Ethiopia,Tigray,Northwest Tigray
2594,2018-06-01,1.0,Ethiopia,Oromia,South West Shewa
2596,2018-06-01,1.0,Ethiopia,Amhara,North Gondar
2597,2018-06-01,1.0,Ethiopia,SNNPR,Hadiya
2598,2018-06-01,1.0,Ethiopia,SNNPR,Silltie
783,2018-06-01,3.0,Ethiopia,Somali,Dollo
2599,2018-06-01,1.0,Ethiopia,Oromia,North Shewa
2585,2018-06-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
2588,2018-06-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
2591,2018-06-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
2592,2018-06-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
2551,2018-06-01,1.0,Ethiopia,Oromia,Ilubabor
2584,2018-06-01,1.0,Ethiopia,Gambela,Itang
2530,2018-06-01,1.0,Ethiopia,SNNPR,Sheka
2536,2018-06-01,1.0,Ethiopia,Amhara,Awi
2555,2018-06-01,1.0,Ethiopia,Oromia,Kelem
2558,2018-06-01,1.0,Ethiopia,Gambela,Mezhenger
2571,2018-06-01,1.0,Ethiopia,Amhara,West Gojam
2574,2018-06-01,1.0,Ethiopia,Oromia,West Wellega
2577,2018-06-01,1.0,Ethiopia,SNNPR,Yem
2586,2018-06-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
2593,2018-06-01,1.0,Ethiopia,Addis Ababa,Region 14
3062,2015-10-01,1.0,Ethiopia,SNNPR,Segen
1472,2015-10-01,2.0,Ethiopia,Oromia,Bale
1473,2015-10-01,2.0,Ethiopia,Oromia,Borena
3066,2015-10-01,1.0,Ethiopia,SNNPR,Sidama
1475,2015-10-01,2.0,Ethiopia,Somali,Afder
3069,2015-10-01,1.0,Ethiopia,SNNPR,Basketo
3070,2015-10-01,1.0,Ethiopia,SNNPR,Bench Maji
3077,2015-10-01,1.0,Ethiopia,SNNPR,Gamo Gofa
3078,2015-10-01,1.0,Ethiopia,SNNPR,Gedeo
3079,2015-10-01,1.0,Ethiopia,Oromia,Gujii
3086,2015-10-01,1.0,Ethiopia,SNNPR,Keffa
3088,2015-10-01,1.0,Ethiopia,SNNPR,Konta
1491,2015-10-01,2.0,Ethiopia,Somali,Liben
804,2015-10-01,3.0,Ethiopia,Amhara,North Wollo
3091,2015-10-01,1.0,Ethiopia,Gambela,Nuer
806,2015-10-01,3.0,Ethiopia,Amhara,Oromia
1496,2015-10-01,2.0,Ethiopia,Amhara,South Gondar
3093,2015-10-01,1.0,Ethiopia,SNNPR,South Omo
810,2015-10-01,3.0,Ethiopia,Amhara,South Wollo
811,2015-10-01,3.0,Ethiopia,Tigray,South Tigray
813,2015-10-01,3.0,Ethiopia,Amhara,Wag Himra
814,2015-10-01,3.0,Ethiopia,Oromia,West Arsi
4789,2015-10-01,4.0,Ethiopia,Oromia,West Hararge
819,2015-10-01,3.0,Ethiopia,Afar,Awusi
821,2015-10-01,3.0,Ethiopia,Afar,Fanti
1507,2015-10-01,2.0,Ethiopia,Somali,Shebelle
3106,2015-10-01,1.0,Ethiopia,Gambela,Agniwak
4793,2015-10-01,4.0,Ethiopia,Oromia,East Hararge
828,2015-10-01,3.0,Ethiopia,Tigray,East Tigray
830,2015-10-01,3.0,Ethiopia,Afar,Kilbati
1515,2015-10-01,2.0,Ethiopia,Somali,Nogob
788,2015-10-01,3.0,Ethiopia,SNNPR,Alaba
1477,2015-10-01,2.0,Ethiopia,Oromia,Arsi
791,2015-10-01,3.0,Ethiopia,Tigray,Central Tigray
3072,2015-10-01,1.0,Ethiopia,SNNPR,Dawro
1481,2015-10-01,2.0,Ethiopia,Somali,Jarar
793,2015-10-01,3.0,Ethiopia,Dire Dawa,Dire Dawa
3074,2015-10-01,1.0,Ethiopia,Amhara,East Gojam
795,2015-10-01,3.0,Ethiopia,Oromia,East Shewa
3076,2015-10-01,1.0,Ethiopia,Oromia,East Wellega
3080,2015-10-01,1.0,Ethiopia,SNNPR,Gurage
798,2015-10-01,3.0,Ethiopia,Harari,Harari
3081,2015-10-01,1.0,Ethiopia,Oromia,Horo Guduru
1488,2015-10-01,2.0,Ethiopia,Somali,Fafan
3084,2015-10-01,1.0,Ethiopia,Oromia,Jimma
1489,2015-10-01,2.0,Ethiopia,SNNPR,Kembata Tembaro
1490,2015-10-01,2.0,Ethiopia,Somali,Korahe
1492,2015-10-01,2.0,Ethiopia,Amhara,North Shewa
4788,2015-10-01,4.0,Ethiopia,Somali,Sitti
812,2015-10-01,3.0,Ethiopia,Amhara,Argoba
3097,2015-10-01,1.0,Ethiopia,Oromia,West Shewa
3099,2015-10-01,1.0,Ethiopia,Tigray,West Tigray
1503,2015-10-01,2.0,Ethiopia,SNNPR,Wolayita
4791,2015-10-01,4.0,Ethiopia,Afar,Gabi
822,2015-10-01,3.0,Ethiopia,Afar,Khari
3102,2015-10-01,1.0,Ethiopia,Tigray,Northwest Tigray
3111,2015-10-01,1.0,Ethiopia,Oromia,South West Shewa
3112,2015-10-01,1.0,Ethiopia,Amhara,North Gondar
832,2015-10-01,3.0,Ethiopia,SNNPR,Hadiya
833,2015-10-01,3.0,Ethiopia,SNNPR,Silltie
1517,2015-10-01,2.0,Ethiopia,Somali,Dollo
1518,2015-10-01,2.0,Ethiopia,Oromia,North Shewa
3104,2015-10-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
3107,2015-10-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
3108,2015-10-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
3109,2015-10-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
3082,2015-10-01,1.0,Ethiopia,Oromia,Ilubabor
3103,2015-10-01,1.0,Ethiopia,Gambela,Itang
3064,2015-10-01,1.0,Ethiopia,SNNPR,Sheka
3068,2015-10-01,1.0,Ethiopia,Amhara,Awi
3087,2015-10-01,1.0,Ethiopia,Oromia,Kelem
3089,2015-10-01,1.0,Ethiopia,Gambela,Mezhenger
3096,2015-10-01,1.0,Ethiopia,Amhara,West Gojam
3098,2015-10-01,1.0,Ethiopia,Oromia,West Wellega
3101,2015-10-01,1.0,Ethiopia,SNNPR,Yem
3105,2015-10-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
3110,2015-10-01,1.0,Ethiopia,Addis Ababa,Region 14
2221,2019-02-01,2.0,Ethiopia,SNNPR,Segen
2222,2019-02-01,2.0,Ethiopia,Oromia,Bale
2223,2019-02-01,2.0,Ethiopia,Oromia,Borena
2224,2019-02-01,2.0,Ethiopia,SNNPR,Sidama
2225,2019-02-01,2.0,Ethiopia,Somali,Afder
2471,2019-02-01,1.0,Ethiopia,SNNPR,Basketo
