,date,ML1,ADMIN0,ADMIN1,ADMIN2
299,2018-12-01,99.0,Ethiopia,Tigray,East Tigray
300,2018-12-01,99.0,Ethiopia,Benshangul Gumuz,Kemashi
301,2018-12-01,99.0,Ethiopia,Benshangul Gumuz,Metekel
303,2018-12-01,99.0,Ethiopia,Oromia,South West Shewa
305,2018-12-01,99.0,Ethiopia,Amhara,North Gondar
306,2018-12-01,99.0,Ethiopia,SNNPR,Hadiya
308,2018-12-01,99.0,Ethiopia,SNNPR,Silltie
310,2018-12-01,99.0,Ethiopia,Oromia,North Shewa
247,2018-12-01,99.0,Ethiopia,Somali,Jarar
258,2018-12-01,99.0,Ethiopia,Oromia,Ilubabor
265,2018-12-01,99.0,Ethiopia,Somali,Korahe
291,2018-12-01,99.0,Ethiopia,Somali,Shebelle
298,2018-12-01,99.0,Ethiopia,Oromia,East Hararge
307,2018-12-01,99.0,Ethiopia,Somali,Nogob
309,2018-12-01,99.0,Ethiopia,Somali,Dollo
289,2018-12-01,99.0,Ethiopia,Afar,Fanti
304,2018-12-01,99.0,Ethiopia,Afar,Kilbati
248,2018-12-01,99.0,Ethiopia,Dire Dawa,Dire Dawa
256,2018-12-01,99.0,Ethiopia,Harari,Harari
236,2018-12-01,99.0,Ethiopia,SNNPR,Sheka
242,2018-12-01,99.0,Ethiopia,Amhara,Awi
267,2018-12-01,99.0,Ethiopia,Gambela,Mezhenger
295,2018-12-01,99.0,Ethiopia,Benshangul Gumuz,Pawe
302,2018-12-01,99.0,Ethiopia,Addis Ababa,Region 14
3520,2014-10-01,1.0,Ethiopia,SNNPR,Segen
313,2014-10-01,2.0,Ethiopia,Oromia,Borena
3524,2014-10-01,1.0,Ethiopia,SNNPR,Sidama
3537,2014-10-01,1.0,Ethiopia,SNNPR,Gamo Gofa
3538,2014-10-01,1.0,Ethiopia,SNNPR,Gedeo
335,2014-10-01,2.0,Ethiopia,SNNPR,South Omo
3562,2014-10-01,1.0,Ethiopia,Oromia,West Arsi
3568,2014-10-01,1.0,Ethiopia,SNNPR,Wolayita
3521,2014-10-01,1.0,Ethiopia,Oromia,Bale
315,2014-10-01,2.0,Ethiopia,Somali,Afder
3526,2014-10-01,1.0,Ethiopia,SNNPR,Alaba
3527,2014-10-01,1.0,Ethiopia,Oromia,Arsi
3529,2014-10-01,1.0,Ethiopia,SNNPR,Basketo
3530,2014-10-01,1.0,Ethiopia,SNNPR,Bench Maji
3531,2014-10-01,1.0,Ethiopia,Tigray,Central Tigray
3532,2014-10-01,1.0,Ethiopia,SNNPR,Dawro
3534,2014-10-01,1.0,Ethiopia,Amhara,East Gojam
3535,2014-10-01,1.0,Ethiopia,Oromia,East Shewa
3536,2014-10-01,1.0,Ethiopia,Oromia,East Wellega
324,2014-10-01,2.0,Ethiopia,Oromia,Gujii
3540,2014-10-01,1.0,Ethiopia,SNNPR,Gurage
3542,2014-10-01,1.0,Ethiopia,Oromia,Horo Guduru
325,2014-10-01,2.0,Ethiopia,Somali,Fafan
3544,2014-10-01,1.0,Ethiopia,Oromia,Jimma
3545,2014-10-01,1.0,Ethiopia,SNNPR,Kembata Tembaro
3546,2014-10-01,1.0,Ethiopia,SNNPR,Keffa
3547,2014-10-01,1.0,Ethiopia,Oromia,Kelem
3548,2014-10-01,1.0,Ethiopia,SNNPR,Konta
328,2014-10-01,2.0,Ethiopia,Somali,Liben
3551,2014-10-01,1.0,Ethiopia,Amhara,North Shewa
3552,2014-10-01,1.0,Ethiopia,Amhara,North Wollo
3553,2014-10-01,1.0,Ethiopia,Gambela,Nuer
3554,2014-10-01,1.0,Ethiopia,Amhara,Oromia
333,2014-10-01,2.0,Ethiopia,Somali,Sitti
3556,2014-10-01,1.0,Ethiopia,Amhara,South Gondar
3558,2014-10-01,1.0,Ethiopia,Amhara,South Wollo
3559,2014-10-01,1.0,Ethiopia,Tigray,South Tigray
3560,2014-10-01,1.0,Ethiopia,Amhara,Argoba
3561,2014-10-01,1.0,Ethiopia,Amhara,Wag Himra
3563,2014-10-01,1.0,Ethiopia,Amhara,West Gojam
340,2014-10-01,2.0,Ethiopia,Oromia,West Hararge
3565,2014-10-01,1.0,Ethiopia,Oromia,West Shewa
3566,2014-10-01,1.0,Ethiopia,Oromia,West Wellega
3567,2014-10-01,1.0,Ethiopia,Tigray,West Tigray
3569,2014-10-01,1.0,Ethiopia,SNNPR,Yem
342,2014-10-01,2.0,Ethiopia,Afar,Awusi
6662,2014-10-01,3.0,Ethiopia,Afar,Gabi
345,2014-10-01,2.0,Ethiopia,Afar,Khari
3575,2014-10-01,1.0,Ethiopia,Tigray,Northwest Tigray
3576,2014-10-01,1.0,Ethiopia,Gambela,Itang
3577,2014-10-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
3579,2014-10-01,1.0,Ethiopia,Gambela,Agniwak
3580,2014-10-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
3582,2014-10-01,1.0,Ethiopia,Tigray,East Tigray
3583,2014-10-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
3584,2014-10-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
3586,2014-10-01,1.0,Ethiopia,Oromia,South West Shewa
3588,2014-10-01,1.0,Ethiopia,Amhara,North Gondar
3589,2014-10-01,1.0,Ethiopia,SNNPR,Hadiya
3591,2014-10-01,1.0,Ethiopia,SNNPR,Silltie
3592,2014-10-01,1.0,Ethiopia,Oromia,North Shewa
320,2014-10-01,2.0,Ethiopia,Somali,Jarar
3543,2014-10-01,1.0,Ethiopia,Oromia,Ilubabor
327,2014-10-01,2.0,Ethiopia,Somali,Korahe
346,2014-10-01,2.0,Ethiopia,Somali,Shebelle
6750,2014-10-01,1.0,Ethiopia,Oromia,East Hararge
357,2014-10-01,2.0,Ethiopia,Somali,Nogob
358,2014-10-01,2.0,Ethiopia,Somali,Dollo
344,2014-10-01,2.0,Ethiopia,Afar,Fanti
354,2014-10-01,2.0,Ethiopia,Afar,Kilbati
321,2014-10-01,2.0,Ethiopia,Dire Dawa,Dire Dawa
3541,2014-10-01,1.0,Ethiopia,Harari,Harari
3522,2014-10-01,1.0,Ethiopia,SNNPR,Sheka
3528,2014-10-01,1.0,Ethiopia,Amhara,Awi
3550,2014-10-01,1.0,Ethiopia,Gambela,Mezhenger
3578,2014-10-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
3585,2014-10-01,1.0,Ethiopia,Addis Ababa,Region 14
823,2018-02-01,3.0,Ethiopia,SNNPR,Segen
2808,2018-02-01,2.0,Ethiopia,Oromia,Borena
362,2018-02-01,2.0,Ethiopia,SNNPR,Sidama
2813,2018-02-01,2.0,Ethiopia,SNNPR,Gamo Gofa
2814,2018-02-01,2.0,Ethiopia,SNNPR,Gedeo
390,2018-02-01,2.0,Ethiopia,SNNPR,South Omo
5025,2018-02-01,1.0,Ethiopia,Oromia,West Arsi
397,2018-02-01,2.0,Ethiopia,SNNPR,Wolayita
824,2018-02-01,3.0,Ethiopia,Oromia,Bale
4938,2018-02-01,3.0,Ethiopia,Somali,Afder
364,2018-02-01,2.0,Ethiopia,SNNPR,Alaba
4993,2018-02-01,1.0,Ethiopia,Oromia,Arsi
366,2018-02-01,2.0,Ethiopia,SNNPR,Basketo
4996,2018-02-01,1.0,Ethiopia,SNNPR,Bench Maji
368,2018-02-01,2.0,Ethiopia,Tigray,Central Tigray
369,2018-02-01,2.0,Ethiopia,SNNPR,Dawro
5000,2018-02-01,1.0,Ethiopia,Amhara,East Gojam
5001,2018-02-01,1.0,Ethiopia,Oromia,East Shewa
5002,2018-02-01,1.0,Ethiopia,Oromia,East Wellega
376,2018-02-01,2.0,Ethiopia,Oromia,Gujii
5004,2018-02-01,1.0,Ethiopia,SNNPR,Gurage
5006,2018-02-01,1.0,Ethiopia,Oromia,Horo Guduru
379,2018-02-01,2.0,Ethiopia,Somali,Fafan
5008,2018-02-01,1.0,Ethiopia,Oromia,Jimma
381,2018-02-01,2.0,Ethiopia,SNNPR,Kembata Tembaro
5010,2018-02-01,1.0,Ethiopia,SNNPR,Keffa
5011,2018-02-01,1.0,Ethiopia,Oromia,Kelem
5012,2018-02-01,1.0,Ethiopia,SNNPR,Konta
833,2018-02-01,3.0,Ethiopia,Somali,Liben
5014,2018-02-01,1.0,Ethiopia,Amhara,North Shewa
386,2018-02-01,2.0,Ethiopia,Amhara,North Wollo
5016,2018-02-01,1.0,Ethiopia,Gambela,Nuer
5017,2018-02-01,1.0,Ethiopia,Amhara,Oromia
388,2018-02-01,2.0,Ethiopia,Somali,Sitti
5019,2018-02-01,1.0,Ethiopia,Amhara,South Gondar
5021,2018-02-01,1.0,Ethiopia,Amhara,South Wollo
392,2018-02-01,2.0,Ethiopia,Tigray,South Tigray
5023,2018-02-01,1.0,Ethiopia,Amhara,Argoba
393,2018-02-01,2.0,Ethiopia,Amhara,Wag Himra
5026,2018-02-01,1.0,Ethiopia,Amhara,West Gojam
395,2018-02-01,2.0,Ethiopia,Oromia,West Hararge
5028,2018-02-01,1.0,Ethiopia,Oromia,West Shewa
5029,2018-02-01,1.0,Ethiopia,Oromia,West Wellega
5030,2018-02-01,1.0,Ethiopia,Tigray,West Tigray
5031,2018-02-01,1.0,Ethiopia,SNNPR,Yem
399,2018-02-01,2.0,Ethiopia,Afar,Awusi
400,2018-02-01,2.0,Ethiopia,Afar,Gabi
402,2018-02-01,2.0,Ethiopia,Afar,Khari
5037,2018-02-01,1.0,Ethiopia,Tigray,Northwest Tigray
5038,2018-02-01,1.0,Ethiopia,Gambela,Itang
5039,2018-02-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
5041,2018-02-01,1.0,Ethiopia,Gambela,Agniwak
5042,2018-02-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
409,2018-02-01,2.0,Ethiopia,Tigray,East Tigray
5045,2018-02-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
5046,2018-02-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
5048,2018-02-01,1.0,Ethiopia,Oromia,South West Shewa
5049,2018-02-01,1.0,Ethiopia,Amhara,North Gondar
5050,2018-02-01,1.0,Ethiopia,SNNPR,Hadiya
414,2018-02-01,2.0,Ethiopia,SNNPR,Silltie
5052,2018-02-01,1.0,Ethiopia,Oromia,North Shewa
4939,2018-02-01,3.0,Ethiopia,Somali,Jarar
5007,2018-02-01,1.0,Ethiopia,Oromia,Ilubabor
6846,2018-02-01,99.0,Ethiopia,Somali,Korahe
4943,2018-02-01,3.0,Ethiopia,Somali,Shebelle
408,2018-02-01,2.0,Ethiopia,Oromia,East Hararge
844,2018-02-01,3.0,Ethiopia,Somali,Nogob
6848,2018-02-01,99.0,Ethiopia,Somali,Dollo
401,2018-02-01,2.0,Ethiopia,Afar,Fanti
411,2018-02-01,2.0,Ethiopia,Afar,Kilbati
371,2018-02-01,2.0,Ethiopia,Dire Dawa,Dire Dawa
378,2018-02-01,2.0,Ethiopia,Harari,Harari
4989,2018-02-01,1.0,Ethiopia,SNNPR,Sheka
4994,2018-02-01,1.0,Ethiopia,Amhara,Awi
5013,2018-02-01,1.0,Ethiopia,Gambela,Mezhenger
5040,2018-02-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
5047,2018-02-01,1.0,Ethiopia,Addis Ababa,Region 14
3446,2015-01-01,1.0,Ethiopia,SNNPR,Segen
6449,2015-01-01,3.0,Ethiopia,Oromia,Borena
3450,2015-01-01,1.0,Ethiopia,SNNPR,Sidama
429,2015-01-01,2.0,Ethiopia,SNNPR,Gamo Gofa
3465,2015-01-01,1.0,Ethiopia,SNNPR,Gedeo
515,2015-01-01,2.0,Ethiopia,SNNPR,South Omo
447,2015-01-01,2.0,Ethiopia,Oromia,West Arsi
449,2015-01-01,2.0,Ethiopia,SNNPR,Wolayita
3447,2015-01-01,1.0,Ethiopia,Oromia,Bale
420,2015-01-01,2.0,Ethiopia,Somali,Afder
421,2015-01-01,2.0,Ethiopia,SNNPR,Alaba
3453,2015-01-01,1.0,Ethiopia,Oromia,Arsi
3455,2015-01-01,1.0,Ethiopia,SNNPR,Basketo
3456,2015-01-01,1.0,Ethiopia,SNNPR,Bench Maji
3457,2015-01-01,1.0,Ethiopia,Tigray,Central Tigray
3458,2015-01-01,1.0,Ethiopia,SNNPR,Dawro
3461,2015-01-01,1.0,Ethiopia,Amhara,East Gojam
3462,2015-01-01,1.0,Ethiopia,Oromia,East Shewa
3463,2015-01-01,1.0,Ethiopia,Oromia,East Wellega
3466,2015-01-01,1.0,Ethiopia,Oromia,Gujii
3467,2015-01-01,1.0,Ethiopia,SNNPR,Gurage
3469,2015-01-01,1.0,Ethiopia,Oromia,Horo Guduru
432,2015-01-01,2.0,Ethiopia,Somali,Fafan
3472,2015-01-01,1.0,Ethiopia,Oromia,Jimma
3473,2015-01-01,1.0,Ethiopia,SNNPR,Kembata Tembaro
3474,2015-01-01,1.0,Ethiopia,SNNPR,Keffa
3475,2015-01-01,1.0,Ethiopia,Oromia,Kelem
3476,2015-01-01,1.0,Ethiopia,SNNPR,Konta
436,2015-01-01,2.0,Ethiopia,Somali,Liben
3479,2015-01-01,1.0,Ethiopia,Amhara,North Shewa
3480,2015-01-01,1.0,Ethiopia,Amhara,North Wollo
3481,2015-01-01,1.0,Ethiopia,Gambela,Nuer
3482,2015-01-01,1.0,Ethiopia,Amhara,Oromia
441,2015-01-01,2.0,Ethiopia,Somali,Sitti
3484,2015-01-01,1.0,Ethiopia,Amhara,South Gondar
3486,2015-01-01,1.0,Ethiopia,Amhara,South Wollo
445,2015-01-01,2.0,Ethiopia,Tigray,South Tigray
3488,2015-01-01,1.0,Ethiopia,Amhara,Argoba
6456,2015-01-01,3.0,Ethiopia,Amhara,Wag Himra
3491,2015-01-01,1.0,Ethiopia,Amhara,West Gojam
448,2015-01-01,2.0,Ethiopia,Oromia,West Hararge
3493,2015-01-01,1.0,Ethiopia,Oromia,West Shewa
3494,2015-01-01,1.0,Ethiopia,Oromia,West Wellega
3495,2015-01-01,1.0,Ethiopia,Tigray,West Tigray
3497,2015-01-01,1.0,Ethiopia,SNNPR,Yem
450,2015-01-01,2.0,Ethiopia,Afar,Awusi
521,2015-01-01,2.0,Ethiopia,Afar,Gabi
453,2015-01-01,2.0,Ethiopia,Afar,Khari
3503,2015-01-01,1.0,Ethiopia,Tigray,Northwest Tigray
3504,2015-01-01,1.0,Ethiopia,Gambela,Itang
3505,2015-01-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
3507,2015-01-01,1.0,Ethiopia,Gambela,Agniwak
3508,2015-01-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
461,2015-01-01,2.0,Ethiopia,Tigray,East Tigray
3511,2015-01-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
3512,2015-01-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
3514,2015-01-01,1.0,Ethiopia,Oromia,South West Shewa
3515,2015-01-01,1.0,Ethiopia,Amhara,North Gondar
3516,2015-01-01,1.0,Ethiopia,SNNPR,Hadiya
3518,2015-01-01,1.0,Ethiopia,SNNPR,Silltie
3519,2015-01-01,1.0,Ethiopia,Oromia,North Shewa
426,2015-01-01,2.0,Ethiopia,Somali,Jarar
3470,2015-01-01,1.0,Ethiopia,Oromia,Ilubabor
435,2015-01-01,2.0,Ethiopia,Somali,Korahe
454,2015-01-01,2.0,Ethiopia,Somali,Shebelle
3509,2015-01-01,1.0,Ethiopia,Oromia,East Hararge
465,2015-01-01,2.0,Ethiopia,Somali,Nogob
467,2015-01-01,2.0,Ethiopia,Somali,Dollo
452,2015-01-01,2.0,Ethiopia,Afar,Fanti
463,2015-01-01,2.0,Ethiopia,Afar,Kilbati
427,2015-01-01,2.0,Ethiopia,Dire Dawa,Dire Dawa
3468,2015-01-01,1.0,Ethiopia,Harari,Harari
3448,2015-01-01,1.0,Ethiopia,SNNPR,Sheka
3454,2015-01-01,1.0,Ethiopia,Amhara,Awi
3478,2015-01-01,1.0,Ethiopia,Gambela,Mezhenger
3506,2015-01-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
3513,2015-01-01,1.0,Ethiopia,Addis Ababa,Region 14
532,2019-10-01,2.0,Ethiopia,SNNPR,Segen
534,2019-10-01,2.0,Ethiopia,Oromia,Borena
2739,2019-10-01,1.0,Ethiopia,SNNPR,Sidama
2753,2019-10-01,1.0,Ethiopia,SNNPR,Gamo Gofa
548,2019-10-01,2.0,Ethiopia,SNNPR,Gedeo
563,2019-10-01,2.0,Ethiopia,SNNPR,South Omo
2777,2019-10-01,1.0,Ethiopia,Oromia,West Arsi
2783,2019-10-01,1.0,Ethiopia,SNNPR,Wolayita
469,2019-10-01,3.0,Ethiopia,Oromia,Bale
536,2019-10-01,2.0,Ethiopia,Somali,Afder
537,2019-10-01,2.0,Ethiopia,SNNPR,Alaba
2742,2019-10-01,1.0,Ethiopia,Oromia,Arsi
2744,2019-10-01,1.0,Ethiopia,SNNPR,Basketo
2745,2019-10-01,1.0,Ethiopia,SNNPR,Bench Maji
2746,2019-10-01,1.0,Ethiopia,Tigray,Central Tigray
2747,2019-10-01,1.0,Ethiopia,SNNPR,Dawro
2750,2019-10-01,1.0,Ethiopia,Amhara,East Gojam
2751,2019-10-01,1.0,Ethiopia,Oromia,East Shewa
2752,2019-10-01,1.0,Ethiopia,Oromia,East Wellega
477,2019-10-01,3.0,Ethiopia,Oromia,Gujii
2756,2019-10-01,1.0,Ethiopia,SNNPR,Gurage
2757,2019-10-01,1.0,Ethiopia,Oromia,Horo Guduru
553,2019-10-01,2.0,Ethiopia,Somali,Fafan
2760,2019-10-01,1.0,Ethiopia,Oromia,Jimma
555,2019-10-01,2.0,Ethiopia,SNNPR,Kembata Tembaro
2762,2019-10-01,1.0,Ethiopia,SNNPR,Keffa
2763,2019-10-01,1.0,Ethiopia,Oromia,Kelem
2764,2019-10-01,1.0,Ethiopia,SNNPR,Konta
481,2019-10-01,3.0,Ethiopia,Somali,Liben
2767,2019-10-01,1.0,Ethiopia,Amhara,North Shewa
2768,2019-10-01,1.0,Ethiopia,Amhara,North Wollo
2769,2019-10-01,1.0,Ethiopia,Gambela,Nuer
2770,2019-10-01,1.0,Ethiopia,Amhara,Oromia
561,2019-10-01,2.0,Ethiopia,Somali,Sitti
562,2019-10-01,2.0,Ethiopia,Amhara,South Gondar
2773,2019-10-01,1.0,Ethiopia,Amhara,South Wollo
2774,2019-10-01,1.0,Ethiopia,Tigray,South Tigray
566,2019-10-01,2.0,Ethiopia,Amhara,Argoba
567,2019-10-01,2.0,Ethiopia,Amhara,Wag Himra
2778,2019-10-01,1.0,Ethiopia,Amhara,West Gojam
569,2019-10-01,2.0,Ethiopia,Oromia,West Hararge
2780,2019-10-01,1.0,Ethiopia,Oromia,West Shewa
2781,2019-10-01,1.0,Ethiopia,Oromia,West Wellega
2782,2019-10-01,1.0,Ethiopia,Tigray,West Tigray
2784,2019-10-01,1.0,Ethiopia,SNNPR,Yem
573,2019-10-01,2.0,Ethiopia,Afar,Awusi
574,2019-10-01,2.0,Ethiopia,Afar,Gabi
576,2019-10-01,2.0,Ethiopia,Afar,Khari
2790,2019-10-01,1.0,Ethiopia,Tigray,Northwest Tigray
2791,2019-10-01,1.0,Ethiopia,Gambela,Itang
2792,2019-10-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
2794,2019-10-01,1.0,Ethiopia,Gambela,Agniwak
2795,2019-10-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
583,2019-10-01,2.0,Ethiopia,Tigray,East Tigray
2798,2019-10-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
2799,2019-10-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
2801,2019-10-01,1.0,Ethiopia,Oromia,South West Shewa
2803,2019-10-01,1.0,Ethiopia,Amhara,North Gondar
2804,2019-10-01,1.0,Ethiopia,SNNPR,Hadiya
2805,2019-10-01,1.0,Ethiopia,SNNPR,Silltie
2806,2019-10-01,1.0,Ethiopia,Oromia,North Shewa
542,2019-10-01,2.0,Ethiopia,Somali,Jarar
2758,2019-10-01,1.0,Ethiopia,Oromia,Ilubabor
556,2019-10-01,2.0,Ethiopia,Somali,Korahe
577,2019-10-01,2.0,Ethiopia,Somali,Shebelle
493,2019-10-01,3.0,Ethiopia,Oromia,East Hararge
496,2019-10-01,3.0,Ethiopia,Somali,Nogob
591,2019-10-01,2.0,Ethiopia,Somali,Dollo
490,2019-10-01,3.0,Ethiopia,Afar,Fanti
495,2019-10-01,3.0,Ethiopia,Afar,Kilbati
543,2019-10-01,2.0,Ethiopia,Dire Dawa,Dire Dawa
551,2019-10-01,2.0,Ethiopia,Harari,Harari
2737,2019-10-01,1.0,Ethiopia,SNNPR,Sheka
2743,2019-10-01,1.0,Ethiopia,Amhara,Awi
2766,2019-10-01,1.0,Ethiopia,Gambela,Mezhenger
2793,2019-10-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
2800,2019-10-01,1.0,Ethiopia,Addis Ababa,Region 14
2161,2015-04-01,1.0,Ethiopia,SNNPR,Segen
5107,2015-04-01,3.0,Ethiopia,Oromia,Borena
2165,2015-04-01,1.0,Ethiopia,SNNPR,Sidama
4078,2015-04-01,2.0,Ethiopia,SNNPR,Gamo Gofa
2179,2015-04-01,1.0,Ethiopia,SNNPR,Gedeo
4090,2015-04-01,2.0,Ethiopia,SNNPR,South Omo
4093,2015-04-01,2.0,Ethiopia,Oromia,West Arsi
4095,2015-04-01,2.0,Ethiopia,SNNPR,Wolayita
2162,2015-04-01,1.0,Ethiopia,Oromia,Bale
596,2015-04-01,2.0,Ethiopia,Somali,Afder
4073,2015-04-01,2.0,Ethiopia,SNNPR,Alaba
598,2015-04-01,2.0,Ethiopia,Oromia,Arsi
2170,2015-04-01,1.0,Ethiopia,SNNPR,Basketo
2171,2015-04-01,1.0,Ethiopia,SNNPR,Bench Maji
600,2015-04-01,2.0,Ethiopia,Tigray,Central Tigray
2173,2015-04-01,1.0,Ethiopia,SNNPR,Dawro
2175,2015-04-01,1.0,Ethiopia,Amhara,East Gojam
2176,2015-04-01,1.0,Ethiopia,Oromia,East Shewa
2177,2015-04-01,1.0,Ethiopia,Oromia,East Wellega
2180,2015-04-01,1.0,Ethiopia,Oromia,Gujii
2181,2015-04-01,1.0,Ethiopia,SNNPR,Gurage
2183,2015-04-01,1.0,Ethiopia,Oromia,Horo Guduru
607,2015-04-01,2.0,Ethiopia,Somali,Fafan
2185,2015-04-01,1.0,Ethiopia,Oromia,Jimma
2186,2015-04-01,1.0,Ethiopia,SNNPR,Kembata Tembaro
2187,2015-04-01,1.0,Ethiopia,SNNPR,Keffa
2188,2015-04-01,1.0,Ethiopia,Oromia,Kelem
2189,2015-04-01,1.0,Ethiopia,SNNPR,Konta
610,2015-04-01,2.0,Ethiopia,Somali,Liben
2192,2015-04-01,1.0,Ethiopia,Amhara,North Shewa
612,2015-04-01,2.0,Ethiopia,Amhara,North Wollo
2194,2015-04-01,1.0,Ethiopia,Gambela,Nuer
2195,2015-04-01,1.0,Ethiopia,Amhara,Oromia
614,2015-04-01,2.0,Ethiopia,Somali,Sitti
2197,2015-04-01,1.0,Ethiopia,Amhara,South Gondar
2199,2015-04-01,1.0,Ethiopia,Amhara,South Wollo
618,2015-04-01,2.0,Ethiopia,Tigray,South Tigray
2201,2015-04-01,1.0,Ethiopia,Amhara,Argoba
5122,2015-04-01,3.0,Ethiopia,Amhara,Wag Himra
2204,2015-04-01,1.0,Ethiopia,Amhara,West Gojam
5124,2015-04-01,3.0,Ethiopia,Oromia,West Hararge
2206,2015-04-01,1.0,Ethiopia,Oromia,West Shewa
2207,2015-04-01,1.0,Ethiopia,Oromia,West Wellega
2208,2015-04-01,1.0,Ethiopia,Tigray,West Tigray
2210,2015-04-01,1.0,Ethiopia,SNNPR,Yem
622,2015-04-01,2.0,Ethiopia,Afar,Awusi
5127,2015-04-01,3.0,Ethiopia,Afar,Gabi
625,2015-04-01,2.0,Ethiopia,Afar,Khari
2216,2015-04-01,1.0,Ethiopia,Tigray,Northwest Tigray
2217,2015-04-01,1.0,Ethiopia,Gambela,Itang
2218,2015-04-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
2220,2015-04-01,1.0,Ethiopia,Gambela,Agniwak
2221,2015-04-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
632,2015-04-01,2.0,Ethiopia,Tigray,East Tigray
2223,2015-04-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
2224,2015-04-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
2226,2015-04-01,1.0,Ethiopia,Oromia,South West Shewa
2227,2015-04-01,1.0,Ethiopia,Amhara,North Gondar
2228,2015-04-01,1.0,Ethiopia,SNNPR,Hadiya
2230,2015-04-01,1.0,Ethiopia,SNNPR,Silltie
2231,2015-04-01,1.0,Ethiopia,Oromia,North Shewa
601,2015-04-01,2.0,Ethiopia,Somali,Jarar
2184,2015-04-01,1.0,Ethiopia,Oromia,Ilubabor
609,2015-04-01,2.0,Ethiopia,Somali,Korahe
626,2015-04-01,2.0,Ethiopia,Somali,Shebelle
631,2015-04-01,2.0,Ethiopia,Oromia,East Hararge
635,2015-04-01,2.0,Ethiopia,Somali,Nogob
636,2015-04-01,2.0,Ethiopia,Somali,Dollo
624,2015-04-01,2.0,Ethiopia,Afar,Fanti
633,2015-04-01,2.0,Ethiopia,Afar,Kilbati
602,2015-04-01,2.0,Ethiopia,Dire Dawa,Dire Dawa
2182,2015-04-01,1.0,Ethiopia,Harari,Harari
2163,2015-04-01,1.0,Ethiopia,SNNPR,Sheka
2169,2015-04-01,1.0,Ethiopia,Amhara,Awi
2191,2015-04-01,1.0,Ethiopia,Gambela,Mezhenger
2219,2015-04-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
2225,2015-04-01,1.0,Ethiopia,Addis Ababa,Region 14
637,2015-07-01,2.0,Ethiopia,SNNPR,Segen
3613,2015-07-01,2.0,Ethiopia,Oromia,Borena
2236,2015-07-01,1.0,Ethiopia,SNNPR,Sidama
2468,2015-07-01,3.0,Ethiopia,SNNPR,Gamo Gofa
2249,2015-07-01,1.0,Ethiopia,SNNPR,Gedeo
669,2015-07-01,2.0,Ethiopia,SNNPR,South Omo
2481,2015-07-01,3.0,Ethiopia,Oromia,West Arsi
2484,2015-07-01,3.0,Ethiopia,SNNPR,Wolayita
638,2015-07-01,2.0,Ethiopia,Oromia,Bale
641,2015-07-01,2.0,Ethiopia,Somali,Afder
2463,2015-07-01,3.0,Ethiopia,SNNPR,Alaba
643,2015-07-01,2.0,Ethiopia,Oromia,Arsi
2240,2015-07-01,1.0,Ethiopia,SNNPR,Basketo
2241,2015-07-01,1.0,Ethiopia,SNNPR,Bench Maji
3617,2015-07-01,2.0,Ethiopia,Tigray,Central Tigray
2243,2015-07-01,1.0,Ethiopia,SNNPR,Dawro
2245,2015-07-01,1.0,Ethiopia,Amhara,East Gojam
2246,2015-07-01,1.0,Ethiopia,Oromia,East Shewa
2247,2015-07-01,1.0,Ethiopia,Oromia,East Wellega
2250,2015-07-01,1.0,Ethiopia,Oromia,Gujii
2251,2015-07-01,1.0,Ethiopia,SNNPR,Gurage
2252,2015-07-01,1.0,Ethiopia,Oromia,Horo Guduru
657,2015-07-01,2.0,Ethiopia,Somali,Fafan
2254,2015-07-01,1.0,Ethiopia,Oromia,Jimma
659,2015-07-01,2.0,Ethiopia,SNNPR,Kembata Tembaro
2256,2015-07-01,1.0,Ethiopia,SNNPR,Keffa
2257,2015-07-01,1.0,Ethiopia,Oromia,Kelem
2258,2015-07-01,1.0,Ethiopia,SNNPR,Konta
3627,2015-07-01,2.0,Ethiopia,Somali,Liben
2260,2015-07-01,1.0,Ethiopia,Amhara,North Shewa
