,date,ADMIN0,ADMIN1,ADMIN2,ML2
6095,2009-10-01,Ethiopia,Oromia,South West Shewa,1.0
6097,2009-10-01,Ethiopia,Amhara,North Gondar,1.0
4062,2009-10-01,Ethiopia,SNNPR,Hadiya,2.0
4064,2009-10-01,Ethiopia,SNNPR,Silltie,2.0
214,2009-10-01,Ethiopia,Somali,Dollo,3.0
6087,2009-10-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
6090,2009-10-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
6092,2009-10-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
6093,2009-10-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
6068,2009-10-01,Ethiopia,Oromia,Ilubabor,1.0
208,2009-10-01,Ethiopia,Gambela,Itang,3.0
6050,2009-10-01,Ethiopia,SNNPR,Sheka,1.0
6055,2009-10-01,Ethiopia,Amhara,Awi,1.0
6071,2009-10-01,Ethiopia,Oromia,Kelem,1.0
6073,2009-10-01,Ethiopia,Gambela,Mezhenger,1.0
6079,2009-10-01,Ethiopia,Amhara,West Gojam,1.0
6081,2009-10-01,Ethiopia,Oromia,West Wellega,1.0
6083,2009-10-01,Ethiopia,SNNPR,Yem,1.0
6088,2009-10-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6714,2009-10-01,Ethiopia,Addis Ababa,Region 14,99.0
429,2010-01-01,Ethiopia,SNNPR,Segen,4.0
216,2010-01-01,Ethiopia,Oromia,Bale,3.0
217,2010-01-01,Ethiopia,Oromia,Borena,3.0
218,2010-01-01,Ethiopia,SNNPR,Sidama,3.0
219,2010-01-01,Ethiopia,Somali,Afder,3.0
5962,2010-01-01,Ethiopia,SNNPR,Basketo,1.0
4075,2010-01-01,Ethiopia,SNNPR,Bench Maji,2.0
228,2010-01-01,Ethiopia,SNNPR,Gamo Gofa,3.0
229,2010-01-01,Ethiopia,SNNPR,Gedeo,3.0
230,2010-01-01,Ethiopia,Oromia,Gujii,3.0
5975,2010-01-01,Ethiopia,SNNPR,Keffa,1.0
5977,2010-01-01,Ethiopia,SNNPR,Konta,1.0
237,2010-01-01,Ethiopia,Somali,Liben,3.0
449,2010-01-01,Ethiopia,Amhara,North Wollo,4.0
450,2010-01-01,Ethiopia,Gambela,Nuer,4.0
241,2010-01-01,Ethiopia,Amhara,Oromia,3.0
4099,2010-01-01,Ethiopia,Amhara,South Gondar,2.0
4100,2010-01-01,Ethiopia,SNNPR,South Omo,2.0
245,2010-01-01,Ethiopia,Amhara,South Wollo,3.0
456,2010-01-01,Ethiopia,Tigray,South Tigray,4.0
457,2010-01-01,Ethiopia,Amhara,Wag Himra,4.0
5983,2010-01-01,Ethiopia,Oromia,West Arsi,1.0
459,2010-01-01,Ethiopia,Oromia,West Hararge,4.0
254,2010-01-01,Ethiopia,Afar,Awusi,3.0
256,2010-01-01,Ethiopia,Afar,Fanti,3.0
258,2010-01-01,Ethiopia,Somali,Shebelle,3.0
468,2010-01-01,Ethiopia,Gambela,Agniwak,4.0
469,2010-01-01,Ethiopia,Oromia,East Hararge,4.0
263,2010-01-01,Ethiopia,Tigray,East Tigray,3.0
265,2010-01-01,Ethiopia,Afar,Kilbati,3.0
268,2010-01-01,Ethiopia,Somali,Nogob,3.0
434,2010-01-01,Ethiopia,SNNPR,Alaba,4.0
4073,2010-01-01,Ethiopia,Oromia,Arsi,2.0
222,2010-01-01,Ethiopia,Tigray,Central Tigray,3.0
4077,2010-01-01,Ethiopia,SNNPR,Dawro,2.0
224,2010-01-01,Ethiopia,Somali,Jarar,3.0
225,2010-01-01,Ethiopia,Dire Dawa,Dire Dawa,3.0
5965,2010-01-01,Ethiopia,Amhara,East Gojam,1.0
5966,2010-01-01,Ethiopia,Oromia,East Shewa,1.0
5967,2010-01-01,Ethiopia,Oromia,East Wellega,1.0
4084,2010-01-01,Ethiopia,SNNPR,Gurage,2.0
232,2010-01-01,Ethiopia,Harari,Harari,3.0
5972,2010-01-01,Ethiopia,Oromia,Horo Guduru,1.0
234,2010-01-01,Ethiopia,Somali,Fafan,3.0
5974,2010-01-01,Ethiopia,Oromia,Jimma,1.0
4089,2010-01-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
236,2010-01-01,Ethiopia,Somali,Korahe,3.0
238,2010-01-01,Ethiopia,Amhara,North Shewa,3.0
452,2010-01-01,Ethiopia,Somali,Sitti,4.0
247,2010-01-01,Ethiopia,Amhara,Argoba,3.0
251,2010-01-01,Ethiopia,Oromia,West Shewa,3.0
5987,2010-01-01,Ethiopia,Tigray,West Tigray,1.0
253,2010-01-01,Ethiopia,SNNPR,Wolayita,3.0
462,2010-01-01,Ethiopia,Afar,Gabi,4.0
257,2010-01-01,Ethiopia,Afar,Khari,3.0
4112,2010-01-01,Ethiopia,Tigray,Northwest Tigray,2.0
5998,2010-01-01,Ethiopia,Oromia,South West Shewa,1.0
5999,2010-01-01,Ethiopia,Amhara,North Gondar,1.0
4121,2010-01-01,Ethiopia,SNNPR,Hadiya,2.0
269,2010-01-01,Ethiopia,SNNPR,Silltie,3.0
270,2010-01-01,Ethiopia,Somali,Dollo,3.0
4114,2010-01-01,Ethiopia,Benshangul Gumuz,Mao-Komo,2.0
4116,2010-01-01,Ethiopia,Benshangul Gumuz,Asosa,2.0
4117,2010-01-01,Ethiopia,Benshangul Gumuz,Kemashi,2.0
5996,2010-01-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
5973,2010-01-01,Ethiopia,Oromia,Ilubabor,1.0
467,2010-01-01,Ethiopia,Gambela,Itang,4.0
5956,2010-01-01,Ethiopia,SNNPR,Sheka,1.0
5961,2010-01-01,Ethiopia,Amhara,Awi,1.0
5976,2010-01-01,Ethiopia,Oromia,Kelem,1.0
5978,2010-01-01,Ethiopia,Gambela,Mezhenger,1.0
5984,2010-01-01,Ethiopia,Amhara,West Gojam,1.0
5986,2010-01-01,Ethiopia,Oromia,West Wellega,1.0
5988,2010-01-01,Ethiopia,SNNPR,Yem,1.0
5992,2010-01-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6725,2010-01-01,Ethiopia,Addis Ababa,Region 14,99.0
339,2012-07-01,Ethiopia,SNNPR,Segen,2.0
340,2012-07-01,Ethiopia,Oromia,Bale,2.0
341,2012-07-01,Ethiopia,Oromia,Borena,2.0
3625,2012-07-01,Ethiopia,SNNPR,Sidama,2.0
343,2012-07-01,Ethiopia,Somali,Afder,2.0
5470,2012-07-01,Ethiopia,SNNPR,Basketo,1.0
5471,2012-07-01,Ethiopia,SNNPR,Bench Maji,1.0
351,2012-07-01,Ethiopia,SNNPR,Gamo Gofa,2.0
3637,2012-07-01,Ethiopia,SNNPR,Gedeo,2.0
353,2012-07-01,Ethiopia,Oromia,Gujii,2.0
5485,2012-07-01,Ethiopia,SNNPR,Keffa,1.0
5487,2012-07-01,Ethiopia,SNNPR,Konta,1.0
360,2012-07-01,Ethiopia,Somali,Liben,2.0
6107,2012-07-01,Ethiopia,Amhara,North Wollo,3.0
5491,2012-07-01,Ethiopia,Gambela,Nuer,1.0
5492,2012-07-01,Ethiopia,Amhara,Oromia,1.0
5493,2012-07-01,Ethiopia,Amhara,South Gondar,1.0
3653,2012-07-01,Ethiopia,SNNPR,South Omo,2.0
3654,2012-07-01,Ethiopia,Amhara,South Wollo,2.0
3655,2012-07-01,Ethiopia,Tigray,South Tigray,2.0
6408,2012-07-01,Ethiopia,Amhara,Wag Himra,3.0
5499,2012-07-01,Ethiopia,Oromia,West Arsi,1.0
3658,2012-07-01,Ethiopia,Oromia,West Hararge,2.0
6116,2012-07-01,Ethiopia,Afar,Awusi,3.0
3663,2012-07-01,Ethiopia,Afar,Fanti,2.0
368,2012-07-01,Ethiopia,Somali,Shebelle,2.0
5514,2012-07-01,Ethiopia,Gambela,Agniwak,1.0
3671,2012-07-01,Ethiopia,Oromia,East Hararge,2.0
6410,2012-07-01,Ethiopia,Tigray,East Tigray,3.0
3676,2012-07-01,Ethiopia,Afar,Kilbati,2.0
371,2012-07-01,Ethiopia,Somali,Nogob,2.0
3627,2012-07-01,Ethiopia,SNNPR,Alaba,2.0
5468,2012-07-01,Ethiopia,Oromia,Arsi,1.0
3631,2012-07-01,Ethiopia,Tigray,Central Tigray,2.0
5473,2012-07-01,Ethiopia,SNNPR,Dawro,1.0
349,2012-07-01,Ethiopia,Somali,Jarar,2.0
6337,2012-07-01,Ethiopia,Dire Dawa,Dire Dawa,99.0
5474,2012-07-01,Ethiopia,Amhara,East Gojam,1.0
5475,2012-07-01,Ethiopia,Oromia,East Shewa,1.0
5476,2012-07-01,Ethiopia,Oromia,East Wellega,1.0
5480,2012-07-01,Ethiopia,SNNPR,Gurage,1.0
6339,2012-07-01,Ethiopia,Harari,Harari,99.0
5481,2012-07-01,Ethiopia,Oromia,Horo Guduru,1.0
3641,2012-07-01,Ethiopia,Somali,Fafan,2.0
5483,2012-07-01,Ethiopia,Oromia,Jimma,1.0
357,2012-07-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
359,2012-07-01,Ethiopia,Somali,Korahe,2.0
5489,2012-07-01,Ethiopia,Amhara,North Shewa,1.0
6109,2012-07-01,Ethiopia,Somali,Sitti,3.0
5497,2012-07-01,Ethiopia,Amhara,Argoba,1.0
5502,2012-07-01,Ethiopia,Oromia,West Shewa,1.0
5504,2012-07-01,Ethiopia,Tigray,West Tigray,1.0
365,2012-07-01,Ethiopia,SNNPR,Wolayita,2.0
3662,2012-07-01,Ethiopia,Afar,Gabi,2.0
3664,2012-07-01,Ethiopia,Afar,Khari,2.0
5510,2012-07-01,Ethiopia,Tigray,Northwest Tigray,1.0
5520,2012-07-01,Ethiopia,Oromia,South West Shewa,1.0
5521,2012-07-01,Ethiopia,Amhara,North Gondar,1.0
370,2012-07-01,Ethiopia,SNNPR,Hadiya,2.0
3680,2012-07-01,Ethiopia,SNNPR,Silltie,2.0
373,2012-07-01,Ethiopia,Somali,Dollo,2.0
5512,2012-07-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
5515,2012-07-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
5517,2012-07-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
5518,2012-07-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
5482,2012-07-01,Ethiopia,Oromia,Ilubabor,1.0
5511,2012-07-01,Ethiopia,Gambela,Itang,1.0
5464,2012-07-01,Ethiopia,SNNPR,Sheka,1.0
5469,2012-07-01,Ethiopia,Amhara,Awi,1.0
5486,2012-07-01,Ethiopia,Oromia,Kelem,1.0
5488,2012-07-01,Ethiopia,Gambela,Mezhenger,1.0
5500,2012-07-01,Ethiopia,Amhara,West Gojam,1.0
5503,2012-07-01,Ethiopia,Oromia,West Wellega,1.0
5506,2012-07-01,Ethiopia,SNNPR,Yem,1.0
5513,2012-07-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6344,2012-07-01,Ethiopia,Addis Ababa,Region 14,99.0
535,2012-10-01,Ethiopia,SNNPR,Segen,3.0
375,2012-10-01,Ethiopia,Oromia,Bale,2.0
376,2012-10-01,Ethiopia,Oromia,Borena,2.0
4127,2012-10-01,Ethiopia,SNNPR,Sidama,3.0
378,2012-10-01,Ethiopia,Somali,Afder,2.0
4960,2012-10-01,Ethiopia,SNNPR,Basketo,1.0
4961,2012-10-01,Ethiopia,SNNPR,Bench Maji,1.0
4137,2012-10-01,Ethiopia,SNNPR,Gamo Gofa,3.0
388,2012-10-01,Ethiopia,SNNPR,Gedeo,2.0
389,2012-10-01,Ethiopia,Oromia,Gujii,2.0
4973,2012-10-01,Ethiopia,SNNPR,Keffa,1.0
4975,2012-10-01,Ethiopia,SNNPR,Konta,1.0
4145,2012-10-01,Ethiopia,Somali,Liben,3.0
4146,2012-10-01,Ethiopia,Amhara,North Wollo,3.0
4978,2012-10-01,Ethiopia,Gambela,Nuer,1.0
400,2012-10-01,Ethiopia,Amhara,Oromia,2.0
402,2012-10-01,Ethiopia,Amhara,South Gondar,2.0
403,2012-10-01,Ethiopia,SNNPR,South Omo,2.0
404,2012-10-01,Ethiopia,Amhara,South Wollo,2.0
4152,2012-10-01,Ethiopia,Tigray,South Tigray,3.0
547,2012-10-01,Ethiopia,Amhara,Wag Himra,3.0
4982,2012-10-01,Ethiopia,Oromia,West Arsi,1.0
4156,2012-10-01,Ethiopia,Oromia,West Hararge,3.0
4159,2012-10-01,Ethiopia,Afar,Awusi,3.0
415,2012-10-01,Ethiopia,Afar,Fanti,2.0
4163,2012-10-01,Ethiopia,Somali,Shebelle,3.0
4996,2012-10-01,Ethiopia,Gambela,Agniwak,1.0
4166,2012-10-01,Ethiopia,Oromia,East Hararge,3.0
551,2012-10-01,Ethiopia,Tigray,East Tigray,3.0
4169,2012-10-01,Ethiopia,Afar,Kilbati,3.0
425,2012-10-01,Ethiopia,Somali,Nogob,2.0
4129,2012-10-01,Ethiopia,SNNPR,Alaba,3.0
4958,2012-10-01,Ethiopia,Oromia,Arsi,1.0
382,2012-10-01,Ethiopia,Tigray,Central Tigray,2.0
4962,2012-10-01,Ethiopia,SNNPR,Dawro,1.0
384,2012-10-01,Ethiopia,Somali,Jarar,2.0
4135,2012-10-01,Ethiopia,Dire Dawa,Dire Dawa,3.0
4963,2012-10-01,Ethiopia,Amhara,East Gojam,1.0
4964,2012-10-01,Ethiopia,Oromia,East Shewa,1.0
4965,2012-10-01,Ethiopia,Oromia,East Wellega,1.0
4968,2012-10-01,Ethiopia,SNNPR,Gurage,1.0
6688,2012-10-01,Ethiopia,Harari,Harari,99.0
4969,2012-10-01,Ethiopia,Oromia,Horo Guduru,1.0
391,2012-10-01,Ethiopia,Somali,Fafan,2.0
4971,2012-10-01,Ethiopia,Oromia,Jimma,1.0
542,2012-10-01,Ethiopia,SNNPR,Kembata Tembaro,3.0
396,2012-10-01,Ethiopia,Somali,Korahe,2.0
4977,2012-10-01,Ethiopia,Amhara,North Shewa,1.0
4148,2012-10-01,Ethiopia,Somali,Sitti,3.0
406,2012-10-01,Ethiopia,Amhara,Argoba,2.0
4985,2012-10-01,Ethiopia,Oromia,West Shewa,1.0
4987,2012-10-01,Ethiopia,Tigray,West Tigray,1.0
549,2012-10-01,Ethiopia,SNNPR,Wolayita,3.0
4160,2012-10-01,Ethiopia,Afar,Gabi,3.0
416,2012-10-01,Ethiopia,Afar,Khari,2.0
418,2012-10-01,Ethiopia,Tigray,Northwest Tigray,2.0
5001,2012-10-01,Ethiopia,Oromia,South West Shewa,1.0
5002,2012-10-01,Ethiopia,Amhara,North Gondar,1.0
424,2012-10-01,Ethiopia,SNNPR,Hadiya,2.0
426,2012-10-01,Ethiopia,SNNPR,Silltie,2.0
427,2012-10-01,Ethiopia,Somali,Dollo,2.0
4994,2012-10-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
4997,2012-10-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
4998,2012-10-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
4999,2012-10-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
4970,2012-10-01,Ethiopia,Oromia,Ilubabor,1.0
4993,2012-10-01,Ethiopia,Gambela,Itang,1.0
4956,2012-10-01,Ethiopia,SNNPR,Sheka,1.0
4959,2012-10-01,Ethiopia,Amhara,Awi,1.0
4974,2012-10-01,Ethiopia,Oromia,Kelem,1.0
4976,2012-10-01,Ethiopia,Gambela,Mezhenger,1.0
4983,2012-10-01,Ethiopia,Amhara,West Gojam,1.0
4986,2012-10-01,Ethiopia,Oromia,West Wellega,1.0
4989,2012-10-01,Ethiopia,SNNPR,Yem,1.0
4995,2012-10-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6692,2012-10-01,Ethiopia,Addis Ababa,Region 14,99.0
942,2014-10-01,Ethiopia,SNNPR,Segen,1.0
943,2014-10-01,Ethiopia,Oromia,Bale,1.0
479,2014-10-01,Ethiopia,Oromia,Borena,2.0
946,2014-10-01,Ethiopia,SNNPR,Sidama,1.0
481,2014-10-01,Ethiopia,Somali,Afder,2.0
951,2014-10-01,Ethiopia,SNNPR,Basketo,1.0
952,2014-10-01,Ethiopia,SNNPR,Bench Maji,1.0
491,2014-10-01,Ethiopia,SNNPR,Gamo Gofa,2.0
961,2014-10-01,Ethiopia,SNNPR,Gedeo,1.0
493,2014-10-01,Ethiopia,Oromia,Gujii,2.0
970,2014-10-01,Ethiopia,SNNPR,Keffa,1.0
972,2014-10-01,Ethiopia,SNNPR,Konta,1.0
500,2014-10-01,Ethiopia,Somali,Liben,2.0
502,2014-10-01,Ethiopia,Amhara,North Wollo,2.0
978,2014-10-01,Ethiopia,Gambela,Nuer,1.0
979,2014-10-01,Ethiopia,Amhara,Oromia,1.0
981,2014-10-01,Ethiopia,Amhara,South Gondar,1.0
507,2014-10-01,Ethiopia,SNNPR,South Omo,2.0
508,2014-10-01,Ethiopia,Amhara,South Wollo,2.0
509,2014-10-01,Ethiopia,Tigray,South Tigray,2.0
511,2014-10-01,Ethiopia,Amhara,Wag Himra,2.0
987,2014-10-01,Ethiopia,Oromia,West Arsi,1.0
4726,2014-10-01,Ethiopia,Oromia,West Hararge,3.0
516,2014-10-01,Ethiopia,Afar,Awusi,2.0
518,2014-10-01,Ethiopia,Afar,Fanti,2.0
520,2014-10-01,Ethiopia,Somali,Shebelle,2.0
1003,2014-10-01,Ethiopia,Gambela,Agniwak,1.0
526,2014-10-01,Ethiopia,Oromia,East Hararge,2.0
527,2014-10-01,Ethiopia,Tigray,East Tigray,2.0
529,2014-10-01,Ethiopia,Afar,Kilbati,2.0
532,2014-10-01,Ethiopia,Somali,Nogob,2.0
482,2014-10-01,Ethiopia,SNNPR,Alaba,2.0
949,2014-10-01,Ethiopia,Oromia,Arsi,1.0
953,2014-10-01,Ethiopia,Tigray,Central Tigray,1.0
954,2014-10-01,Ethiopia,SNNPR,Dawro,1.0
487,2014-10-01,Ethiopia,Somali,Jarar,2.0
488,2014-10-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
957,2014-10-01,Ethiopia,Amhara,East Gojam,1.0
958,2014-10-01,Ethiopia,Oromia,East Shewa,1.0
959,2014-10-01,Ethiopia,Oromia,East Wellega,1.0
963,2014-10-01,Ethiopia,SNNPR,Gurage,1.0
964,2014-10-01,Ethiopia,Harari,Harari,1.0
965,2014-10-01,Ethiopia,Oromia,Horo Guduru,1.0
496,2014-10-01,Ethiopia,Somali,Fafan,2.0
968,2014-10-01,Ethiopia,Oromia,Jimma,1.0
969,2014-10-01,Ethiopia,SNNPR,Kembata Tembaro,1.0
499,2014-10-01,Ethiopia,Somali,Korahe,2.0
1016,2014-10-01,Ethiopia,Oromia,North Shewa,1.0
505,2014-10-01,Ethiopia,Somali,Sitti,2.0
985,2014-10-01,Ethiopia,Amhara,Argoba,1.0
990,2014-10-01,Ethiopia,Oromia,West Shewa,1.0
992,2014-10-01,Ethiopia,Tigray,West Tigray,1.0
515,2014-10-01,Ethiopia,SNNPR,Wolayita,2.0
4729,2014-10-01,Ethiopia,Afar,Gabi,3.0
519,2014-10-01,Ethiopia,Afar,Khari,2.0
999,2014-10-01,Ethiopia,Tigray,Northwest Tigray,1.0
1010,2014-10-01,Ethiopia,Oromia,South West Shewa,1.0
1011,2014-10-01,Ethiopia,Amhara,North Gondar,1.0
1012,2014-10-01,Ethiopia,SNNPR,Hadiya,1.0
1014,2014-10-01,Ethiopia,SNNPR,Silltie,1.0
534,2014-10-01,Ethiopia,Somali,Dollo,2.0
1001,2014-10-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
1004,2014-10-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
1007,2014-10-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
1008,2014-10-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
966,2014-10-01,Ethiopia,Oromia,Ilubabor,1.0
1000,2014-10-01,Ethiopia,Gambela,Itang,1.0
944,2014-10-01,Ethiopia,SNNPR,Sheka,1.0
950,2014-10-01,Ethiopia,Amhara,Awi,1.0
971,2014-10-01,Ethiopia,Oromia,Kelem,1.0
975,2014-10-01,Ethiopia,Gambela,Mezhenger,1.0
988,2014-10-01,Ethiopia,Amhara,West Gojam,1.0
991,2014-10-01,Ethiopia,Oromia,West Wellega,1.0
994,2014-10-01,Ethiopia,SNNPR,Yem,1.0
1002,2014-10-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
1009,2014-10-01,Ethiopia,Addis Ababa,Region 14,1.0
556,2012-04-01,Ethiopia,SNNPR,Segen,3.0
2045,2012-04-01,Ethiopia,Oromia,Bale,3.0
558,2012-04-01,Ethiopia,Oromia,Borena,3.0
3556,2012-04-01,Ethiopia,SNNPR,Sidama,2.0
559,2012-04-01,Ethiopia,Somali,Afder,3.0
3561,2012-04-01,Ethiopia,SNNPR,Basketo,2.0
5418,2012-04-01,Ethiopia,SNNPR,Bench Maji,1.0
3569,2012-04-01,Ethiopia,SNNPR,Gamo Gofa,2.0
3570,2012-04-01,Ethiopia,SNNPR,Gedeo,2.0
566,2012-04-01,Ethiopia,Oromia,Gujii,3.0
5431,2012-04-01,Ethiopia,SNNPR,Keffa,1.0
5433,2012-04-01,Ethiopia,SNNPR,Konta,1.0
569,2012-04-01,Ethiopia,Somali,Liben,3.0
570,2012-04-01,Ethiopia,Amhara,North Wollo,3.0
3585,2012-04-01,Ethiopia,Gambela,Nuer,2.0
3586,2012-04-01,Ethiopia,Amhara,Oromia,2.0
3588,2012-04-01,Ethiopia,Amhara,South Gondar,2.0
573,2012-04-01,Ethiopia,SNNPR,South Omo,3.0
3590,2012-04-01,Ethiopia,Amhara,South Wollo,2.0
3591,2012-04-01,Ethiopia,Tigray,South Tigray,2.0
576,2012-04-01,Ethiopia,Amhara,Wag Himra,3.0
5440,2012-04-01,Ethiopia,Oromia,West Arsi,1.0
2069,2012-04-01,Ethiopia,Oromia,West Hararge,3.0
3600,2012-04-01,Ethiopia,Afar,Awusi,2.0
3602,2012-04-01,Ethiopia,Afar,Fanti,2.0
579,2012-04-01,Ethiopia,Somali,Shebelle,3.0
5453,2012-04-01,Ethiopia,Gambela,Agniwak,1.0
3610,2012-04-01,Ethiopia,Oromia,East Hararge,2.0
3611,2012-04-01,Ethiopia,Tigray,East Tigray,2.0
3615,2012-04-01,Ethiopia,Afar,Kilbati,2.0
583,2012-04-01,Ethiopia,Somali,Nogob,3.0
2049,2012-04-01,Ethiopia,SNNPR,Alaba,3.0
3559,2012-04-01,Ethiopia,Oromia,Arsi,2.0
3563,2012-04-01,Ethiopia,Tigray,Central Tigray,2.0
5419,2012-04-01,Ethiopia,SNNPR,Dawro,1.0
562,2012-04-01,Ethiopia,Somali,Jarar,3.0
6673,2012-04-01,Ethiopia,Dire Dawa,Dire Dawa,99.0
5420,2012-04-01,Ethiopia,Amhara,East Gojam,1.0
5421,2012-04-01,Ethiopia,Oromia,East Shewa,1.0
5422,2012-04-01,Ethiopia,Oromia,East Wellega,1.0
5426,2012-04-01,Ethiopia,SNNPR,Gurage,1.0
6675,2012-04-01,Ethiopia,Harari,Harari,99.0
5427,2012-04-01,Ethiopia,Oromia,Horo Guduru,1.0
3575,2012-04-01,Ethiopia,Somali,Fafan,2.0
5429,2012-04-01,Ethiopia,Oromia,Jimma,1.0
3577,2012-04-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
568,2012-04-01,Ethiopia,Somali,Korahe,3.0
3583,2012-04-01,Ethiopia,Amhara,North Shewa,2.0
3587,2012-04-01,Ethiopia,Somali,Sitti,2.0
3592,2012-04-01,Ethiopia,Amhara,Argoba,2.0
5443,2012-04-01,Ethiopia,Oromia,West Shewa,1.0
5445,2012-04-01,Ethiopia,Tigray,West Tigray,1.0
3598,2012-04-01,Ethiopia,SNNPR,Wolayita,2.0
3601,2012-04-01,Ethiopia,Afar,Gabi,2.0
3603,2012-04-01,Ethiopia,Afar,Khari,2.0
3605,2012-04-01,Ethiopia,Tigray,Northwest Tigray,2.0
5458,2012-04-01,Ethiopia,Oromia,South West Shewa,1.0
5459,2012-04-01,Ethiopia,Amhara,North Gondar,1.0
3617,2012-04-01,Ethiopia,SNNPR,Hadiya,2.0
3619,2012-04-01,Ethiopia,SNNPR,Silltie,2.0
584,2012-04-01,Ethiopia,Somali,Dollo,3.0
5451,2012-04-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
5454,2012-04-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
5455,2012-04-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
5456,2012-04-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
5428,2012-04-01,Ethiopia,Oromia,Ilubabor,1.0
5450,2012-04-01,Ethiopia,Gambela,Itang,1.0
5414,2012-04-01,Ethiopia,SNNPR,Sheka,1.0
5417,2012-04-01,Ethiopia,Amhara,Awi,1.0
5432,2012-04-01,Ethiopia,Oromia,Kelem,1.0
5434,2012-04-01,Ethiopia,Gambela,Mezhenger,1.0
5441,2012-04-01,Ethiopia,Amhara,West Gojam,1.0
5444,2012-04-01,Ethiopia,Oromia,West Wellega,1.0
6730,2012-04-01,Ethiopia,SNNPR,Yem,1.0
5452,2012-04-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6683,2012-04-01,Ethiopia,Addis Ababa,Region 14,99.0
2802,2015-01-01,Ethiopia,SNNPR,Segen,1.0
2803,2015-01-01,Ethiopia,Oromia,Bale,1.0
587,2015-01-01,Ethiopia,Oromia,Borena,2.0
2806,2015-01-01,Ethiopia,SNNPR,Sidama,1.0
588,2015-01-01,Ethiopia,Somali,Afder,2.0
2811,2015-01-01,Ethiopia,SNNPR,Basketo,1.0
2812,2015-01-01,Ethiopia,SNNPR,Bench Maji,1.0
738,2015-01-01,Ethiopia,SNNPR,Gamo Gofa,2.0
2820,2015-01-01,Ethiopia,SNNPR,Gedeo,1.0
2821,2015-01-01,Ethiopia,Oromia,Gujii,1.0
2828,2015-01-01,Ethiopia,SNNPR,Keffa,1.0
2830,2015-01-01,Ethiopia,SNNPR,Konta,1.0
600,2015-01-01,Ethiopia,Somali,Liben,2.0
602,2015-01-01,Ethiopia,Amhara,North Wollo,2.0
2835,2015-01-01,Ethiopia,Gambela,Nuer,1.0
2836,2015-01-01,Ethiopia,Amhara,Oromia,1.0
2838,2015-01-01,Ethiopia,Amhara,South Gondar,1.0
606,2015-01-01,Ethiopia,SNNPR,South Omo,2.0
2840,2015-01-01,Ethiopia,Amhara,South Wollo,1.0
608,2015-01-01,Ethiopia,Tigray,South Tigray,2.0
5075,2015-01-01,Ethiopia,Amhara,Wag Himra,3.0
752,2015-01-01,Ethiopia,Oromia,West Arsi,2.0
5077,2015-01-01,Ethiopia,Oromia,West Hararge,3.0
612,2015-01-01,Ethiopia,Afar,Awusi,2.0
614,2015-01-01,Ethiopia,Afar,Fanti,2.0
616,2015-01-01,Ethiopia,Somali,Shebelle,2.0
2861,2015-01-01,Ethiopia,Gambela,Agniwak,1.0
621,2015-01-01,Ethiopia,Oromia,East Hararge,2.0
622,2015-01-01,Ethiopia,Tigray,East Tigray,2.0
623,2015-01-01,Ethiopia,Afar,Kilbati,2.0
624,2015-01-01,Ethiopia,Somali,Nogob,2.0
734,2015-01-01,Ethiopia,SNNPR,Alaba,2.0
589,2015-01-01,Ethiopia,Oromia,Arsi,2.0
2813,2015-01-01,Ethiopia,Tigray,Central Tigray,1.0
2814,2015-01-01,Ethiopia,SNNPR,Dawro,1.0
592,2015-01-01,Ethiopia,Somali,Jarar,2.0
593,2015-01-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
2816,2015-01-01,Ethiopia,Amhara,East Gojam,1.0
2817,2015-01-01,Ethiopia,Oromia,East Shewa,1.0
2818,2015-01-01,Ethiopia,Oromia,East Wellega,1.0
