,date,ADMIN0,ADMIN1,ADMIN2,ML2
2822,2015-01-01,Ethiopia,SNNPR,Gurage,1.0
2823,2015-01-01,Ethiopia,Harari,Harari,1.0
2824,2015-01-01,Ethiopia,Oromia,Horo Guduru,1.0
598,2015-01-01,Ethiopia,Somali,Fafan,2.0
2826,2015-01-01,Ethiopia,Oromia,Jimma,1.0
2827,2015-01-01,Ethiopia,SNNPR,Kembata Tembaro,1.0
599,2015-01-01,Ethiopia,Somali,Korahe,2.0
2833,2015-01-01,Ethiopia,Amhara,North Shewa,1.0
604,2015-01-01,Ethiopia,Somali,Sitti,2.0
2842,2015-01-01,Ethiopia,Amhara,Argoba,1.0
2847,2015-01-01,Ethiopia,Oromia,West Shewa,1.0
2849,2015-01-01,Ethiopia,Tigray,West Tigray,1.0
754,2015-01-01,Ethiopia,SNNPR,Wolayita,2.0
613,2015-01-01,Ethiopia,Afar,Gabi,2.0
615,2015-01-01,Ethiopia,Afar,Khari,2.0
2857,2015-01-01,Ethiopia,Tigray,Northwest Tigray,1.0
2868,2015-01-01,Ethiopia,Oromia,South West Shewa,1.0
2869,2015-01-01,Ethiopia,Amhara,North Gondar,1.0
2870,2015-01-01,Ethiopia,SNNPR,Hadiya,1.0
2872,2015-01-01,Ethiopia,SNNPR,Silltie,1.0
625,2015-01-01,Ethiopia,Somali,Dollo,2.0
2859,2015-01-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
2862,2015-01-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
2865,2015-01-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
2866,2015-01-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
2825,2015-01-01,Ethiopia,Oromia,Ilubabor,1.0
2858,2015-01-01,Ethiopia,Gambela,Itang,1.0
2804,2015-01-01,Ethiopia,SNNPR,Sheka,1.0
2810,2015-01-01,Ethiopia,Amhara,Awi,1.0
2829,2015-01-01,Ethiopia,Oromia,Kelem,1.0
2832,2015-01-01,Ethiopia,Gambela,Mezhenger,1.0
2845,2015-01-01,Ethiopia,Amhara,West Gojam,1.0
2848,2015-01-01,Ethiopia,Oromia,West Wellega,1.0
2851,2015-01-01,Ethiopia,SNNPR,Yem,1.0
2860,2015-01-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
2867,2015-01-01,Ethiopia,Addis Ababa,Region 14,1.0
1017,2015-04-01,Ethiopia,SNNPR,Segen,2.0
2934,2015-04-01,Ethiopia,Oromia,Bale,1.0
628,2015-04-01,Ethiopia,Oromia,Borena,3.0
2937,2015-04-01,Ethiopia,SNNPR,Sidama,1.0
1021,2015-04-01,Ethiopia,Somali,Afder,2.0
2941,2015-04-01,Ethiopia,SNNPR,Basketo,1.0
2942,2015-04-01,Ethiopia,SNNPR,Bench Maji,1.0
637,2015-04-01,Ethiopia,SNNPR,Gamo Gofa,3.0
2950,2015-04-01,Ethiopia,SNNPR,Gedeo,1.0
638,2015-04-01,Ethiopia,Oromia,Gujii,3.0
2958,2015-04-01,Ethiopia,SNNPR,Keffa,1.0
2960,2015-04-01,Ethiopia,SNNPR,Konta,1.0
1577,2015-04-01,Ethiopia,Somali,Liben,2.0
1579,2015-04-01,Ethiopia,Amhara,North Wollo,2.0
2963,2015-04-01,Ethiopia,Gambela,Nuer,1.0
1044,2015-04-01,Ethiopia,Amhara,Oromia,2.0
1046,2015-04-01,Ethiopia,Amhara,South Gondar,2.0
645,2015-04-01,Ethiopia,SNNPR,South Omo,3.0
1048,2015-04-01,Ethiopia,Amhara,South Wollo,2.0
1049,2015-04-01,Ethiopia,Tigray,South Tigray,2.0
647,2015-04-01,Ethiopia,Amhara,Wag Himra,3.0
648,2015-04-01,Ethiopia,Oromia,West Arsi,3.0
649,2015-04-01,Ethiopia,Oromia,West Hararge,3.0
1055,2015-04-01,Ethiopia,Afar,Awusi,2.0
1057,2015-04-01,Ethiopia,Afar,Fanti,2.0
1059,2015-04-01,Ethiopia,Somali,Shebelle,2.0
2983,2015-04-01,Ethiopia,Gambela,Agniwak,1.0
1065,2015-04-01,Ethiopia,Oromia,East Hararge,2.0
1066,2015-04-01,Ethiopia,Tigray,East Tigray,2.0
1067,2015-04-01,Ethiopia,Afar,Kilbati,2.0
1070,2015-04-01,Ethiopia,Somali,Nogob,2.0
1568,2015-04-01,Ethiopia,SNNPR,Alaba,2.0
1023,2015-04-01,Ethiopia,Oromia,Arsi,2.0
1026,2015-04-01,Ethiopia,Tigray,Central Tigray,2.0
2944,2015-04-01,Ethiopia,SNNPR,Dawro,1.0
1028,2015-04-01,Ethiopia,Somali,Jarar,2.0
1029,2015-04-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
2946,2015-04-01,Ethiopia,Amhara,East Gojam,1.0
2947,2015-04-01,Ethiopia,Oromia,East Shewa,1.0
2948,2015-04-01,Ethiopia,Oromia,East Wellega,1.0
2952,2015-04-01,Ethiopia,SNNPR,Gurage,1.0
2953,2015-04-01,Ethiopia,Harari,Harari,1.0
2954,2015-04-01,Ethiopia,Oromia,Horo Guduru,1.0
1036,2015-04-01,Ethiopia,Somali,Fafan,2.0
2956,2015-04-01,Ethiopia,Oromia,Jimma,1.0
1037,2015-04-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
1039,2015-04-01,Ethiopia,Somali,Korahe,2.0
2994,2015-04-01,Ethiopia,Oromia,North Shewa,1.0
1045,2015-04-01,Ethiopia,Somali,Sitti,2.0
1050,2015-04-01,Ethiopia,Amhara,Argoba,2.0
2971,2015-04-01,Ethiopia,Oromia,West Shewa,1.0
2973,2015-04-01,Ethiopia,Tigray,West Tigray,1.0
651,2015-04-01,Ethiopia,SNNPR,Wolayita,3.0
1590,2015-04-01,Ethiopia,Afar,Gabi,2.0
1058,2015-04-01,Ethiopia,Afar,Khari,2.0
2979,2015-04-01,Ethiopia,Tigray,Northwest Tigray,1.0
2989,2015-04-01,Ethiopia,Oromia,South West Shewa,1.0
2990,2015-04-01,Ethiopia,Amhara,North Gondar,1.0
2991,2015-04-01,Ethiopia,SNNPR,Hadiya,1.0
2993,2015-04-01,Ethiopia,SNNPR,Silltie,1.0
1072,2015-04-01,Ethiopia,Somali,Dollo,2.0
2981,2015-04-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
2984,2015-04-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
2986,2015-04-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
2987,2015-04-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
2955,2015-04-01,Ethiopia,Oromia,Ilubabor,1.0
2980,2015-04-01,Ethiopia,Gambela,Itang,1.0
2935,2015-04-01,Ethiopia,SNNPR,Sheka,1.0
2940,2015-04-01,Ethiopia,Amhara,Awi,1.0
2959,2015-04-01,Ethiopia,Oromia,Kelem,1.0
2961,2015-04-01,Ethiopia,Gambela,Mezhenger,1.0
2969,2015-04-01,Ethiopia,Amhara,West Gojam,1.0
2972,2015-04-01,Ethiopia,Oromia,West Wellega,1.0
2975,2015-04-01,Ethiopia,SNNPR,Yem,1.0
2982,2015-04-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
2988,2015-04-01,Ethiopia,Addis Ababa,Region 14,1.0
3311,2019-06-01,Ethiopia,SNNPR,Segen,1.0
665,2019-06-01,Ethiopia,Oromia,Bale,3.0
3429,2019-06-01,Ethiopia,Oromia,Borena,2.0
3315,2019-06-01,Ethiopia,SNNPR,Sidama,1.0
3431,2019-06-01,Ethiopia,Somali,Afder,2.0
3320,2019-06-01,Ethiopia,SNNPR,Basketo,1.0
3321,2019-06-01,Ethiopia,SNNPR,Bench Maji,1.0
3327,2019-06-01,Ethiopia,SNNPR,Gamo Gofa,1.0
673,2019-06-01,Ethiopia,SNNPR,Gedeo,3.0
674,2019-06-01,Ethiopia,Oromia,Gujii,3.0
3335,2019-06-01,Ethiopia,SNNPR,Keffa,1.0
3337,2019-06-01,Ethiopia,SNNPR,Konta,1.0
678,2019-06-01,Ethiopia,Somali,Liben,3.0
3340,2019-06-01,Ethiopia,Amhara,North Wollo,1.0
3341,2019-06-01,Ethiopia,Gambela,Nuer,1.0
3342,2019-06-01,Ethiopia,Amhara,Oromia,1.0
3343,2019-06-01,Ethiopia,Amhara,South Gondar,1.0
3458,2019-06-01,Ethiopia,SNNPR,South Omo,2.0
3345,2019-06-01,Ethiopia,Amhara,South Wollo,1.0
3346,2019-06-01,Ethiopia,Tigray,South Tigray,1.0
3460,2019-06-01,Ethiopia,Amhara,Wag Himra,2.0
3349,2019-06-01,Ethiopia,Oromia,West Arsi,1.0
3462,2019-06-01,Ethiopia,Oromia,West Hararge,2.0
3466,2019-06-01,Ethiopia,Afar,Awusi,2.0
3468,2019-06-01,Ethiopia,Afar,Fanti,2.0
686,2019-06-01,Ethiopia,Somali,Shebelle,3.0
3365,2019-06-01,Ethiopia,Gambela,Agniwak,1.0
688,2019-06-01,Ethiopia,Oromia,East Hararge,3.0
3367,2019-06-01,Ethiopia,Tigray,East Tigray,1.0
690,2019-06-01,Ethiopia,Afar,Kilbati,3.0
691,2019-06-01,Ethiopia,Somali,Nogob,3.0
3317,2019-06-01,Ethiopia,SNNPR,Alaba,1.0
3318,2019-06-01,Ethiopia,Oromia,Arsi,1.0
3322,2019-06-01,Ethiopia,Tigray,Central Tigray,1.0
3323,2019-06-01,Ethiopia,SNNPR,Dawro,1.0
671,2019-06-01,Ethiopia,Somali,Jarar,3.0
3438,2019-06-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
3324,2019-06-01,Ethiopia,Amhara,East Gojam,1.0
3325,2019-06-01,Ethiopia,Oromia,East Shewa,1.0
3326,2019-06-01,Ethiopia,Oromia,East Wellega,1.0
3330,2019-06-01,Ethiopia,SNNPR,Gurage,1.0
3445,2019-06-01,Ethiopia,Harari,Harari,2.0
3331,2019-06-01,Ethiopia,Oromia,Horo Guduru,1.0
3447,2019-06-01,Ethiopia,Somali,Fafan,2.0
3333,2019-06-01,Ethiopia,Oromia,Jimma,1.0
3334,2019-06-01,Ethiopia,SNNPR,Kembata Tembaro,1.0
677,2019-06-01,Ethiopia,Somali,Korahe,3.0
3339,2019-06-01,Ethiopia,Amhara,North Shewa,1.0
679,2019-06-01,Ethiopia,Somali,Sitti,3.0
3347,2019-06-01,Ethiopia,Amhara,Argoba,1.0
3352,2019-06-01,Ethiopia,Oromia,West Shewa,1.0
3354,2019-06-01,Ethiopia,Tigray,West Tigray,1.0
3355,2019-06-01,Ethiopia,SNNPR,Wolayita,1.0
3467,2019-06-01,Ethiopia,Afar,Gabi,2.0
3469,2019-06-01,Ethiopia,Afar,Khari,2.0
3361,2019-06-01,Ethiopia,Tigray,Northwest Tigray,1.0
3371,2019-06-01,Ethiopia,Oromia,South West Shewa,1.0
3373,2019-06-01,Ethiopia,Amhara,North Gondar,1.0
3374,2019-06-01,Ethiopia,SNNPR,Hadiya,1.0
3375,2019-06-01,Ethiopia,SNNPR,Silltie,1.0
3484,2019-06-01,Ethiopia,Somali,Dollo,2.0
3363,2019-06-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
3366,2019-06-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
3368,2019-06-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
3369,2019-06-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
3332,2019-06-01,Ethiopia,Oromia,Ilubabor,1.0
3362,2019-06-01,Ethiopia,Gambela,Itang,1.0
3313,2019-06-01,Ethiopia,SNNPR,Sheka,1.0
3319,2019-06-01,Ethiopia,Amhara,Awi,1.0
3336,2019-06-01,Ethiopia,Oromia,Kelem,1.0
3338,2019-06-01,Ethiopia,Gambela,Mezhenger,1.0
3350,2019-06-01,Ethiopia,Amhara,West Gojam,1.0
3353,2019-06-01,Ethiopia,Oromia,West Wellega,1.0
3356,2019-06-01,Ethiopia,SNNPR,Yem,1.0
3364,2019-06-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
3370,2019-06-01,Ethiopia,Addis Ababa,Region 14,1.0
693,2017-10-01,Ethiopia,SNNPR,Segen,3.0
694,2017-10-01,Ethiopia,Oromia,Bale,3.0
695,2017-10-01,Ethiopia,Oromia,Borena,3.0
1778,2017-10-01,Ethiopia,SNNPR,Sidama,2.0
5776,2017-10-01,Ethiopia,Somali,Afder,4.0
1782,2017-10-01,Ethiopia,SNNPR,Basketo,2.0
5179,2017-10-01,Ethiopia,SNNPR,Bench Maji,1.0
703,2017-10-01,Ethiopia,SNNPR,Gamo Gofa,3.0
704,2017-10-01,Ethiopia,SNNPR,Gedeo,3.0
1791,2017-10-01,Ethiopia,Oromia,Gujii,2.0
5193,2017-10-01,Ethiopia,SNNPR,Keffa,1.0
5195,2017-10-01,Ethiopia,SNNPR,Konta,1.0
707,2017-10-01,Ethiopia,Somali,Liben,3.0
1801,2017-10-01,Ethiopia,Amhara,North Wollo,2.0
5199,2017-10-01,Ethiopia,Gambela,Nuer,1.0
5200,2017-10-01,Ethiopia,Amhara,Oromia,1.0
5202,2017-10-01,Ethiopia,Amhara,South Gondar,1.0
712,2017-10-01,Ethiopia,SNNPR,South Omo,3.0
5204,2017-10-01,Ethiopia,Amhara,South Wollo,1.0
1807,2017-10-01,Ethiopia,Tigray,South Tigray,2.0
715,2017-10-01,Ethiopia,Amhara,Wag Himra,3.0
5208,2017-10-01,Ethiopia,Oromia,West Arsi,1.0
5210,2017-10-01,Ethiopia,Oromia,West Hararge,1.0
1814,2017-10-01,Ethiopia,Afar,Awusi,2.0
1816,2017-10-01,Ethiopia,Afar,Fanti,2.0
5785,2017-10-01,Ethiopia,Somali,Shebelle,4.0
5223,2017-10-01,Ethiopia,Gambela,Agniwak,1.0
1822,2017-10-01,Ethiopia,Oromia,East Hararge,2.0
1823,2017-10-01,Ethiopia,Tigray,East Tigray,2.0
1825,2017-10-01,Ethiopia,Afar,Kilbati,2.0
728,2017-10-01,Ethiopia,Somali,Nogob,3.0
1780,2017-10-01,Ethiopia,SNNPR,Alaba,2.0
5177,2017-10-01,Ethiopia,Oromia,Arsi,1.0
5180,2017-10-01,Ethiopia,Tigray,Central Tigray,1.0
1785,2017-10-01,Ethiopia,SNNPR,Dawro,2.0
6572,2017-10-01,Ethiopia,Somali,Jarar,3.0
1787,2017-10-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
5183,2017-10-01,Ethiopia,Amhara,East Gojam,1.0
5184,2017-10-01,Ethiopia,Oromia,East Shewa,1.0
5185,2017-10-01,Ethiopia,Oromia,East Wellega,1.0
5187,2017-10-01,Ethiopia,SNNPR,Gurage,1.0
1793,2017-10-01,Ethiopia,Harari,Harari,2.0
5189,2017-10-01,Ethiopia,Oromia,Horo Guduru,1.0
1794,2017-10-01,Ethiopia,Somali,Fafan,2.0
5191,2017-10-01,Ethiopia,Oromia,Jimma,1.0
1796,2017-10-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
5781,2017-10-01,Ethiopia,Somali,Korahe,4.0
5197,2017-10-01,Ethiopia,Amhara,North Shewa,1.0
1803,2017-10-01,Ethiopia,Somali,Sitti,2.0
5206,2017-10-01,Ethiopia,Amhara,Argoba,1.0
5211,2017-10-01,Ethiopia,Oromia,West Shewa,1.0
5213,2017-10-01,Ethiopia,Tigray,West Tigray,1.0
1812,2017-10-01,Ethiopia,SNNPR,Wolayita,2.0
1815,2017-10-01,Ethiopia,Afar,Gabi,2.0
1817,2017-10-01,Ethiopia,Afar,Khari,2.0
5219,2017-10-01,Ethiopia,Tigray,Northwest Tigray,1.0
5230,2017-10-01,Ethiopia,Oromia,South West Shewa,1.0
5232,2017-10-01,Ethiopia,Amhara,North Gondar,1.0
1827,2017-10-01,Ethiopia,SNNPR,Hadiya,2.0
1828,2017-10-01,Ethiopia,SNNPR,Silltie,2.0
5790,2017-10-01,Ethiopia,Somali,Dollo,4.0
5221,2017-10-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
5224,2017-10-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
5227,2017-10-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
5228,2017-10-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
5190,2017-10-01,Ethiopia,Oromia,Ilubabor,1.0
5220,2017-10-01,Ethiopia,Gambela,Itang,1.0
5172,2017-10-01,Ethiopia,SNNPR,Sheka,1.0
5178,2017-10-01,Ethiopia,Amhara,Awi,1.0
5194,2017-10-01,Ethiopia,Oromia,Kelem,1.0
5196,2017-10-01,Ethiopia,Gambela,Mezhenger,1.0
5209,2017-10-01,Ethiopia,Amhara,West Gojam,1.0
5212,2017-10-01,Ethiopia,Oromia,West Wellega,1.0
5214,2017-10-01,Ethiopia,SNNPR,Yem,1.0
5222,2017-10-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
5229,2017-10-01,Ethiopia,Addis Ababa,Region 14,1.0
2528,2018-06-01,Ethiopia,SNNPR,Segen,1.0
1520,2018-06-01,Ethiopia,Oromia,Bale,2.0
1521,2018-06-01,Ethiopia,Oromia,Borena,2.0
2532,2018-06-01,Ethiopia,SNNPR,Sidama,1.0
1523,2018-06-01,Ethiopia,Somali,Afder,2.0
2537,2018-06-01,Ethiopia,SNNPR,Basketo,1.0
2538,2018-06-01,Ethiopia,SNNPR,Bench Maji,1.0
2545,2018-06-01,Ethiopia,SNNPR,Gamo Gofa,1.0
771,2018-06-01,Ethiopia,SNNPR,Gedeo,3.0
2547,2018-06-01,Ethiopia,Oromia,Gujii,1.0
2554,2018-06-01,Ethiopia,SNNPR,Keffa,1.0
2556,2018-06-01,Ethiopia,SNNPR,Konta,1.0
1535,2018-06-01,Ethiopia,Somali,Liben,2.0
2560,2018-06-01,Ethiopia,Amhara,North Wollo,1.0
2561,2018-06-01,Ethiopia,Gambela,Nuer,1.0
2562,2018-06-01,Ethiopia,Amhara,Oromia,1.0
2564,2018-06-01,Ethiopia,Amhara,South Gondar,1.0
2565,2018-06-01,Ethiopia,SNNPR,South Omo,1.0
2566,2018-06-01,Ethiopia,Amhara,South Wollo,1.0
2567,2018-06-01,Ethiopia,Tigray,South Tigray,1.0
1543,2018-06-01,Ethiopia,Amhara,Wag Himra,2.0
2570,2018-06-01,Ethiopia,Oromia,West Arsi,1.0
2572,2018-06-01,Ethiopia,Oromia,West Hararge,1.0
1548,2018-06-01,Ethiopia,Afar,Awusi,2.0
1550,2018-06-01,Ethiopia,Afar,Fanti,2.0
1552,2018-06-01,Ethiopia,Somali,Shebelle,2.0
2587,2018-06-01,Ethiopia,Gambela,Agniwak,1.0
781,2018-06-01,Ethiopia,Oromia,East Hararge,3.0
2590,2018-06-01,Ethiopia,Tigray,East Tigray,1.0
1559,2018-06-01,Ethiopia,Afar,Kilbati,2.0
1561,2018-06-01,Ethiopia,Somali,Nogob,2.0
2534,2018-06-01,Ethiopia,SNNPR,Alaba,1.0
2535,2018-06-01,Ethiopia,Oromia,Arsi,1.0
2539,2018-06-01,Ethiopia,Tigray,Central Tigray,1.0
2540,2018-06-01,Ethiopia,SNNPR,Dawro,1.0
770,2018-06-01,Ethiopia,Somali,Jarar,3.0
1527,2018-06-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
2542,2018-06-01,Ethiopia,Amhara,East Gojam,1.0
2543,2018-06-01,Ethiopia,Oromia,East Shewa,1.0
2544,2018-06-01,Ethiopia,Oromia,East Wellega,1.0
2548,2018-06-01,Ethiopia,SNNPR,Gurage,1.0
1532,2018-06-01,Ethiopia,Harari,Harari,2.0
2550,2018-06-01,Ethiopia,Oromia,Horo Guduru,1.0
1533,2018-06-01,Ethiopia,Somali,Fafan,2.0
2552,2018-06-01,Ethiopia,Oromia,Jimma,1.0
2553,2018-06-01,Ethiopia,SNNPR,Kembata Tembaro,1.0
775,2018-06-01,Ethiopia,Somali,Korahe,3.0
2559,2018-06-01,Ethiopia,Amhara,North Shewa,1.0
1539,2018-06-01,Ethiopia,Somali,Sitti,2.0
2568,2018-06-01,Ethiopia,Amhara,Argoba,1.0
2573,2018-06-01,Ethiopia,Oromia,West Shewa,1.0
2575,2018-06-01,Ethiopia,Tigray,West Tigray,1.0
2576,2018-06-01,Ethiopia,SNNPR,Wolayita,1.0
1549,2018-06-01,Ethiopia,Afar,Gabi,2.0
1551,2018-06-01,Ethiopia,Afar,Khari,2.0
2583,2018-06-01,Ethiopia,Tigray,Northwest Tigray,1.0
2594,2018-06-01,Ethiopia,Oromia,South West Shewa,1.0
2596,2018-06-01,Ethiopia,Amhara,North Gondar,1.0
2597,2018-06-01,Ethiopia,SNNPR,Hadiya,1.0
2598,2018-06-01,Ethiopia,SNNPR,Silltie,1.0
783,2018-06-01,Ethiopia,Somali,Dollo,3.0
2585,2018-06-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
2588,2018-06-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
2591,2018-06-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
2592,2018-06-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
2551,2018-06-01,Ethiopia,Oromia,Ilubabor,1.0
2584,2018-06-01,Ethiopia,Gambela,Itang,1.0
2530,2018-06-01,Ethiopia,SNNPR,Sheka,1.0
2536,2018-06-01,Ethiopia,Amhara,Awi,1.0
2555,2018-06-01,Ethiopia,Oromia,Kelem,1.0
2558,2018-06-01,Ethiopia,Gambela,Mezhenger,1.0
2571,2018-06-01,Ethiopia,Amhara,West Gojam,1.0
2574,2018-06-01,Ethiopia,Oromia,West Wellega,1.0
2577,2018-06-01,Ethiopia,SNNPR,Yem,1.0
2586,2018-06-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
2593,2018-06-01,Ethiopia,Addis Ababa,Region 14,1.0
3062,2015-10-01,Ethiopia,SNNPR,Segen,1.0
1472,2015-10-01,Ethiopia,Oromia,Bale,2.0
1473,2015-10-01,Ethiopia,Oromia,Borena,2.0
3066,2015-10-01,Ethiopia,SNNPR,Sidama,1.0
1475,2015-10-01,Ethiopia,Somali,Afder,2.0
3069,2015-10-01,Ethiopia,SNNPR,Basketo,1.0
3070,2015-10-01,Ethiopia,SNNPR,Bench Maji,1.0
3077,2015-10-01,Ethiopia,SNNPR,Gamo Gofa,1.0
3078,2015-10-01,Ethiopia,SNNPR,Gedeo,1.0
3079,2015-10-01,Ethiopia,Oromia,Gujii,1.0
3086,2015-10-01,Ethiopia,SNNPR,Keffa,1.0
3088,2015-10-01,Ethiopia,SNNPR,Konta,1.0
1491,2015-10-01,Ethiopia,Somali,Liben,2.0
804,2015-10-01,Ethiopia,Amhara,North Wollo,3.0
3091,2015-10-01,Ethiopia,Gambela,Nuer,1.0
806,2015-10-01,Ethiopia,Amhara,Oromia,3.0
1496,2015-10-01,Ethiopia,Amhara,South Gondar,2.0
3093,2015-10-01,Ethiopia,SNNPR,South Omo,1.0
810,2015-10-01,Ethiopia,Amhara,South Wollo,3.0
811,2015-10-01,Ethiopia,Tigray,South Tigray,3.0
813,2015-10-01,Ethiopia,Amhara,Wag Himra,3.0
814,2015-10-01,Ethiopia,Oromia,West Arsi,3.0
4789,2015-10-01,Ethiopia,Oromia,West Hararge,4.0
819,2015-10-01,Ethiopia,Afar,Awusi,3.0
821,2015-10-01,Ethiopia,Afar,Fanti,3.0
1507,2015-10-01,Ethiopia,Somali,Shebelle,2.0
3106,2015-10-01,Ethiopia,Gambela,Agniwak,1.0
4793,2015-10-01,Ethiopia,Oromia,East Hararge,4.0
828,2015-10-01,Ethiopia,Tigray,East Tigray,3.0
830,2015-10-01,Ethiopia,Afar,Kilbati,3.0
1515,2015-10-01,Ethiopia,Somali,Nogob,2.0
788,2015-10-01,Ethiopia,SNNPR,Alaba,3.0
1477,2015-10-01,Ethiopia,Oromia,Arsi,2.0
791,2015-10-01,Ethiopia,Tigray,Central Tigray,3.0
3072,2015-10-01,Ethiopia,SNNPR,Dawro,1.0
1481,2015-10-01,Ethiopia,Somali,Jarar,2.0
793,2015-10-01,Ethiopia,Dire Dawa,Dire Dawa,3.0
3074,2015-10-01,Ethiopia,Amhara,East Gojam,1.0
795,2015-10-01,Ethiopia,Oromia,East Shewa,3.0
3076,2015-10-01,Ethiopia,Oromia,East Wellega,1.0
3080,2015-10-01,Ethiopia,SNNPR,Gurage,1.0
798,2015-10-01,Ethiopia,Harari,Harari,3.0
3081,2015-10-01,Ethiopia,Oromia,Horo Guduru,1.0
1488,2015-10-01,Ethiopia,Somali,Fafan,2.0
3084,2015-10-01,Ethiopia,Oromia,Jimma,1.0
1489,2015-10-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
1490,2015-10-01,Ethiopia,Somali,Korahe,2.0
1492,2015-10-01,Ethiopia,Amhara,North Shewa,2.0
4788,2015-10-01,Ethiopia,Somali,Sitti,4.0
812,2015-10-01,Ethiopia,Amhara,Argoba,3.0
3097,2015-10-01,Ethiopia,Oromia,West Shewa,1.0
3099,2015-10-01,Ethiopia,Tigray,West Tigray,1.0
1503,2015-10-01,Ethiopia,SNNPR,Wolayita,2.0
4791,2015-10-01,Ethiopia,Afar,Gabi,4.0
822,2015-10-01,Ethiopia,Afar,Khari,3.0
3102,2015-10-01,Ethiopia,Tigray,Northwest Tigray,1.0
3111,2015-10-01,Ethiopia,Oromia,South West Shewa,1.0
3112,2015-10-01,Ethiopia,Amhara,North Gondar,1.0
832,2015-10-01,Ethiopia,SNNPR,Hadiya,3.0
833,2015-10-01,Ethiopia,SNNPR,Silltie,3.0
1517,2015-10-01,Ethiopia,Somali,Dollo,2.0
3104,2015-10-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
3107,2015-10-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
3108,2015-10-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
3109,2015-10-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
3082,2015-10-01,Ethiopia,Oromia,Ilubabor,1.0
3103,2015-10-01,Ethiopia,Gambela,Itang,1.0
3064,2015-10-01,Ethiopia,SNNPR,Sheka,1.0
3068,2015-10-01,Ethiopia,Amhara,Awi,1.0
3087,2015-10-01,Ethiopia,Oromia,Kelem,1.0
3089,2015-10-01,Ethiopia,Gambela,Mezhenger,1.0
3096,2015-10-01,Ethiopia,Amhara,West Gojam,1.0
3098,2015-10-01,Ethiopia,Oromia,West Wellega,1.0
3101,2015-10-01,Ethiopia,SNNPR,Yem,1.0
3105,2015-10-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
3110,2015-10-01,Ethiopia,Addis Ababa,Region 14,1.0
2221,2019-02-01,Ethiopia,SNNPR,Segen,2.0
2222,2019-02-01,Ethiopia,Oromia,Bale,2.0
2223,2019-02-01,Ethiopia,Oromia,Borena,2.0
2224,2019-02-01,Ethiopia,SNNPR,Sidama,2.0
2225,2019-02-01,Ethiopia,Somali,Afder,2.0
2471,2019-02-01,Ethiopia,SNNPR,Basketo,1.0
2472,2019-02-01,Ethiopia,SNNPR,Bench Maji,1.0
2478,2019-02-01,Ethiopia,SNNPR,Gamo Gofa,1.0
850,2019-02-01,Ethiopia,SNNPR,Gedeo,3.0
851,2019-02-01,Ethiopia,Oromia,Gujii,3.0
2486,2019-02-01,Ethiopia,SNNPR,Keffa,1.0
2488,2019-02-01,Ethiopia,SNNPR,Konta,1.0
2251,2019-02-01,Ethiopia,Somali,Liben,2.0
2253,2019-02-01,Ethiopia,Amhara,North Wollo,2.0
2493,2019-02-01,Ethiopia,Gambela,Nuer,1.0
2494,2019-02-01,Ethiopia,Amhara,Oromia,1.0
2495,2019-02-01,Ethiopia,Amhara,South Gondar,1.0
2257,2019-02-01,Ethiopia,SNNPR,South Omo,2.0
2258,2019-02-01,Ethiopia,Amhara,South Wollo,2.0
2259,2019-02-01,Ethiopia,Tigray,South Tigray,2.0
