date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
2011-07-15,Wheat - Wholesale,100 KG,cereals and tubers,720.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2011-08-15,Wheat - Wholesale,100 KG,cereals and tubers,760.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2011-09-15,Wheat - Wholesale,100 KG,cereals and tubers,872.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2011-10-15,Wheat - Wholesale,100 KG,cereals and tubers,922.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2011-11-15,Wheat - Wholesale,100 KG,cereals and tubers,917.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2011-12-15,Wheat - Wholesale,100 KG,cereals and tubers,792.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2012-01-15,Wheat - Wholesale,100 KG,cereals and tubers,650.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2012-02-15,Wheat - Wholesale,100 KG,cereals and tubers,674.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2012-03-15,Wheat - Wholesale,100 KG,cereals and tubers,751.67,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2012-04-15,Wheat - Wholesale,100 KG,cereals and tubers,742.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2012-05-15,Wheat - Wholesale,100 KG,cereals and tubers,753.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2012-06-15,Wheat - Wholesale,100 KG,cereals and tubers,825.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2012-07-15,Wheat - Wholesale,100 KG,cereals and tubers,800.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2012-08-15,Wheat - Wholesale,100 KG,cereals and tubers,807.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2012-09-15,Wheat - Wholesale,100 KG,cereals and tubers,850.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2012-10-15,Wheat - Wholesale,100 KG,cereals and tubers,850.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2012-11-15,Wheat - Wholesale,100 KG,cereals and tubers,850.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2012-12-15,Wheat - Wholesale,100 KG,cereals and tubers,833.33,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2013-01-15,Wheat - Wholesale,100 KG,cereals and tubers,833.33,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2013-02-15,Wheat - Wholesale,100 KG,cereals and tubers,827.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2013-03-15,Wheat - Wholesale,100 KG,cereals and tubers,790.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2013-04-15,Wheat - Wholesale,100 KG,cereals and tubers,785.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2013-05-15,Wheat - Wholesale,100 KG,cereals and tubers,804.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2013-06-15,Wheat - Wholesale,100 KG,cereals and tubers,817.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2013-07-15,Wheat - Wholesale,100 KG,cereals and tubers,800.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2013-08-15,Wheat - Wholesale,100 KG,cereals and tubers,830.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2013-09-15,Wheat - Wholesale,100 KG,cereals and tubers,835.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2013-10-15,Wheat - Wholesale,100 KG,cereals and tubers,925.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2013-11-15,Wheat - Wholesale,100 KG,cereals and tubers,950.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2013-12-15,Wheat - Wholesale,100 KG,cereals and tubers,873.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2014-01-15,Wheat - Wholesale,100 KG,cereals and tubers,828.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2014-02-15,Wheat - Wholesale,100 KG,cereals and tubers,843.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2014-03-15,Wheat - Wholesale,100 KG,cereals and tubers,870.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2014-04-15,Wheat - Wholesale,100 KG,cereals and tubers,888.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2014-05-15,Wheat - Wholesale,100 KG,cereals and tubers,913.75,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2014-06-15,Wheat - Wholesale,100 KG,cereals and tubers,953.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2014-07-15,Wheat - Wholesale,100 KG,cereals and tubers,963.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2014-08-15,Wheat - Wholesale,100 KG,cereals and tubers,1005.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2014-09-15,Wheat - Wholesale,100 KG,cereals and tubers,1028.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2014-10-15,Wheat - Wholesale,100 KG,cereals and tubers,1083.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2014-11-15,Wheat - Wholesale,100 KG,cereals and tubers,1135.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2014-12-15,Wheat - Wholesale,100 KG,cereals and tubers,1145.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2015-01-15,Wheat - Wholesale,100 KG,cereals and tubers,1125.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2015-02-15,Wheat - Wholesale,100 KG,cereals and tubers,1125.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2015-03-15,Wheat - Wholesale,100 KG,cereals and tubers,1130.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2015-04-15,Wheat - Wholesale,100 KG,cereals and tubers,1077.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2015-05-15,Wheat - Wholesale,100 KG,cereals and tubers,1062.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2015-06-15,Wheat - Wholesale,100 KG,cereals and tubers,1115.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2015-07-15,Wheat - Wholesale,100 KG,cereals and tubers,1164.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2015-08-15,Wheat - Wholesale,100 KG,cereals and tubers,1270.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2015-09-15,Wheat - Wholesale,100 KG,cereals and tubers,1298.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2015-10-15,Wheat - Wholesale,100 KG,cereals and tubers,1172.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2015-11-15,Wheat - Wholesale,100 KG,cereals and tubers,1154.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2015-12-15,Wheat - Wholesale,100 KG,cereals and tubers,1150.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2016-01-15,Wheat - Wholesale,100 KG,cereals and tubers,1148.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2016-02-15,Wheat - Wholesale,100 KG,cereals and tubers,1145.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2016-03-15,Wheat - Wholesale,100 KG,cereals and tubers,1117.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2016-04-15,Wheat - Wholesale,100 KG,cereals and tubers,1156.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2016-05-15,Wheat - Wholesale,100 KG,cereals and tubers,1117.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2016-06-15,Wheat - Wholesale,100 KG,cereals and tubers,1066.67,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2016-07-15,Wheat - Wholesale,100 KG,cereals and tubers,1100.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2016-08-15,Wheat - Wholesale,100 KG,cereals and tubers,1086.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2016-09-15,Wheat - Wholesale,100 KG,cereals and tubers,1042.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2016-10-15,Wheat - Wholesale,100 KG,cereals and tubers,1000.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2016-11-15,Wheat - Wholesale,100 KG,cereals and tubers,943.33,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2016-12-15,Wheat - Wholesale,100 KG,cereals and tubers,940.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2017-01-15,Wheat - Wholesale,100 KG,cereals and tubers,980.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2017-02-15,Wheat - Wholesale,100 KG,cereals and tubers,947.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2017-03-15,Wheat - Wholesale,100 KG,cereals and tubers,940.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2017-04-15,Wheat - Wholesale,100 KG,cereals and tubers,1018.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2017-05-15,Wheat - Wholesale,100 KG,cereals and tubers,1082.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2017-06-15,Wheat - Wholesale,100 KG,cereals and tubers,1116.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2017-07-15,Wheat - Wholesale,100 KG,cereals and tubers,1155.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2017-08-15,Wheat - Wholesale,100 KG,cereals and tubers,1167.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2017-09-15,Wheat - Wholesale,100 KG,cereals and tubers,1215.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2017-10-15,Wheat - Wholesale,100 KG,cereals and tubers,1225.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2017-11-15,Wheat - Wholesale,100 KG,cereals and tubers,1197.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2017-12-15,Wheat - Wholesale,100 KG,cereals and tubers,1157.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2018-01-15,Wheat - Wholesale,100 KG,cereals and tubers,1155.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2018-02-15,Wheat - Wholesale,100 KG,cereals and tubers,1175.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2018-03-15,Wheat - Wholesale,100 KG,cereals and tubers,1216.67,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2018-04-15,Wheat - Wholesale,100 KG,cereals and tubers,1280.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2018-05-15,Wheat - Wholesale,100 KG,cereals and tubers,1337.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2018-06-15,Wheat - Wholesale,100 KG,cereals and tubers,1380.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2018-07-15,Wheat - Wholesale,100 KG,cereals and tubers,1480.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2018-08-15,Wheat - Wholesale,100 KG,cereals and tubers,1520.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2018-09-15,Wheat - Wholesale,100 KG,cereals and tubers,1598.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2018-10-15,Wheat - Wholesale,100 KG,cereals and tubers,1653.33,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2018-11-15,Wheat - Wholesale,100 KG,cereals and tubers,1693.33,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2018-12-15,Wheat - Wholesale,100 KG,cereals and tubers,1596.67,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2019-01-15,Wheat - Wholesale,100 KG,cereals and tubers,1607.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2019-02-15,Wheat - Wholesale,100 KG,cereals and tubers,1606.67,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2019-03-15,Wheat - Wholesale,100 KG,cereals and tubers,1612.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2019-04-15,Wheat - Wholesale,100 KG,cereals and tubers,1625.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2019-05-15,Wheat - Wholesale,100 KG,cereals and tubers,1612.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2019-07-15,Wheat - Wholesale,100 KG,cereals and tubers,1720.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2019-08-15,Wheat - Wholesale,100 KG,cereals and tubers,1750.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2019-09-15,Wheat - Wholesale,100 KG,cereals and tubers,1712.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2019-10-15,Wheat - Wholesale,100 KG,cereals and tubers,1635.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,14,9,1,472_84_14_9,
2007-01-15,Wheat - Retail,KG,cereals and tubers,2.1459,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2007-02-15,Wheat - Retail,KG,cereals and tubers,2.1042,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2007-03-15,Wheat - Retail,KG,cereals and tubers,1.7803,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2007-04-15,Wheat - Retail,KG,cereals and tubers,1.7353,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2007-05-15,Wheat - Retail,KG,cereals and tubers,1.8299,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2007-06-15,Wheat - Retail,KG,cereals and tubers,1.8102,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2007-07-15,Wheat - Retail,KG,cereals and tubers,1.8102,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2007-08-15,Wheat - Retail,KG,cereals and tubers,1.8157,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2007-09-15,Wheat - Retail,KG,cereals and tubers,3.85,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2007-10-15,Wheat - Retail,KG,cereals and tubers,3.71,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2007-11-15,Wheat - Retail,KG,cereals and tubers,4.1,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2007-12-15,Wheat - Retail,KG,cereals and tubers,4.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2008-01-15,Wheat - Retail,KG,cereals and tubers,4.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2008-02-15,Wheat - Retail,KG,cereals and tubers,4.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2008-03-15,Wheat - Retail,KG,cereals and tubers,4.1,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2008-04-15,Wheat - Retail,KG,cereals and tubers,5.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2008-05-15,Wheat - Retail,KG,cereals and tubers,7.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2008-06-15,Wheat - Retail,KG,cereals and tubers,7.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2008-07-15,Wheat - Retail,KG,cereals and tubers,7.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2008-08-15,Wheat - Retail,KG,cereals and tubers,8.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2008-09-15,Wheat - Retail,KG,cereals and tubers,8.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2008-10-15,Wheat - Retail,KG,cereals and tubers,8.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2008-11-15,Wheat - Retail,KG,cereals and tubers,8.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2008-12-15,Wheat - Retail,KG,cereals and tubers,7.2,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2009-01-15,Wheat - Retail,KG,cereals and tubers,4.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2009-02-15,Wheat - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2009-03-15,Wheat - Retail,KG,cereals and tubers,5.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2009-04-15,Wheat - Retail,KG,cereals and tubers,6.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2009-05-15,Wheat - Retail,KG,cereals and tubers,6.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2009-06-15,Wheat - Retail,KG,cereals and tubers,6.6,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2009-07-15,Wheat - Retail,KG,cereals and tubers,5.6,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2009-08-15,Wheat - Retail,KG,cereals and tubers,5.8,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2009-09-15,Wheat - Retail,KG,cereals and tubers,6.13,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2009-10-15,Wheat - Retail,KG,cereals and tubers,5.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2009-11-15,Wheat - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2009-12-15,Wheat - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2010-01-15,Wheat - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2010-02-15,Wheat - Retail,KG,cereals and tubers,5.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2010-03-15,Wheat - Retail,KG,cereals and tubers,5.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2010-04-15,Wheat - Retail,KG,cereals and tubers,5.4,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2010-05-15,Wheat - Retail,KG,cereals and tubers,5.4,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2010-06-15,Wheat - Retail,KG,cereals and tubers,5.4,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2010-07-15,Wheat - Retail,KG,cereals and tubers,5.4,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2010-08-15,Wheat - Retail,KG,cereals and tubers,5.4,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2010-09-15,Wheat - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2010-10-15,Wheat - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2010-11-15,Wheat - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2010-12-15,Wheat - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2011-01-15,Wheat - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2011-02-15,Wheat - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2011-03-15,Wheat - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2011-04-15,Wheat - Retail,KG,cereals and tubers,8.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2011-05-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2011-06-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2011-07-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2011-08-15,Wheat - Retail,KG,cereals and tubers,7.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2011-09-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2011-10-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2011-11-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2012-01-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2012-02-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2012-03-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2012-04-15,Wheat - Retail,KG,cereals and tubers,9.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2012-06-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2012-07-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2012-08-15,Wheat - Retail,KG,cereals and tubers,9.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2012-09-15,Wheat - Retail,KG,cereals and tubers,9.5,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2012-10-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
2012-11-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Dire Dawa,1231,Dire Dawa,472,84,15,5,1,472_84_15_5,
