date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default,year,label,cmnameshort,scaling,interpolated,x
2017-10-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",110.0,ETB,Ethiopia,Somali,47679.0,Gode,460.0,390,15.0,61.0,2,460_390_15_61,,2017.0,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,0.0,1508025600.0
2017-11-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",95.0,ETB,Ethiopia,Somali,47679.0,Jijiga,461.0,390,15.0,61.0,2,461_390_15_61,,2017.0,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,0.0,1510704000.0
2017-12-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",120.0,ETB,Ethiopia,Somali,47679.0,Gode,460.0,390,15.0,61.0,2,460_390_15_61,,2017.0,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,0.0,1513296000.0
2018-01-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",95.0,ETB,Ethiopia,Somali,47679.0,Gode,460.0,390,15.0,61.0,2,460_390_15_61,,2018.0,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,0.0,1515974400.0
2018-02-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",100.0,ETB,Ethiopia,Somali,47679.0,Gode,460.0,390,15.0,61.0,2,460_390_15_61,,2018.0,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,0.0,1518652800.0
2018-03-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",90.0,ETB,Ethiopia,Somali,47679.0,Gode,460.0,390,15.0,61.0,2,460_390_15_61,,2018.0,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,0.0,1521072000.0
2018-04-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",95.08196721311475,,,,,,,390,,,2,,,,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,1.0,
2018-05-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",100.0,ETB,Ethiopia,Somali,47679.0,Gode,460.0,390,15.0,61.0,2,460_390_15_61,,2018.0,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,0.0,1526342400.0
2018-06-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",120.0,ETB,Ethiopia,Somali,47679.0,Gode,460.0,390,15.0,61.0,2,460_390_15_61,,2018.0,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,0.0,1529020800.0
2018-07-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",150.0,ETB,Ethiopia,Somali,47679.0,Gode,460.0,390,15.0,61.0,2,460_390_15_61,,2018.0,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,0.0,1531612800.0
2018-08-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",140.0,ETB,Ethiopia,Somali,47679.0,Gode,460.0,390,15.0,61.0,2,460_390_15_61,,2018.0,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,0.0,1534291200.0
2018-09-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",136.2874251497006,,,,,,,390,,,2,,,,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,1.0,
2018-10-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",132.69461077844312,,,,,,,390,,,2,,,,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,1.0,
2018-11-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",128.98203592814372,,,,,,,390,,,2,,,,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,1.0,
2018-12-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",125.38922155688623,,,,,,,390,,,2,,,,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,1.0,
2019-01-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",121.67664670658682,,,,,,,390,,,2,,,,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,1.0,
2019-02-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",117.96407185628743,,,,,,,390,,,2,,,,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,1.0,
2019-03-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",114.61077844311377,,,,,,,390,,,2,,,,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,1.0,
2019-04-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",110.89820359281437,,,,,,,390,,,2,,,,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,1.0,
2019-05-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",107.30538922155688,,,,,,,390,,,2,,,,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,1.0,
2019-07-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",100.0,ETB,Ethiopia,Somali,47679.0,Gode,460.0,390,15.0,61.0,2,460_390_15_61,,2019.0,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,0.0,1563148800.0
2019-08-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",85.0,ETB,Ethiopia,Somali,47679.0,Gode,460.0,390,15.0,61.0,2,460_390_15_61,,2019.0,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,0.0,1565827200.0
2019-09-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",85.0,ETB,Ethiopia,Somali,47679.0,Gode,460.0,390,15.0,61.0,2,460_390_15_61,,2019.0,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,0.0,1568505600.0
2019-10-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",115.0,ETB,Ethiopia,Somali,47679.0,Gode,460.0,390,15.0,61.0,2,460_390_15_61,,2019.0,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,0.0,1571097600.0
2019-11-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",130.0,ETB,Ethiopia,Somali,47679.0,Gode,460.0,390,15.0,61.0,2,460_390_15_61,,2019.0,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,0.0,1573776000.0
2019-12-15,Livestock (Sheep) - Retail,1/10 Head,"meat, fish and eggs",140.0,ETB,Ethiopia,Somali,47679.0,Gode,460.0,390,15.0,61.0,2,460_390_15_61,,2019.0,Livestock (Sheep) - Retail (1/10 Head),Livestock Sheep,0.1,0.0,1576368000.0
2014-01-15,Maize (white) - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Amhara,1229.0,Robit,465.0,67,15.0,5.0,1,465_67_15_5,,2014.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1389744000.0
2014-02-15,Maize (white) - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Amhara,1229.0,Robit,465.0,67,15.0,5.0,1,465_67_15_5,,2014.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1392422400.0
2014-03-15,Maize (white) - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Amhara,1229.0,Bati,469.0,67,15.0,5.0,1,469_67_15_5,,2014.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1394841600.0
2014-04-15,Maize (white) - Retail,KG,cereals and tubers,6.4,ETB,Ethiopia,Tigray,1237.0,Korem,459.0,67,15.0,5.0,1,459_67_15_5,,2014.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1397520000.0
2014-05-15,Maize (white) - Retail,KG,cereals and tubers,6.3,ETB,Ethiopia,Gambela,1232.0,Meti,517.0,67,15.0,5.0,1,517_67_15_5,,2014.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1400112000.0
2014-06-15,Maize (white) - Retail,KG,cereals and tubers,6.5,ETB,Ethiopia,Dire Dawa,1231.0,Dire Dawa,472.0,67,15.0,5.0,1,472_67_15_5,,2014.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1402790400.0
2014-07-15,Maize (white) - Retail,KG,cereals and tubers,6.5,ETB,Ethiopia,SNNPR,1236.0,Turmi,498.0,67,15.0,5.0,1,498_67_15_5,,2014.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1405382400.0
2014-08-15,Maize (white) - Retail,KG,cereals and tubers,7.0,ETB,Ethiopia,Oromia,47678.0,Bedessa,470.0,67,15.0,5.0,1,470_67_15_5,,2014.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1408060800.0
2014-09-15,Maize (white) - Retail,KG,cereals and tubers,6.5,ETB,Ethiopia,Oromia,47678.0,Babile,462.0,67,15.0,5.0,1,462_67_15_5,,2014.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1410739200.0
2014-10-15,Maize (white) - Retail,KG,cereals and tubers,6.2,ETB,Ethiopia,SNNPR,1236.0,Turmi,498.0,67,15.0,5.0,1,498_67_15_5,,2014.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1413331200.0
2014-11-15,Maize (white) - Retail,KG,cereals and tubers,5.9,ETB,Ethiopia,Amhara,1229.0,Robit,465.0,67,15.0,5.0,1,465_67_15_5,,2014.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1416009600.0
2014-12-15,Maize (white) - Retail,KG,cereals and tubers,5.0,ETB,Ethiopia,Amhara,1229.0,Robit,465.0,67,15.0,5.0,1,465_67_15_5,,2014.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1418601600.0
2015-01-15,Maize (white) - Retail,KG,cereals and tubers,5.83,ETB,Ethiopia,Tigray,1237.0,Adigrat,508.0,67,15.0,5.0,1,508_67_15_5,,2015.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1421280000.0
2015-02-15,Maize (white) - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,SNNPR,1236.0,Wonago,478.0,67,15.0,5.0,1,478_67_15_5,,2015.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1423958400.0
2015-03-15,Maize (white) - Retail,KG,cereals and tubers,5.7,ETB,Ethiopia,Amhara,1229.0,Abomsa,467.0,67,15.0,5.0,1,467_67_15_5,,2015.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1426377600.0
2015-04-15,Maize (white) - Retail,KG,cereals and tubers,5.88,ETB,Ethiopia,Tigray,1237.0,Alamata,458.0,67,15.0,5.0,1,458_67_15_5,,2015.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1429056000.0
2015-05-15,Maize (white) - Retail,KG,cereals and tubers,5.6,ETB,Ethiopia,Amhara,1229.0,Robit,465.0,67,15.0,5.0,1,465_67_15_5,,2015.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1431648000.0
2015-06-15,Maize (white) - Retail,KG,cereals and tubers,6.2,ETB,Ethiopia,SNNPR,1236.0,Turmi,498.0,67,15.0,5.0,1,498_67_15_5,,2015.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1434326400.0
2015-07-15,Maize (white) - Retail,KG,cereals and tubers,6.2,ETB,Ethiopia,SNNPR,1236.0,Turmi,498.0,67,15.0,5.0,1,498_67_15_5,,2015.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1436918400.0
2015-08-15,Maize (white) - Retail,KG,cereals and tubers,5.35,ETB,Ethiopia,SNNPR,1236.0,Sodo,476.0,67,15.0,5.0,1,476_67_15_5,,2015.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1439596800.0
2015-09-15,Maize (white) - Retail,KG,cereals and tubers,6.5,ETB,Ethiopia,Afar,1228.0,Asayta,1831.0,67,15.0,5.0,1,1831_67_15_5,,2015.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1442275200.0
2015-10-15,Maize (white) - Retail,KG,cereals and tubers,6.5,ETB,Ethiopia,Dire Dawa,1231.0,Dire Dawa,472.0,67,15.0,5.0,1,472_67_15_5,,2015.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1444867200.0
2015-11-15,Maize (white) - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Afar,1228.0,Asayta,1831.0,67,15.0,5.0,1,1831_67_15_5,,2015.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1447545600.0
2015-12-15,Maize (white) - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Afar,1228.0,Asayta,1831.0,67,15.0,5.0,1,1831_67_15_5,,2015.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1450137600.0
2016-01-15,Maize (white) - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Afar,1228.0,Asayta,1831.0,67,15.0,5.0,1,1831_67_15_5,,2016.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1452816000.0
2016-02-15,Maize (white) - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,SNNPR,1236.0,Turmi,498.0,67,15.0,5.0,1,498_67_15_5,,2016.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1455494400.0
2016-03-15,Maize (white) - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Afar,1228.0,Asayta,1831.0,67,15.0,5.0,1,1831_67_15_5,,2016.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1458000000.0
2016-04-15,Maize (white) - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Afar,1228.0,Asayta,1831.0,67,15.0,5.0,1,1831_67_15_5,,2016.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1460678400.0
2016-05-15,Maize (white) - Retail,KG,cereals and tubers,6.6,ETB,Ethiopia,Tigray,1237.0,Adwa,507.0,67,15.0,5.0,1,507_67_15_5,,2016.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1463270400.0
2016-06-15,Maize (white) - Retail,KG,cereals and tubers,6.6,ETB,Ethiopia,Tigray,1237.0,Adwa,507.0,67,15.0,5.0,1,507_67_15_5,,2016.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1465948800.0
2016-07-15,Maize (white) - Retail,KG,cereals and tubers,6.5,ETB,Ethiopia,Oromia,47678.0,Yabelo,479.0,67,15.0,5.0,1,479_67_15_5,,2016.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1468540800.0
2016-08-15,Maize (white) - Retail,KG,cereals and tubers,6.6,ETB,Ethiopia,Tigray,1237.0,Adwa,507.0,67,15.0,5.0,1,507_67_15_5,,2016.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1471219200.0
2016-09-15,Maize (white) - Retail,KG,cereals and tubers,7.5,ETB,Ethiopia,Oromia,47678.0,Yabelo,479.0,67,15.0,5.0,1,479_67_15_5,,2016.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1473897600.0
2016-10-15,Maize (white) - Retail,KG,cereals and tubers,7.7,ETB,Ethiopia,Tigray,1237.0,Adwa,507.0,67,15.0,5.0,1,507_67_15_5,,2016.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1476489600.0
2016-11-15,Maize (white) - Retail,KG,cereals and tubers,7.75,ETB,Ethiopia,Tigray,1237.0,Adwa,507.0,67,15.0,5.0,1,507_67_15_5,,2016.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1479168000.0
2016-12-15,Maize (white) - Retail,KG,cereals and tubers,8.0,ETB,Ethiopia,Oromia,47678.0,Yabelo,479.0,67,15.0,5.0,1,479_67_15_5,,2016.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1481760000.0
2017-01-15,Maize (white) - Retail,KG,cereals and tubers,8.0,ETB,Ethiopia,Oromia,47678.0,Yabelo,479.0,67,15.0,5.0,1,479_67_15_5,,2017.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1484438400.0
2017-02-15,Maize (white) - Retail,KG,cereals and tubers,8.0,ETB,Ethiopia,Oromia,47678.0,Yabelo,479.0,67,15.0,5.0,1,479_67_15_5,,2017.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1487116800.0
2017-03-15,Maize (white) - Retail,KG,cereals and tubers,8.5,ETB,Ethiopia,Oromia,47678.0,Yabelo,479.0,67,15.0,5.0,1,479_67_15_5,,2017.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1489536000.0
2017-04-15,Maize (white) - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Oromia,47678.0,Yabelo,479.0,67,15.0,5.0,1,479_67_15_5,,2017.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1492214400.0
2017-05-15,Maize (white) - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Oromia,47678.0,Yabelo,479.0,67,15.0,5.0,1,479_67_15_5,,2017.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1494806400.0
2017-06-15,Maize (white) - Retail,KG,cereals and tubers,9.2,ETB,Ethiopia,Somali,47679.0,Gode,460.0,67,15.0,5.0,1,460_67_15_5,,2017.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1497484800.0
2017-07-15,Maize (white) - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Dire Dawa,1231.0,Dire Dawa,472.0,67,15.0,5.0,1,472_67_15_5,,2017.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1500076800.0
2017-08-15,Maize (white) - Retail,KG,cereals and tubers,11.0,ETB,Ethiopia,Oromia,47678.0,Yabelo,479.0,67,15.0,5.0,1,479_67_15_5,,2017.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1502755200.0
2017-09-15,Maize (white) - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Dire Dawa,1231.0,Dire Dawa,472.0,67,15.0,5.0,1,472_67_15_5,,2017.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1505433600.0
2017-10-15,Maize (white) - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Dire Dawa,1231.0,Dire Dawa,472.0,67,15.0,5.0,1,472_67_15_5,,2017.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1508025600.0
2017-11-15,Maize (white) - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Dire Dawa,1231.0,Dire Dawa,472.0,67,15.0,5.0,1,472_67_15_5,,2017.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1510704000.0
2017-12-15,Maize (white) - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Dire Dawa,1231.0,Dire Dawa,472.0,67,15.0,5.0,1,472_67_15_5,,2017.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1513296000.0
2018-01-15,Maize (white) - Retail,KG,cereals and tubers,11.0,ETB,Ethiopia,Oromia,47678.0,Yabelo,479.0,67,15.0,5.0,1,479_67_15_5,,2018.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1515974400.0
2018-02-15,Maize (white) - Retail,KG,cereals and tubers,11.0,ETB,Ethiopia,Oromia,47678.0,Yabelo,479.0,67,15.0,5.0,1,479_67_15_5,,2018.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1518652800.0
2018-03-15,Maize (white) - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Dire Dawa,1231.0,Dire Dawa,472.0,67,15.0,5.0,1,472_67_15_5,,2018.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1521072000.0
2018-04-15,Maize (white) - Retail,KG,cereals and tubers,10.0,,,,,,,67,,,1,,,,Maize (white) - Retail (KG),Maize white,1.0,1.0,
2018-05-15,Maize (white) - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Dire Dawa,1231.0,Dire Dawa,472.0,67,15.0,5.0,1,472_67_15_5,,2018.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1526342400.0
2018-06-15,Maize (white) - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678.0,Yabelo,479.0,67,15.0,5.0,1,479_67_15_5,,2018.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1529020800.0
2018-07-15,Maize (white) - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678.0,Yabelo,479.0,67,15.0,5.0,1,479_67_15_5,,2018.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1531612800.0
2018-08-15,Maize (white) - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Dire Dawa,1231.0,Dire Dawa,472.0,67,15.0,5.0,1,472_67_15_5,,2018.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1534291200.0
2018-09-15,Maize (white) - Retail,KG,cereals and tubers,10.18562874251497,,,,,,,67,,,1,,,,Maize (white) - Retail (KG),Maize white,1.0,1.0,
2018-10-15,Maize (white) - Retail,KG,cereals and tubers,10.365269461077844,,,,,,,67,,,1,,,,Maize (white) - Retail (KG),Maize white,1.0,1.0,
2018-11-15,Maize (white) - Retail,KG,cereals and tubers,10.550898203592814,,,,,,,67,,,1,,,,Maize (white) - Retail (KG),Maize white,1.0,1.0,
2018-12-15,Maize (white) - Retail,KG,cereals and tubers,10.730538922155688,,,,,,,67,,,1,,,,Maize (white) - Retail (KG),Maize white,1.0,1.0,
2019-01-15,Maize (white) - Retail,KG,cereals and tubers,10.91616766467066,,,,,,,67,,,1,,,,Maize (white) - Retail (KG),Maize white,1.0,1.0,
2019-02-15,Maize (white) - Retail,KG,cereals and tubers,11.10179640718563,,,,,,,67,,,1,,,,Maize (white) - Retail (KG),Maize white,1.0,1.0,
2019-03-15,Maize (white) - Retail,KG,cereals and tubers,11.269461077844312,,,,,,,67,,,1,,,,Maize (white) - Retail (KG),Maize white,1.0,1.0,
2019-04-15,Maize (white) - Retail,KG,cereals and tubers,11.455089820359282,,,,,,,67,,,1,,,,Maize (white) - Retail (KG),Maize white,1.0,1.0,
2019-05-15,Maize (white) - Retail,KG,cereals and tubers,11.634730538922156,,,,,,,67,,,1,,,,Maize (white) - Retail (KG),Maize white,1.0,1.0,
2019-07-15,Maize (white) - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Dire Dawa,1231.0,Dire Dawa,472.0,67,15.0,5.0,1,472_67_15_5,,2019.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1563148800.0
2019-08-15,Maize (white) - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Dire Dawa,1231.0,Dire Dawa,472.0,67,15.0,5.0,1,472_67_15_5,,2019.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1565827200.0
2019-09-15,Maize (white) - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Dire Dawa,1231.0,Dire Dawa,472.0,67,15.0,5.0,1,472_67_15_5,,2019.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1568505600.0
2019-10-15,Maize (white) - Retail,KG,cereals and tubers,14.78,ETB,Ethiopia,Tigray,1237.0,Adwa,507.0,67,15.0,5.0,1,507_67_15_5,,2019.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1571097600.0
2019-11-15,Maize (white) - Retail,KG,cereals and tubers,11.6,ETB,Ethiopia,Tigray,1237.0,Adwa,507.0,67,15.0,5.0,1,507_67_15_5,,2019.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1573776000.0
2019-12-15,Maize (white) - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Tigray,1237.0,Adwa,507.0,67,15.0,5.0,1,507_67_15_5,,2019.0,Maize (white) - Retail (KG),Maize white,1.0,0.0,1576368000.0
2014-01-15,Maize (white) - Wholesale,100 KG,cereals and tubers,485.0,ETB,Ethiopia,Addis Ababa,1227.0,Addis Ababa,480.0,67,14.0,9.0,1,480_67_14_9,,2014.0,Maize (white) - Wholesale (100 KG),Maize white Whs.,1.0,0.0,1389744000.0
2014-02-15,Maize (white) - Wholesale,100 KG,cereals and tubers,467.0,ETB,Ethiopia,Addis Ababa,1227.0,Addis Ababa,480.0,67,14.0,9.0,1,480_67_14_9,,2014.0,Maize (white) - Wholesale (100 KG),Maize white Whs.,1.0,0.0,1392422400.0
2014-03-15,Maize (white) - Wholesale,100 KG,cereals and tubers,482.0,ETB,Ethiopia,Addis Ababa,1227.0,Addis Ababa,480.0,67,14.0,9.0,1,480_67_14_9,,2014.0,Maize (white) - Wholesale (100 KG),Maize white Whs.,1.0,0.0,1394841600.0
2014-04-15,Maize (white) - Wholesale,100 KG,cereals and tubers,523.0,ETB,Ethiopia,Oromia,47678.0,Woliso,500.0,67,14.0,9.0,1,500_67_14_9,,2014.0,Maize (white) - Wholesale (100 KG),Maize white Whs.,1.0,0.0,1397520000.0
2014-05-15,Maize (white) - Wholesale,100 KG,cereals and tubers,530.0,ETB,Ethiopia,Amhara,1229.0,Baher Dar,482.0,67,14.0,9.0,1,482_67_14_9,,2014.0,Maize (white) - Wholesale (100 KG),Maize white Whs.,1.0,0.0,1400112000.0
2014-06-15,Maize (white) - Wholesale,100 KG,cereals and tubers,535.0,ETB,Ethiopia,Amhara,1229.0,Desse,484.0,67,14.0,9.0,1,484_67_14_9,,2014.0,Maize (white) - Wholesale (100 KG),Maize white Whs.,1.0,0.0,1402790400.0
2014-07-15,Maize (white) - Wholesale,100 KG,cereals and tubers,548.0,ETB,Ethiopia,Amhara,1229.0,Gonder,485.0,67,14.0,9.0,1,485_67_14_9,,2014.0,Maize (white) - Wholesale (100 KG),Maize white Whs.,1.0,0.0,1405382400.0
2014-08-15,Maize (white) - Wholesale,100 KG,cereals and tubers,532.0,ETB,Ethiopia,Oromia,47678.0,Nazareth,512.0,67,14.0,9.0,1,512_67_14_9,,2014.0,Maize (white) - Wholesale (100 KG),Maize white Whs.,1.0,0.0,1408060800.0
2014-09-15,Maize (white) - Wholesale,100 KG,cereals and tubers,532.0,ETB,Ethiopia,Oromia,47678.0,Nazareth,512.0,67,14.0,9.0,1,512_67_14_9,,2014.0,Maize (white) - Wholesale (100 KG),Maize white Whs.,1.0,0.0,1410739200.0
2014-10-15,Maize (white) - Wholesale,100 KG,cereals and tubers,470.0,ETB,Ethiopia,Oromia,47678.0,Nazareth,512.0,67,14.0,9.0,1,512_67_14_9,,2014.0,Maize (white) - Wholesale (100 KG),Maize white Whs.,1.0,0.0,1413331200.0
2014-11-15,Maize (white) - Wholesale,100 KG,cereals and tubers,455.0,ETB,Ethiopia,Oromia,47678.0,Nazareth,512.0,67,14.0,9.0,1,512_67_14_9,,2014.0,Maize (white) - Wholesale (100 KG),Maize white Whs.,1.0,0.0,1416009600.0
2014-12-15,Maize (white) - Wholesale,100 KG,cereals and tubers,440.0,ETB,Ethiopia,Amhara,1229.0,Desse,484.0,67,14.0,9.0,1,484_67_14_9,,2014.0,Maize (white) - Wholesale (100 KG),Maize white Whs.,1.0,0.0,1418601600.0
2015-01-15,Maize (white) - Wholesale,100 KG,cereals and tubers,430.0,ETB,Ethiopia,Oromia,47678.0,Woliso,500.0,67,14.0,9.0,1,500_67_14_9,,2015.0,Maize (white) - Wholesale (100 KG),Maize white Whs.,1.0,0.0,1421280000.0
2015-02-15,Maize (white) - Wholesale,100 KG,cereals and tubers,440.0,ETB,Ethiopia,Amhara,1229.0,Desse,484.0,67,14.0,9.0,1,484_67_14_9,,2015.0,Maize (white) - Wholesale (100 KG),Maize white Whs.,1.0,0.0,1423958400.0
2015-03-15,Maize (white) - Wholesale,100 KG,cereals and tubers,441.0,ETB,Ethiopia,Addis Ababa,1227.0,Addis Ababa,480.0,67,14.0,9.0,1,480_67_14_9,,2015.0,Maize (white) - Wholesale (100 KG),Maize white Whs.,1.0,0.0,1426377600.0
2015-04-15,Maize (white) - Wholesale,100 KG,cereals and tubers,434.25,ETB,Ethiopia,Addis Ababa,1227.0,Addis Ababa,480.0,67,14.0,9.0,1,480_67_14_9,,2015.0,Maize (white) - Wholesale (100 KG),Maize white Whs.,1.0,0.0,1429056000.0
