,date,ADMIN1,CS_1,CS_2,CS_3,CS_4,CS_99,ML1_1,ML1_2,ML1_3,ML1_4,ML1_99,ML2_1,ML2_2,ML2_3,ML2_4,ML2_99,CS_5,ML1_5,ML2_5,pop_CS,pop_Total_CS,pop_ML1,pop_Total_ML1,pop_ML2,pop_Total_ML2
23,2010-01-01,Afar,3802.28125,696971.853515625,902452.15625,0.0,0.0,0.0,8596.566284179688,1097519.859375,497109.8359375,0.0,0.0,1131.3197021484375,981277.6796875,620817.2744750977,0.0,0,0.0,0.0,1603226.291015625,3206452.58203125,1603226.2615966797,3206452.5231933594,1603226.273864746,3206452.547729492
24,2010-01-01,Amhara,9133904.46282959,9338951.15625,952792.9463272095,0.0,615443.6484375,9102098.36907959,7058015.361578941,2319751.9510498047,945782.9855957031,615443.6484375,9102098.36907959,4187654.13994503,3395474.605773926,2740421.4729003906,615443.6484375,0,0.0,0.0,19425648.5654068,39466740.7792511,19425648.66730404,39466740.98304558,19425648.587698936,39466740.82383537
25,2010-01-01,Benishangul Gumz,940571.36328125,0.0,0.0,0.0,0.0,612021.05078125,328550.2990760803,0.0,0.0,0.0,612021.05078125,328550.2990760803,0.0,0.0,0.0,0,0.0,0.0,940571.36328125,1881142.7265625,940571.3498573303,1881142.6997146606,940571.3498573303,1881142.6997146606
26,2010-01-01,Dire Dawa,0.0,403830.203125,0.0,0.0,0.0,0.0,0.0,403830.203125,0.0,0.0,0.0,0.0,401427.484375,2402.72412109375,0.0,0,0.0,0.0,403830.203125,807660.40625,403830.203125,807660.40625,403830.20849609375,807660.4169921875
27,2010-01-01,Gambela,151879.4783935547,1192.5557861328125,235344.49822998047,0.0,0.0,150089.84521484375,2982.189079284668,79.52148103713989,235264.97479248047,0.0,146729.97021484375,6246.206901550293,175.3736538887024,235264.97479248047,0.0,0,0.0,0.0,388416.53240966797,776833.0648193359,388416.530567646,776833.061135292,388416.5255627632,776833.0511255264
28,2010-01-01,Harari,0.0,219787.4375,0.0,0.0,0.0,0.0,0.0,219787.4375,0.0,0.0,0.0,0.0,216900.90625,2886.5439453125,0.0,0,0.0,0.0,219787.4375,439574.875,219787.4375,439574.875,219787.4501953125,439574.900390625
29,2010-01-01,Oromia,16731165.790359497,14718188.119384766,940871.8685603142,0.0,19987.46484375,16571704.977859497,6801241.466186523,9017273.076080322,6.021514415740967,19987.46484375,16280669.227859497,6317667.655761719,6415948.37310791,3375940.087966442,19987.46484375,0,0.0,0.0,32390225.778304577,64800439.021452904,32390225.54164076,64800438.54812527,32390225.344695568,64800438.154234886
30,2010-01-01,SNNP,2955697.5504455566,13487136.800923347,1382028.2836761475,0.0,0.0,2955697.5504455566,10854591.866780281,4014327.4635106325,246.09390258789062,0.0,2953924.8785705566,4858841.013478279,7516029.865020752,2495950.1214294434,0.0,0,0.0,0.0,17824862.63504505,35649725.2700901,17824862.974639058,35649725.949278116,17824745.87849903,35649491.75699806
31,2010-01-01,Somali,60.62431335449219,1779085.4620361328,3486491.294067383,9.052534103393555,0.0,60.62431335449219,2841.956008911133,4159969.098022461,1102774.6845703125,0.0,60.62431335449219,4359.105361938477,4678215.5546875,583010.8563671112,0.0,0,0.0,0.0,5265646.4329509735,10531292.865901947,5265646.362915039,10531292.725830078,5265646.140729904,10531292.281459808
32,2010-01-01,Tigray,415249.1633300781,3713852.846862793,894876.4750976562,0.0,61658.0,415249.1633300781,2209951.405883789,1620124.511314392,778653.4404296875,61658.0,415249.1633300781,1257366.562133789,1735558.673423767,1615804.0991973877,61658.0,0,0.0,0.0,5023978.485290527,10109614.970581055,5023978.520957947,10109615.041915894,5023978.498085022,10109614.996170044
33,2010-04-01,Addis Ababa,53388.05078125,0.0,0.0,0.0,3136550.25,53388.05078125,0.0,0.0,0.0,3136550.25,53388.05078125,0.0,0.0,0.0,3136550.25,0,0.0,0.0,53388.05078125,3243326.3515625,53388.05078125,3243326.3515625,53388.05078125,3243326.3515625
34,2010-04-01,Afar,0.0,681597.4054107666,921488.990234375,139.78887939453125,0.0,0.0,681597.4366607666,921488.990234375,139.78887939453125,0.0,0.0,692737.7437896729,910348.6806640625,139.78887939453125,0.0,0,0.0,0.0,1603226.1845245361,3206452.3690490723,1603226.2157745361,3206452.4315490723,1603226.2133331299,3206452.4266662598
35,2010-04-01,Amhara,9120361.63470459,4764141.887786865,4845488.25,696410.700881958,615443.6484375,9120361.63470459,4764141.887786865,4845488.25,696410.700881958,615443.6484375,9120284.00970459,2976112.9713134766,6633594.864868164,696410.700881958,615443.6484375,0,0.0,0.0,19426402.473373413,39468248.595184326,19426402.473373413,39468248.595184326,19426402.54676819,39468248.74197388
36,2010-04-01,Benishangul Gumz,658303.708984375,282774.4821281433,0.0,0.0,0.0,657984.08203125,283094.1032218933,0.0,0.0,0.0,657796.86328125,187.222412109375,283094.1071281433,0.0,0.0,0,0.0,0.0,941078.1911125183,1882156.3822250366,941078.1852531433,1882156.3705062866,941078.1928215027,1882156.3856430054
37,2010-04-01,Dire Dawa,0.0,400478.828125,3351.404052734375,0.0,0.0,0.0,400478.828125,3351.404052734375,0.0,0.0,0.0,400478.828125,3351.404052734375,0.0,0.0,0,0.0,0.0,403830.2321777344,807660.4643554688,403830.2321777344,807660.4643554688,403830.2321777344,807660.4643554688
38,2010-04-01,Gambela,146729.97021484375,6342.0590744018555,235264.97479248047,79.52148103713989,0.0,146729.97021484375,6342.0590744018555,235264.97479248047,79.52148103713989,0.0,146729.97021484375,238247.15838623047,3359.8701171875,79.52148103713989,0.0,0,0.0,0.0,388416.5255627632,776833.0511255264,388416.5255627632,776833.0511255264,388416.52019929886,776833.0403985977
39,2010-04-01,Harari,0.0,0.0,216900.90625,2886.5439453125,0.0,0.0,0.0,216900.90625,2886.5439453125,0.0,0.0,0.0,216900.90625,2886.5439453125,0.0,0,0.0,0.0,219787.4501953125,439574.900390625,219787.4501953125,439574.900390625,219787.4501953125,439574.900390625
40,2010-04-01,Oromia,19094551.12548828,6398065.049194336,5936779.366775036,960830.4871826172,19987.46484375,19094551.12548828,6398065.049194336,5936779.366775036,960830.4871826172,19987.46484375,19094551.12548828,2825624.4096369743,9509220.107543945,960830.4871826172,19987.46484375,0,0.0,0.0,32390226.02864027,64800439.52212429,32390226.02864027,64800439.52212429,32390226.129851818,64800439.724547386
41,2010-04-01,SNNP,2971082.811187744,12051350.516957283,2802429.7239171267,0.0,0.0,2971082.811187744,12051350.516957283,2802429.7239171267,0.0,0.0,2971203.5563049316,12061221.544891357,2792437.854888916,0.0,0.0,0,0.0,0.0,17824863.052062154,35649726.10412431,17824863.052062154,35649726.10412431,17824862.956085205,35649725.91217041
42,2010-04-01,Somali,0.0,3366356.8001117706,1897350.7241210938,1938.7046337127686,0.0,0.0,3369368.6438617706,1894338.919921875,1938.7046337127686,0.0,0.0,3245289.5813617706,2018418.021484375,1938.7046337127686,0.0,0,0.0,0.0,5265646.228866577,10531292.457733154,5265646.268417358,10531292.536834717,5265646.307479858,10531292.614959717
43,2010-04-01,Tigray,415249.1633300781,1013626.7977752686,3321004.5690307617,274098.1697616577,61658.0,415249.1633300781,1013626.7977752686,3321004.5690307617,274098.1697616577,61658.0,415249.1633300781,1887312.870437622,2447318.344024658,274098.1697616577,61658.0,0,0.0,0.0,5023978.699897766,10109615.399795532,5023978.699897766,10109615.399795532,5023978.547554016,10109615.095108032
44,2010-07-01,Addis Ababa,55991.34375,0.0,220263.90625,0.0,2913683.0,55991.34375,0.0,220263.90625,0.0,2913683.0,55991.34375,220263.90625,0.0,0.0,2913683.0,0,0.0,0.0,276255.25,3466193.5,276255.25,3466193.5,276255.25,3466193.5
45,2010-07-01,Afar,0.0,896485.072265625,707031.7861328125,0.0,0.0,0.0,896485.072265625,707031.7861328125,0.0,0.0,0.0,1602420.671875,1096.156005859375,0.0,0.0,0,0.0,0.0,1603516.8583984375,3207033.716796875,1603516.8583984375,3207033.716796875,1603516.8278808594,3207033.6557617188
46,2010-07-01,Amhara,9694626.897361755,3596389.173751831,6753975.76953125,0.0,0.0,9694549.272361755,3596466.7880096436,6753975.76953125,0.0,0.0,9694626.897361755,8234152.375,2116213.141845703,0.0,0.0,0,0.0,0.0,20044991.840644836,40089983.68128967,20044991.82990265,40089983.6598053,20044992.41420746,40089984.82841492
47,2010-07-01,Benishangul Gumz,672424.94140625,268471.78353881836,181.44437408447266,0.0,0.0,672343.87890625,268552.874130249,181.44437408447266,0.0,0.0,672850.72265625,268227.48570251465,0.0,0.0,0.0,0,0.0,0.0,941078.1693191528,1882156.3386383057,941078.1974105835,1882156.394821167,941078.2083587646,1882156.4167175293
48,2010-07-01,Dire Dawa,0.0,446.26251220703125,4084.25439453125,0.0,399299.71875,0.0,446.26251220703125,4084.25439453125,0.0,399299.71875,0.0,4530.51708984375,0.0,0.0,399299.71875,0,0.0,0.0,4530.516906738281,408360.75256347656,4530.516906738281,408360.75256347656,4530.51708984375,408360.7529296875
49,2010-07-01,Gambela,48904.76870727539,23351.07611846924,316081.154296875,79.52148103713989,0.0,48904.76870727539,23351.07611846924,316081.154296875,79.52148103713989,0.0,50711.46488952637,190534.91534423828,147170.15112304688,0.0,0.0,0,0.0,0.0,388416.52060365677,776833.0412073135,388416.52060365677,776833.0412073135,388416.5313568115,776833.062713623
50,2010-07-01,Harari,214584.390625,0.0,5203.04443359375,0.0,0.0,214584.390625,0.0,5203.04443359375,0.0,0.0,214584.390625,5203.04443359375,0.0,0.0,0.0,0,0.0,0.0,219787.43505859375,439574.8701171875,219787.43505859375,439574.8701171875,219787.43505859375,439574.8701171875
51,2010-07-01,Oromia,16757724.204990387,7823848.468494415,7813207.738067627,0.0,15432.966674804688,16757724.204990387,7823848.468494415,7813207.738067627,0.0,15432.966674804688,17912560.03848648,13299130.518543243,1184502.3027648926,0.0,14020.218627929688,0,0.0,0.0,32394780.41155243,64804993.78977966,32394780.41155243,64804993.78977966,32396192.859794617,64806405.93821716
52,2010-07-01,SNNP,2926071.902038574,11398087.478118896,3336552.867248535,0.0,164150.345703125,2926192.6306762695,11397966.777526855,3336552.867248535,0.0,164150.345703125,2926203.9119262695,14895069.918670654,3589.3564224243164,0.0,0.0,0,0.0,0.0,17660712.247406006,35485574.84051514,17660712.27545166,35485574.896606445,17824863.18701935,35649726.3740387
53,2010-07-01,Somali,0.0,5059202.703125,204601.64311027527,0.0,1841.9375,0.0,5059202.703125,204601.64311027527,0.0,1841.9375,0.0,1779635.3321533203,3484159.9935073853,9.052534103393555,1841.9375,0,0.0,0.0,5263804.346235275,10529450.62997055,5263804.346235275,10529450.62997055,5263804.378194809,10529450.693889618
54,2010-07-01,Tigray,415816.6561279297,1127312.8536376953,3542507.0769500732,0.0,0.0,415816.6561279297,1127312.8536376953,3542507.0769500732,0.0,0.0,415816.6561279297,4199156.196105957,470663.69805908203,0.0,0.0,0,0.0,0.0,5085636.586715698,10171273.173431396,5085636.586715698,10171273.173431396,5085636.550292969,10171273.100585938
55,2010-10-01,Addis Ababa,55991.34375,0.0,220263.90625,0.0,2913683.0,55991.34375,0.0,0.0,0.0,3133946.75,55991.34375,0.0,0.0,0.0,3133946.75,0,0.0,0.0,276255.25,3466193.5,55991.34375,3245929.4375,55991.34375,3245929.4375
56,2010-10-01,Afar,0.0,896493.728515625,707023.1552734375,0.0,0.0,0.0,1416912.671875,186604.20278930664,0.0,0.0,0.0,1364125.265625,239391.58584594727,0.0,0.0,0,0.0,0.0,1603516.8837890625,3207033.767578125,1603516.8746643066,3207033.7493286133,1603516.8514709473,3207033.7029418945
57,2010-10-01,Amhara,9693872.897361755,3596389.173751831,6753975.76953125,0.0,753.988037109375,9694626.897361755,8285752.734375,2064612.65914917,0.0,0.0,9693872.897361755,8424202.1875,1926163.3079490662,0.0,753.988037109375,0,0.0,0.0,20044237.840644836,40089229.66932678,20044992.290885925,40089984.58177185,20044238.39281082,40089230.77365875
58,2010-10-01,Benishangul Gumz,672343.87890625,268227.48570251465,0.0,0.0,506.8470230102539,941078.1796875,0.0,0.0,0.0,0.0,940571.36328125,0.0,0.0,0.0,506.8470230102539,0,0.0,0.0,940571.3646087646,1881649.5762405396,941078.1796875,1882156.359375,940571.36328125,1881649.5735855103
59,2010-10-01,Dire Dawa,0.0,446.26251220703125,4084.25439453125,0.0,399299.71875,0.0,379102.015625,0.0,0.0,24728.2099609375,0.0,379102.015625,0.0,0.0,24728.2099609375,0,0.0,0.0,4530.516906738281,408360.75256347656,379102.015625,782932.2412109375,379102.015625,782932.2412109375
60,2010-10-01,Gambela,48904.76870727539,21544.378372192383,316081.154296875,0.0,1886.2176208496094,254210.60009765625,134205.9271850586,0.0,0.0,0.0,252420.9653930664,0.0,134109.34075927734,0.0,1886.2176208496094,0,0.0,0.0,386530.3013763428,774946.8203735352,388416.52728271484,776833.0545654297,386530.30615234375,774946.8299255371
61,2010-10-01,Harari,214584.390625,0.0,5203.04443359375,0.0,0.0,0.0,215987.5625,3799.88671875,0.0,0.0,0.0,215890.546875,3896.896484375,0.0,0.0,0,0.0,0.0,219787.43505859375,439574.8701171875,219787.44921875,439574.8984375,219787.443359375,439574.88671875
62,2010-10-01,Oromia,16757724.204990387,7823848.468494415,7813207.738067627,0.0,15432.966674804688,17896412.708496094,13166919.094726562,1331091.6327209473,0.0,15789.63671875,17896412.708496094,13044345.974121094,1453664.6744689941,0.0,15789.63671875,0,0.0,0.0,32394780.41155243,64804993.78977966,32394423.435943604,64804636.50860596,32394423.35708618,64804636.35089111
63,2010-10-01,SNNP,2926071.902038574,11398072.101287842,3336436.254211426,0.0,164282.33539009094,2566480.960615158,14638457.685546875,619924.203125,0.0,0.0,2566360.2317943573,8948146.777496338,6310223.7470703125,0.0,131.98968696594238,0,0.0,0.0,17660580.25753784,35485442.850465775,17824862.849287033,35649725.698574066,17824730.756361008,35649593.50240898
64,2010-10-01,Somali,0.0,5061272.828125,202522.48315429688,9.052534103393555,1841.9375,0.0,3690934.137939453,1574508.9286117554,0.0,203.2109375,0.0,3831608.841064453,1433825.341796875,9.052534103393555,203.2109375,0,0.0,0.0,5263804.3638134,10529450.6651268,5265443.0665512085,10531089.344039917,5265443.2353954315,10531089.681728363
65,2010-10-01,Tigray,415816.6561279297,1127312.8536376953,3542507.0769500732,0.0,221.48782348632812,415816.6561279297,4667666.008605957,2153.885498046875,0.0,0.0,415816.6561279297,4667666.008605957,2153.885498046875,0.0,221.48782348632812,0,0.0,0.0,5085636.586715698,10171494.661254883,5085636.550231934,10171273.100463867,5085636.550231934,10171494.588287354
66,2011-01-01,Addis Ababa,58055.1953125,0.0,0.0,0.0,3202483.0,58055.1953125,0.0,0.0,0.0,3202483.0,58055.1953125,0.0,0.0,0.0,3202483.0,0,0.0,0.0,58055.1953125,3318593.390625,58055.1953125,3318593.390625,58055.1953125,3318593.390625
67,2011-01-01,Afar,0.0,1293817.875,350040.0343017578,0.0,0.0,0.0,1293817.875,350040.0343017578,0.0,0.0,0.0,423635.767578125,1220222.12109375,0.0,0.0,0,0.0,0.0,1643857.9093017578,3287715.8186035156,1643857.9093017578,3287715.8186035156,1643857.888671875,3287715.77734375
68,2011-01-01,Amhara,9909356.267601013,8634938.8125,1944424.1666183472,0.0,0.0,9909356.267601013,8634938.8125,1944424.1666183472,0.0,0.0,9909356.267601013,8634187.375,1945175.627632141,0.0,0.0,0,0.0,0.0,20488719.24671936,40977438.49343872,20488719.24671936,40977438.49343872,20488719.270233154,40977438.54046631
69,2011-01-01,Benishangul Gumz,828605.1405029297,141419.96875,0.0,0.0,0.0,828605.1405029297,141419.96875,0.0,0.0,0.0,731343.62109375,238681.4693145752,0.0,0.0,0.0,0,0.0,0.0,970025.1092529297,1940050.2185058594,970025.1092529297,1940050.2185058594,970025.0904083252,1940050.1808166504
70,2011-01-01,Dire Dawa,0.0,389099.640625,0.0,0.0,25448.6630859375,0.0,389099.640625,0.0,0.0,25448.6630859375,0.0,389099.640625,0.0,0.0,25448.6630859375,0,0.0,0.0,389099.640625,803647.9443359375,389099.640625,803647.9443359375,389099.640625,803647.9443359375
71,2011-01-01,Gambela,2819.3304290771484,264719.3899536133,141041.29260253906,0.0,0.0,2819.3304290771484,264719.3899536133,141041.29260253906,0.0,0.0,2452.582260131836,265011.521484375,141115.91760253906,0.0,0.0,0,0.0,0.0,408580.0129852295,817160.025970459,408580.0129852295,817160.025970459,408580.0213470459,817160.0426940918
72,2011-01-01,Harari,0.0,222280.765625,3672.273193359375,0.0,0.0,0.0,222280.765625,3672.273193359375,0.0,0.0,0.0,222280.765625,3672.273193359375,0.0,0.0,0,0.0,0.0,225953.03881835938,451906.07763671875,225953.03881835938,451906.07763671875,225953.03881835938,451906.07763671875
73,2011-01-01,Oromia,17931228.32562256,12150340.417358398,3350197.28704834,0.0,15943.7958984375,17931228.32562256,12148995.239379883,3351542.44329834,0.0,15943.7958984375,17501142.95062256,12576330.047729492,3353585.87298584,707.4605102539062,15943.7958984375,0,0.0,0.0,33431766.030029297,66879475.85595703,33431766.00830078,66879475.8125,33431766.331848145,66879476.45959473
74,2011-01-01,SNNP,2644107.3926200867,15505597.257873535,224013.43614196777,0.0,0.0,2644107.3926200867,15470329.238952637,259281.4707107544,0.0,0.0,2644107.3926200867,14290831.878356934,1438778.93624115,0.0,0.0,0,0.0,0.0,18373718.08663559,36747436.17327118,18373718.102283478,36747436.204566956,18373718.20721817,36747436.41443634
75,2011-01-01,Somali,0.0,1397674.926727295,4029420.046875,9.367189407348633,180.7180938720703,0.0,1394016.6684570312,4033087.609375,0.0,180.7180938720703,0.0,1172987.151977539,1972477.1240253448,2281639.98828125,180.7180938720703,0,0.0,0.0,5427104.340791702,10854389.399677277,5427104.277832031,10854389.273757935,5427104.264284134,10854389.24666214
76,2011-01-01,Tigray,427356.73583984375,4794427.940063477,347.41314697265625,0.0,0.0,427356.73583984375,4794427.940063477,347.41314697265625,0.0,0.0,427356.73583984375,4793140.127563477,1635.2090034484863,0.0,0.0,0,0.0,0.0,5222132.089050293,10444264.178100586,5222132.089050293,10444264.178100586,5222132.072406769,10444264.144813538
77,2011-04-01,Addis Ababa,58055.1953125,0.0,0.0,0.0,3202483.0,58055.1953125,0.0,0.0,0.0,3202483.0,58055.1953125,0.0,0.0,0.0,3202483.0,0,0.0,0.0,58055.1953125,3318593.390625,58055.1953125,3318593.390625,58055.1953125,3318593.390625
78,2011-04-01,Afar,0.0,17981.571533203125,1625876.25,0.0,0.0,0.0,17990.890869140625,1625866.9375,0.0,0.0,0.0,12381.0009765625,1631476.78125,0.0,0.0,0,0.0,0.0,1643857.8215332031,3287715.6430664062,1643857.8283691406,3287715.6567382812,1643857.7822265625,3287715.564453125
79,2011-04-01,Amhara,9324039.791931152,8770379.778808594,2394299.48626709,0.0,0.0,9324039.791931152,8770379.778808594,2394299.48626709,0.0,0.0,9324039.791931152,8770126.391601562,2394552.92376709,0.0,0.0,0,0.0,0.0,20488719.057006836,40977438.11401367,20488719.057006836,40977438.11401367,20488719.107299805,40977438.21459961
80,2011-04-01,Benishangul Gumz,647843.81640625,322181.2934265137,0.0,0.0,0.0,647513.2750701904,322511.8090515137,0.0,0.0,0.0,647513.2750701904,322511.8090515137,0.0,0.0,0.0,0,0.0,0.0,970025.1098327637,1940050.2196655273,970025.0841217041,1940050.1682434082,970025.0841217041,1940050.1682434082
81,2011-04-01,Dire Dawa,0.0,388393.96875,705.6771240234375,0.0,25448.6630859375,0.0,388393.96875,705.6771240234375,0.0,25448.6630859375,0.0,384915.71875,4183.931640625,0.0,25448.6630859375,0,0.0,0.0,389099.64587402344,803647.9548339844,389099.64587402344,803647.9548339844,389099.650390625,803647.9638671875
82,2011-04-01,Gambela,13786.718383789062,281563.71875,106270.92431640625,0.0,6958.654846191406,11882.465942382812,283381.3125,106357.58142089844,0.0,6958.654846191406,293359.52734375,1916.2922811508179,106345.54150390625,0.0,6958.654846191406,0,0.0,0.0,401621.3614501953,810201.377746582,401621.35986328125,810201.3745727539,401621.36112880707,810201.3771038055
