,ADMIN1,ADMIN2,date,CS_1,CS_2,CS_3,CS_4,CS_99,ML1_1,ML1_2,ML1_3,ML1_4,ML1_99,ML2_1,ML2_2,ML2_3,ML2_4,ML2_99,CS_5,ML1_5,ML2_5,pop_CS,pop_Total_CS,pop_ML1,pop_Total_ML1,pop_ML2,pop_Total_ML2
10,Amhara,North Shewa,2009-07-01,375789.8125,980470.9375,677479.8125,0.0,70339.078125,375789.8125,980470.9375,677479.8125,0.0,70339.078125,375789.8125,1657950.75,0.0,0.0,70339.078125,0,0.0,0.0,2033740.5625,4137820.203125,2033740.5625,4137820.203125,2033740.5625,4137820.203125
11,Amhara,North Wello,2009-07-01,0.0,142.78846740722656,1530826.25,0.0,32190.98046875,0.0,142.78846740722656,1530826.25,0.0,32190.98046875,0.0,855364.25,675604.75,0.0,32190.98046875,0,0.0,0.0,1530969.0384674072,3094129.0574035645,1530969.0384674072,3094129.0574035645,1530969.0,3094128.98046875
12,Amhara,Oromia,2009-07-01,0.0,78.92658996582031,527007.75,0.0,0.0,0.0,78.92658996582031,527007.75,0.0,0.0,0.0,526190.6875,895.9808349609375,0.0,0.0,0,0.0,0.0,527086.6765899658,1054173.3531799316,527086.6765899658,1054173.3531799316,527086.6683349609,1054173.3366699219
13,Amhara,South Gondar,2009-07-01,1265735.375,463578.59375,575011.3125,0.0,0.0,1265735.375,463578.59375,575011.3125,0.0,0.0,1265735.375,1037634.625,955.2354736328125,0.0,0.0,0,0.0,0.0,2304325.28125,4608650.5625,2304325.28125,4608650.5625,2304325.235473633,4608650.470947266
14,Amhara,South Wello,2009-07-01,844.1527709960938,1086043.375,1739277.125,0.0,230106.421875,844.1527709960938,1086043.375,1739277.125,0.0,230106.421875,844.1527709960938,1745057.25,1080263.5,0.0,230106.421875,0,0.0,0.0,2826164.652770996,5882435.727416992,2826164.652770996,5882435.727416992,2826164.902770996,5882436.227416992
15,Amhara,Wag Hamra,2009-07-01,0.0,372.40032958984375,484163.375,0.0,0.0,0.0,372.40032958984375,484163.375,0.0,0.0,0.0,484490.03125,45.72354507446289,0.0,0.0,0,0.0,0.0,484535.77532958984,969071.5506591797,484535.77532958984,969071.5506591797,484535.75479507446,969071.5095901489
16,Amhara,West Gojam,2009-07-01,2436560.0,0.0,0.0,0.0,195801.34375,2436560.0,0.0,0.0,0.0,195801.34375,2436560.0,0.0,0.0,0.0,195801.34375,0,0.0,0.0,2436560.0,5068921.34375,2436560.0,5068921.34375,2436560.0,5068921.34375
17,Amhara,West Gondar,2009-07-01,268798.96875,0.0,0.0,0.0,0.0,268798.96875,0.0,0.0,0.0,0.0,268798.96875,0.0,0.0,0.0,0.0,0,0.0,0.0,268798.96875,537597.9375,268798.96875,537597.9375,268798.96875,537597.9375
18,Benishangul Gumz,Asosa,2009-07-01,268698.5625,92442.6953125,0.0,0.0,0.0,268698.5625,92442.6953125,0.0,0.0,0.0,268698.5625,92442.6953125,0.0,0.0,0.0,0,0.0,0.0,361141.2578125,722282.515625,361141.2578125,722282.515625,361141.2578125,722282.515625
19,Benishangul Gumz,Kemashi,2009-07-01,65436.08984375,37248.83203125,17273.541015625,0.0,0.0,65436.08984375,37248.83203125,17273.541015625,0.0,0.0,65436.08984375,54522.375,0.0,0.0,0.0,0,0.0,0.0,119958.462890625,239916.92578125,119958.462890625,239916.92578125,119958.46484375,239916.9296875
20,Benishangul Gumz,Mao Komo Special,2009-07-01,58402.1953125,0.0,0.0,0.0,0.0,58402.1953125,0.0,0.0,0.0,0.0,58402.1953125,0.0,0.0,0.0,0.0,0,0.0,0.0,58402.1953125,116804.390625,58402.1953125,116804.390625,58402.1953125,116804.390625
21,Benishangul Gumz,Metekel,2009-07-01,372458.8125,19.397977828979492,0.0,0.0,0.0,372458.8125,19.397977828979492,0.0,0.0,0.0,372458.8125,19.397977828979492,0.0,0.0,0.0,0,0.0,0.0,372478.210477829,744956.420955658,372478.210477829,744956.420955658,372478.210477829,744956.420955658
22,Dire Dawa,Dire Dawa rural,2009-07-01,0.0,167319.109375,2049.182373046875,0.0,0.0,0.0,167319.109375,2049.182373046875,0.0,0.0,0.0,169368.296875,0.0,0.0,0.0,0,0.0,0.0,169368.29174804688,338736.58349609375,169368.29174804688,338736.58349609375,169368.296875,338736.59375
23,Dire Dawa,Dire Dawa urban,2009-07-01,0.0,223921.78125,0.0,0.0,0.0,0.0,223921.78125,0.0,0.0,0.0,0.0,223921.78125,0.0,0.0,0.0,0,0.0,0.0,223921.78125,447843.5625,223921.78125,447843.5625,223921.78125,447843.5625
24,Gambela,Agnewak,2009-07-01,67545.0234375,60166.48828125,0.0,5.037140369415283,0.0,10894.5224609375,57744.1796875,59072.8203125,5.037140369415283,0.0,67545.0234375,53184.96875,1022.0853881835938,5.037140369415283,5959.4365234375,0,0.0,0.0,127716.54885911942,255433.09771823883,127716.55960130692,255433.11920261383,121757.11471605301,249473.66595554352
25,Gambela,Etang Special woreda,2009-07-01,4031.33056640625,38234.98828125,0.0,0.0,0.0,1234.4990234375,2864.04248046875,38167.77734375,0.0,0.0,4031.33056640625,30922.46875,0.0,0.0,7312.5205078125,0,0.0,0.0,42266.31884765625,84532.6376953125,42266.31884765625,84532.6376953125,34953.79931640625,77220.119140625
26,Gambela,Mejenger,2009-07-01,71368.9375,575.7250366210938,0.0,0.0,0.0,71368.9375,0.0,575.7250366210938,0.0,0.0,71368.9375,575.7250366210938,0.0,0.0,0.0,0,0.0,0.0,71944.6625366211,143889.3250732422,71944.6625366211,143889.3250732422,71944.6625366211,143889.3250732422
27,Gambela,Nuwer,2009-07-01,0.0,125973.3515625,1252.6055908203125,70.37015533447266,0.0,0.0,396.18377685546875,126829.7734375,70.37015533447266,0.0,0.0,60865.36328125,1252.6055908203125,70.37015533447266,65107.984375,0,0.0,0.0,127296.32730865479,254592.65461730957,127296.32736968994,254592.65473937988,62188.339027404785,189484.66242980957
28,Harari,Harari,2009-07-01,0.0,211302.359375,2863.7548828125,0.0,0.0,0.0,211302.359375,2863.7548828125,0.0,0.0,0.0,214166.125,0.0,0.0,0.0,0,0.0,0.0,214166.1142578125,428332.228515625,214166.1142578125,428332.228515625,214166.125,428332.25
29,Oromia,Arsi,2009-07-01,758030.8125,1211180.875,1048070.1875,0.0,0.0,758030.8125,1211180.875,1048070.1875,0.0,0.0,758030.8125,2259122.75,128.2752227783203,0.0,0.0,0,0.0,0.0,3017281.875,6034563.75,3017281.875,6034563.75,3017281.8377227783,6034563.675445557
30,Oromia,Bale,2009-07-01,504215.65625,208557.03125,925826.375,0.0,0.0,504215.65625,208557.03125,925262.3125,564.0563354492188,0.0,323133.4375,666186.25,649279.5,0.0,0.0,0,0.0,0.0,1638599.0625,3277198.125,1638599.0563354492,3277198.1126708984,1638599.1875,3277198.375
31,Oromia,Borena,2009-07-01,35.07582473754883,0.0,434985.0625,0.0,0.0,35.07582473754883,0.0,434985.0625,0.0,0.0,35.07582473754883,432028.78125,2956.249755859375,0.0,0.0,0,0.0,0.0,435020.13832473755,870040.2766494751,435020.13832473755,870040.2766494751,435020.1068305969,870040.2136611938
32,Oromia,Buno Bedele,2009-07-01,620374.375,0.0,57564.72265625,0.0,0.0,620374.375,0.0,57564.72265625,0.0,0.0,620374.375,57564.72265625,0.0,0.0,0.0,0,0.0,0.0,677939.09765625,1355878.1953125,677939.09765625,1355878.1953125,677939.09765625,1355878.1953125
33,Oromia,East Hararge,2009-07-01,0.0,609840.5625,2586274.5,502.15338134765625,0.0,0.0,609840.5625,2586274.5,502.15338134765625,0.0,0.0,3196102.5,12.132678031921387,502.15338134765625,0.0,0,0.0,0.0,3196617.2158813477,6393234.431762695,3196617.2158813477,6393234.431762695,3196616.7860593796,6393233.572118759
34,Oromia,East Shewa,2009-07-01,1041984.6875,487736.0625,256893.796875,0.0,0.0,1041984.6875,487736.0625,256893.796875,0.0,0.0,1041984.6875,744629.875,0.0,0.0,0.0,0,0.0,0.0,1786614.546875,3573229.09375,1786614.546875,3573229.09375,1786614.5625,3573229.125
35,Oromia,East Wellega,2009-07-01,1296280.5,104168.765625,4586.1748046875,0.0,0.0,1296280.5,104168.765625,4586.1748046875,0.0,0.0,1296280.5,108754.9296875,0.0,0.0,0.0,0,0.0,0.0,1405035.4404296875,2810070.880859375,1405035.4404296875,2810070.880859375,1405035.4296875,2810070.859375
36,Oromia,Finfine Special,2009-07-01,756372.25,14427.58984375,0.0,0.0,19535.07421875,756372.25,14427.58984375,0.0,0.0,19535.07421875,756372.25,14427.58984375,0.0,0.0,19535.07421875,0,0.0,0.0,770799.83984375,1561134.75390625,770799.83984375,1561134.75390625,770799.83984375,1561134.75390625
37,Oromia,Guji,2009-07-01,505930.03125,0.0,701757.25,0.0,0.0,505930.03125,0.0,701757.25,0.0,0.0,505930.03125,242454.296875,459302.90625,0.0,0.0,0,0.0,0.0,1207687.28125,2415374.5625,1207687.28125,2415374.5625,1207687.234375,2415374.46875
38,Oromia,Horo Gudru Wellega,2009-07-01,658905.0,5377.89208984375,0.0,0.0,0.0,658905.0,5377.89208984375,0.0,0.0,0.0,658905.0,5377.89208984375,0.0,0.0,0.0,0,0.0,0.0,664282.8920898438,1328565.7841796875,664282.8920898438,1328565.7841796875,664282.8920898438,1328565.7841796875
39,Oromia,Ilu Aba Bora,2009-07-01,841048.25,6.7180585861206055,0.0,0.0,0.0,841048.25,0.0,6.7180585861206055,0.0,0.0,841048.25,6.7180585861206055,0.0,0.0,0.0,0,0.0,0.0,841054.9680585861,1682109.9361171722,841054.9680585861,1682109.9361171722,841054.9680585861,1682109.9361171722
40,Oromia,Jimma,2009-07-01,3027111.75,2284.83349609375,55.534263610839844,0.0,0.0,3027111.75,2284.83349609375,55.534263610839844,0.0,0.0,3027111.75,2340.36767578125,0.0,0.0,0.0,0,0.0,0.0,3029452.1177597046,6058904.235519409,3029452.1177597046,6058904.235519409,3029452.1176757812,6058904.2353515625
41,Oromia,Kelem Wellega,2009-07-01,952271.125,0.0,0.0,0.0,0.0,951229.625,1041.41845703125,0.0,0.0,0.0,952271.125,0.0,0.0,0.0,0.0,0,0.0,0.0,952271.125,1904542.25,952271.0434570312,1904542.0869140625,952271.125,1904542.25
42,Oromia,North Shewa,2009-07-01,555123.875,830150.125,0.0,0.0,0.0,555123.875,830150.125,0.0,0.0,0.0,555123.875,830150.125,0.0,0.0,0.0,0,0.0,0.0,1385274.0,2770548.0,1385274.0,2770548.0,1385274.0,2770548.0
43,Oromia,South West Shewa,2009-07-01,1076372.625,3883.4677734375,2261.615478515625,0.0,0.0,1076372.625,3883.4677734375,2261.615478515625,0.0,0.0,1076372.625,6145.0830078125,0.0,0.0,0.0,0,0.0,0.0,1082517.7082519531,2165035.4165039062,1082517.7082519531,2165035.4165039062,1082517.7080078125,2165035.416015625
44,Oromia,West Arsi,2009-07-01,1243228.375,26829.90625,1027143.8125,0.0,0.0,1243228.375,26829.90625,1027143.8125,0.0,0.0,1243228.375,1048043.1875,5930.5185546875,0.0,0.0,0,0.0,0.0,2297202.09375,4594404.1875,2297202.09375,4594404.1875,2297202.0810546875,4594404.162109375
45,Oromia,West Guji,2009-07-01,75809.015625,0.0,1017066.9375,0.0,0.0,75809.015625,0.0,1017066.9375,0.0,0.0,75809.015625,931034.75,86032.1875,0.0,0.0,0,0.0,0.0,1092875.953125,2185751.90625,1092875.953125,2185751.90625,1092875.953125,2185751.90625
46,Oromia,West Hararge,2009-07-01,0.0,579.29541015625,2160943.75,0.0,0.0,0.0,579.29541015625,2160943.75,0.0,0.0,0.0,2160799.25,723.6130981445312,0.0,0.0,0,0.0,0.0,2161523.0454101562,4323046.0908203125,2161523.0454101562,4323046.0908203125,2161522.8630981445,4323045.726196289
47,Oromia,West Shewa,2009-07-01,617015.75,1602605.75,0.0,0.0,0.0,617015.75,1602605.75,0.0,0.0,0.0,617015.75,1602605.75,0.0,0.0,0.0,0,0.0,0.0,2219621.5,4439243.0,2219621.5,4439243.0,2219621.5,4439243.0
48,Oromia,West Wellega,2009-07-01,1530316.5,44.913795471191406,116.95497131347656,0.0,0.0,1530316.5,44.913795471191406,116.95497131347656,0.0,0.0,1530316.5,161.8687744140625,0.0,0.0,0.0,0,0.0,0.0,1530478.3687667847,3060956.7375335693,1530478.3687667847,3060956.7375335693,1530478.368774414,3060956.737548828
49,SNNP,Alle,2009-07-01,0.0,172.10516357421875,41782.484375,0.0,0.0,0.0,0.0,41954.58984375,0.0,0.0,0.0,1572.324951171875,40382.265625,0.0,0.0,0,0.0,0.0,41954.58953857422,83909.17907714844,41954.58984375,83909.1796875,41954.590576171875,83909.18115234375
50,SNNP,Amaro,2009-07-01,0.0,0.0,175575.65625,0.0,0.0,0.0,0.0,175575.65625,0.0,0.0,0.0,609.8848876953125,174965.78125,0.0,0.0,0,0.0,0.0,175575.65625,351151.3125,175575.65625,351151.3125,175575.6661376953,351151.3322753906
51,SNNP,Basketo,2009-07-01,58086.99609375,148.1565704345703,0.0,0.0,0.0,58086.99609375,128.3641357421875,19.792430877685547,0.0,0.0,58086.99609375,128.3641357421875,19.792430877685547,0.0,0.0,0,0.0,0.0,58235.15266418457,116470.30532836914,58235.15266036987,116470.30532073975,58235.15266036987,116470.30532073975
52,SNNP,Bench Maji,2009-07-01,532068.125,297.8021545410156,0.0,0.0,0.0,532068.125,12.858358383178711,284.9437561035156,0.0,0.0,532068.125,297.8021545410156,0.0,0.0,0.0,0,0.0,0.0,532365.927154541,1064731.854309082,532365.9271144867,1064731.8542289734,532365.927154541,1064731.854309082
53,SNNP,Burji,2009-07-01,0.0,0.0,67460.84375,0.0,0.0,0.0,0.0,67460.84375,0.0,0.0,0.0,348.64215087890625,67112.203125,0.0,0.0,0,0.0,0.0,67460.84375,134921.6875,67460.84375,134921.6875,67460.8452758789,134921.6905517578
54,SNNP,Dawuro,2009-07-01,669.2921752929688,569229.0625,4291.0712890625,0.0,0.0,669.2921752929688,569229.0625,4291.0712890625,0.0,0.0,669.2921752929688,573520.125,0.0,0.0,0.0,0,0.0,0.0,574189.4259643555,1148378.851928711,574189.4259643555,1148378.851928711,574189.417175293,1148378.834350586
55,SNNP,Derashe,2009-07-01,0.0,0.0,90975.0625,0.0,0.0,0.0,0.0,90975.0625,0.0,0.0,0.0,4628.76953125,86346.2890625,0.0,0.0,0,0.0,0.0,90975.0625,181950.125,90975.0625,181950.125,90975.05859375,181950.1171875
56,SNNP,Gamo,2009-07-01,0.0,798.982421875,1299985.625,0.0,0.0,0.0,357.33233642578125,1300427.25,0.0,0.0,0.0,1297687.125,3097.41015625,0.0,0.0,0,0.0,0.0,1300784.607421875,2601569.21484375,1300784.5823364258,2601569.1646728516,1300784.53515625,2601569.0703125
57,SNNP,Gedeo,2009-07-01,264.334228515625,0.0,989696.875,0.0,0.0,264.334228515625,0.0,989696.875,0.0,0.0,264.334228515625,143080.890625,846616.0,0.0,0.0,0,0.0,0.0,989961.2092285156,1979922.4184570312,989961.2092285156,1979922.4184570312,989961.2248535156,1979922.4497070312
58,SNNP,Gofa,2009-07-01,135475.6875,260776.828125,139210.03125,0.0,0.0,135475.6875,259152.859375,140833.96875,0.0,0.0,135475.6875,398362.90625,1623.951416015625,0.0,0.0,0,0.0,0.0,535462.546875,1070925.09375,535462.515625,1070925.03125,535462.5451660156,1070925.0903320312
59,SNNP,Guraghe,2009-07-01,264084.15625,1778.69189453125,1147191.625,0.0,0.0,264084.15625,1778.69189453125,1147191.625,0.0,0.0,264084.15625,1148970.25,0.0,0.0,0.0,0,0.0,0.0,1413054.4731445312,2826108.9462890625,1413054.4731445312,2826108.9462890625,1413054.40625,2826108.8125
60,SNNP,Hadiya,2009-07-01,1519.89404296875,0.0,1410048.375,0.0,0.0,1519.89404296875,0.0,1410048.375,0.0,0.0,1519.89404296875,1410048.375,0.0,0.0,0.0,0,0.0,0.0,1411568.2690429688,2823136.5380859375,1411568.2690429688,2823136.5380859375,1411568.2690429688,2823136.5380859375
61,SNNP,Halaba Special,2009-07-01,0.0,0.0,299183.21875,0.0,0.0,0.0,0.0,299183.21875,0.0,0.0,0.0,299183.21875,0.0,0.0,0.0,0,0.0,0.0,299183.21875,598366.4375,299183.21875,598366.4375,299183.21875,598366.4375
62,SNNP,Kefa,2009-07-01,1003962.0,445.59722900390625,0.0,0.0,0.0,1003962.0,0.0,445.59722900390625,0.0,0.0,1003962.0,0.0,445.59722900390625,0.0,0.0,0,0.0,0.0,1004407.5972290039,2008815.1944580078,1004407.5972290039,2008815.1944580078,1004407.5972290039,2008815.1944580078
63,SNNP,Kembata Tibaro,2009-07-01,0.0,128.81118774414062,793245.0625,0.0,0.0,0.0,128.81118774414062,793245.0625,0.0,0.0,0.0,793373.875,0.0,0.0,0.0,0,0.0,0.0,793373.8736877441,1586747.7473754883,793373.8736877441,1586747.7473754883,793373.875,1586747.75
64,SNNP,Konso,2009-07-01,0.0,403.3524169921875,302242.59375,0.0,0.0,0.0,0.0,302645.96875,0.0,0.0,0.0,1356.9930419921875,301288.96875,0.0,0.0,0,0.0,0.0,302645.9461669922,605291.8923339844,302645.96875,605291.9375,302645.9617919922,605291.9235839844
65,SNNP,Konta Special,2009-07-01,107960.0625,1060.865234375,0.0,0.0,0.0,107960.0625,1006.1981201171875,54.667015075683594,0.0,0.0,107960.0625,1006.1981201171875,54.667015075683594,0.0,0.0,0,0.0,0.0,109020.927734375,218041.85546875,109020.92763519287,218041.85527038574,109020.92763519287,218041.85527038574
66,SNNP,Mirab Omo,2009-07-01,156065.234375,75261.59375,1.4665757417678833,0.0,0.0,156065.234375,74578.21875,684.8385620117188,0.0,0.0,156065.234375,48303.47265625,26958.1171875,0.0,0.0,0,0.0,0.0,231328.29470074177,462656.58940148354,231328.29168701172,462656.58337402344,231326.82421875,462653.6484375
67,SNNP,Sheka,2009-07-01,234397.734375,0.0,0.0,0.0,0.0,234397.734375,0.0,0.0,0.0,0.0,234397.734375,0.0,0.0,0.0,0.0,0,0.0,0.0,234397.734375,468795.46875,234397.734375,468795.46875,234397.734375,468795.46875
68,SNNP,Sidama,2009-07-01,263774.65625,684512.125,2747800.25,0.0,0.0,263774.65625,684512.125,2747800.25,0.0,0.0,263774.65625,3187575.0,244737.296875,0.0,0.0,0,0.0,0.0,3696087.03125,7392174.0625,3696087.03125,7392174.0625,3696086.953125,7392173.90625
69,SNNP,Siltie,2009-07-01,0.0,306.4693298339844,888576.6875,0.0,0.0,0.0,306.4693298339844,888576.6875,0.0,0.0,0.0,888883.125,0.0,0.0,0.0,0,0.0,0.0,888883.156829834,1777766.313659668,888883.156829834,1777766.313659668,888883.125,1777766.25
70,SNNP,South Omo,2009-07-01,10917.9189453125,462000.59375,208257.515625,0.0,0.0,10917.9189453125,4822.2607421875,665435.875,0.0,0.0,10917.9189453125,8128.9345703125,662023.25,0.0,0.0,0,0.0,0.0,681176.0283203125,1362352.056640625,681176.0546875,1362352.109375,681070.103515625,1362140.20703125
71,SNNP,Wolayita,2009-07-01,0.0,540.70458984375,1762078.375,0.0,0.0,0.0,540.70458984375,1762078.375,0.0,0.0,0.0,1762619.125,0.0,0.0,0.0,0,0.0,0.0,1762619.0795898438,3525238.1591796875,1762619.0795898438,3525238.1591796875,1762619.125,3525238.25
72,SNNP,Yem Special,2009-07-01,97229.640625,0.0,1790.27294921875,0.0,0.0,97229.640625,0.0,1790.27294921875,0.0,0.0,97229.640625,1790.27294921875,0.0,0.0,0.0,0,0.0,0.0,99019.91357421875,198039.8271484375,99019.91357421875,198039.8271484375,99019.91357421875,198039.8271484375
73,Somali,Afder,2009-07-01,0.0,0.0,495428.25,4689.7958984375,0.0,0.0,0.0,306.75018310546875,499811.3125,0.0,0.0,0.0,495428.25,4689.7958984375,0.0,0,0.0,0.0,500118.0458984375,1000236.091796875,500118.06268310547,1000236.1253662109,500118.0458984375,1000236.091796875
74,Somali,Daawa,2009-07-01,0.0,0.0,258901.453125,0.0,0.0,0.0,0.0,256495.9375,2405.50537109375,0.0,0.0,243.48123168945312,258657.96875,0.0,0.0,0,0.0,0.0,258901.453125,517802.90625,258901.44287109375,517802.8857421875,258901.44998168945,517802.8999633789
75,Somali,Doolo,2009-07-01,0.0,0.0,0.0,305838.53125,722.2758178710938,0.0,0.0,0.0,305838.53125,722.2758178710938,0.0,0.0,0.0,305838.53125,722.2758178710938,0,0.0,0.0,305838.53125,612399.3383178711,305838.53125,612399.3383178711,305838.53125,612399.3383178711
76,Somali,Erer,2009-07-01,0.0,0.0,1553.8677978515625,295725.71875,0.0,0.0,0.0,1553.8677978515625,295725.71875,0.0,0.0,654.267333984375,899.6004638671875,295725.71875,0.0,0,0.0,0.0,297279.58654785156,594559.1730957031,297279.58654785156,594559.1730957031,297279.58654785156,594559.1730957031
77,Somali,Fafan,2009-07-01,0.0,0.0,997557.0,148204.375,2588.645263671875,0.0,0.0,997557.0,148204.375,2588.645263671875,0.0,997557.0,0.0,148204.375,2588.645263671875,0,0.0,0.0,1145761.375,2294111.395263672,1145761.375,2294111.395263672,1145761.375,2294111.395263672
78,Somali,Jarar,2009-07-01,0.0,0.0,2235.86572265625,509483.53125,2928.916259765625,0.0,0.0,2235.86572265625,509483.53125,2928.916259765625,0.0,2235.86572265625,0.0,509483.53125,2928.916259765625,0,0.0,0.0,511719.39697265625,1026367.7102050781,511719.39697265625,1026367.7102050781,511719.39697265625,1026367.7102050781
79,Somali,Korahe,2009-07-01,0.0,0.0,0.0,341732.46875,0.0,0.0,0.0,0.0,341732.46875,0.0,0.0,0.0,0.0,341732.46875,0.0,0,0.0,0.0,341732.46875,683464.9375,341732.46875,683464.9375,341732.46875,683464.9375
80,Somali,Liban,2009-07-01,59.554264068603516,0.0,396220.875,0.0,0.0,59.554264068603516,0.0,202221.140625,193999.71875,0.0,0.0,74.98482513427734,396205.4375,0.0,0.0,0,0.0,0.0,396280.4292640686,792560.8585281372,396280.4136390686,792560.8272781372,396280.4223251343,792560.8446502686
81,Somali,Nogob,2009-07-01,0.0,0.0,20.07143783569336,156111.90625,0.0,0.0,0.0,20.07143783569336,156111.90625,0.0,0.0,0.0,20.07143783569336,156111.90625,0.0,0,0.0,0.0,156131.9776878357,312263.9553756714,156131.9776878357,312263.9553756714,156131.9776878357,312263.9553756714
82,Somali,Shabelle,2009-07-01,0.0,0.0,81646.375,479412.6875,0.0,0.0,0.0,37.71281433105469,561021.375,0.0,0.0,0.0,81646.375,479412.6875,0.0,0,0.0,0.0,561059.0625,1122118.125,561059.087814331,1122118.175628662,561059.0625,1122118.125
83,Somali,Siti,2009-07-01,0.0,3716.0400390625,644527.625,0.0,36.870521545410156,0.0,3716.0400390625,644527.625,0.0,36.870521545410156,0.0,648243.6875,0.0,0.0,36.870521545410156,0,0.0,0.0,648243.6650390625,1296524.2005996704,648243.6650390625,1296524.2005996704,648243.6875,1296524.2455215454
84,Tigray,Central,2009-07-01,0.0,856579.4375,442970.75,0.0,0.0,0.0,856579.4375,442970.75,0.0,0.0,0.0,1299550.25,0.0,0.0,0.0,0,0.0,0.0,1299550.1875,2599100.375,1299550.1875,2599100.375,1299550.25,2599100.5
85,Tigray,Eastern,2009-07-01,0.0,1617.8121337890625,860527.3125,0.0,0.0,0.0,1617.8121337890625,860527.3125,0.0,0.0,0.0,842738.125,19407.015625,0.0,0.0,0,0.0,0.0,862145.1246337891,1724290.2492675781,862145.1246337891,1724290.2492675781,862145.140625,1724290.28125
86,Tigray,Mekele Special,2009-07-01,0.0,0.0,141824.34375,0.0,59494.07421875,0.0,0.0,141824.34375,0.0,59494.07421875,0.0,141824.34375,0.0,0.0,59494.07421875,0,0.0,0.0,141824.34375,343142.76171875,141824.34375,343142.76171875,141824.34375,343142.76171875
87,Tigray,North Western,2009-07-01,1330.13916015625,682311.0625,162715.171875,0.0,0.0,1330.13916015625,682311.0625,162715.171875,0.0,0.0,1330.13916015625,845026.25,0.0,0.0,0.0,0,0.0,0.0,846356.3735351562,1692712.7470703125,846356.3735351562,1692712.7470703125,846356.3891601562,1692712.7783203125
88,Tigray,South Eastern,2009-07-01,0.0,0.0,630454.3125,0.0,0.0,0.0,0.0,630454.3125,0.0,0.0,0.0,621392.125,9062.17578125,0.0,0.0,0,0.0,0.0,630454.3125,1260908.625,630454.3125,1260908.625,630454.30078125,1260908.6015625
